time,humidity_mean,humidity_median,humidity_max,humidity_p75,tcc_mean,tcc_median,tcc_max,tcc_p75,temp_mean,temp_median,temp_max,temp_p75,tp_mm_mean_aw,tp_mm_median,tp_mm_max,tp_mm_p75,tp_frac_gt_0.1,Kp,ap,keogram_mean,keogram_median,keogram_max
2012-02-15 14:00:00,90.92945861816406,94.11288452148438,102.04501342773438,97.94198608398438,0.8798929452896118,0.937649130821228,0.999996542930603,0.999996542930603,-11.663408279418944,-11.778900146484377,-7.861541748046875,-9.336639404296877,0.0006593851407862,0.0,0.0033408869057893,0.0003798631951212,0.0,2.667,12.0,74.42,53.9,223.27
2012-02-15 15:00:00,89.68295288085938,93.84283447265624,101.73199462890624,97.87310791015624,0.655107319355011,0.672610878944397,1.000003457069397,0.9982181787490844,-11.09522533416748,-11.362884521484377,-6.969818115234375,-8.903167724609375,0.0005721751066276,0.0,0.0025731860660016,0.0007597263902425,0.0,3.0,15.0,105.96,92.1,241.84
2012-02-19 04:00:00,90.17805480957033,90.26228332519533,94.70246887207033,93.74470520019533,0.1412862092256546,0.002044677734375,0.598388671875,0.305419921875,-14.233757972717283,-13.555694580078123,-11.361236572265623,-12.188262939453123,0.001704263618538,0.0,0.0069244997575879,0.0040249433368444,0.0,5.667,67.0,56.27,39.3,248.62
2012-02-19 05:00:00,90.99974060058594,91.2550048828125,94.4903564453125,94.091796875,0.1440294086933136,0.0,0.5591888427734375,0.3067626953125,-14.961419105529783,-14.355987548828123,-12.059600830078123,-13.437164306640623,0.0011572532256001,0.0,0.0040289014577865,0.0033531105145812,0.0,5.667,67.0,96.25,84.59,249.07
2012-02-19 06:00:00,91.52816772460938,91.69161987304688,94.89486694335938,94.43112182617188,0.1246939748525619,0.0,0.4705886840820312,0.2840499877929687,-15.486504554748535,-14.989593505859377,-12.460784912109377,-13.762176513671877,0.0007691205611348,0.0,0.0025022309273481,0.0021892483346164,0.0,2.333,9.0,96.84,89.15,239.15
2012-02-19 07:00:00,91.57151794433594,91.91030883789062,95.37039184570312,94.42227172851562,0.1335178017616272,0.002044677734375,0.4744644165039062,0.3206253051757812,-15.858269691467283,-15.50250244140625,-13.01910400390625,-13.93414306640625,0.0002729917440794,0.0,0.0010048388503491,0.0007740745786577,0.0,2.333,9.0,57.04,58.26,216.38
2012-02-19 08:00:00,91.9277572631836,92.26521301269533,96.06867980957033,94.80061340332033,0.1212582066655159,0.0,0.4468307495117187,0.290435791015625,-15.786458015441896,-15.5335693359375,-13.1663818359375,-14.1317138671875,0.0002552418505662,0.0,0.0009536743164062,0.0006737536750733,0.0,2.333,9.0,29.45,31.94,168.4
2012-02-19 09:00:00,92.42278289794922,92.24209594726562,97.63980102539062,95.17666625976562,0.1225145161151886,0.0061187744140625,0.3943405151367187,0.317596435546875,-18.388858795166016,-18.36532592773437,-16.380706787109375,-17.516937255859375,0.0002675211422568,0.0,0.0009536743164062,0.0007740745786577,0.0,2.0,7.0,21.13,21.02,180.6
2012-02-19 10:00:00,91.33194732666016,90.93240356445312,98.09451293945312,95.90701293945312,0.1175062358379364,0.0206756591796875,0.4001541137695312,0.260833740234375,-16.32124900817871,-16.451019287109375,-14.040374755859377,-14.643768310546877,0.0002620396490199,0.0,0.0008639763109385,0.0007229100447148,0.0,2.0,7.0,17.04,18.01,136.38
2012-02-19 11:00:00,93.17623138427734,92.89785766601562,99.09414672851562,96.72036743164062,0.1289028525352478,0.0155029296875,0.4614791870117187,0.2625045776367187,-17.813453674316406,-18.206527709960938,-15.492034912109377,-16.203338623046875,0.0002972795980188,0.0,0.0011099327821284,0.0008137139957398,0.0,2.0,7.0,31.22,19.87,186.76
2012-02-19 12:00:00,93.70237731933594,93.71279907226562,99.25332641601562,97.26016235351562,0.1706932932138443,0.0303802490234375,0.53662109375,0.379364013671875,-16.98699188232422,-17.189208984375,-14.7933349609375,-15.074462890625,0.0003297297890348,0.0,0.0013560056686401,0.0008638598956167,0.0,1.333,5.0,33.03,33.11,159.46
2012-02-19 13:00:00,93.96267700195312,94.07756042480467,99.99845886230467,98.54801940917967,0.2065268605947494,0.0970687866210937,0.4768753051757812,0.4465179443359375,-17.368452072143555,-17.772125244140625,-15.067901611328123,-15.212677001953123,0.00035355709174,0.0,0.001758337020874,0.0007740745786577,0.0,1.333,5.0,38.26,38.02,194.91
2012-02-19 14:00:00,94.02645111083984,94.35435485839844,100.60264587402344,99.06846618652344,0.2947319746017456,0.3766632080078125,0.691558837890625,0.4990234375,-17.46735382080078,-17.985107421875,-14.9842529296875,-15.13330078125,0.0004966298221142,0.0,0.0015485566109418,0.001548120053485,0.0,1.333,5.0,38.32,37.49,177.64
2012-02-19 15:00:00,94.19017791748048,94.59930419921876,100.46063232421876,99.30853271484376,0.4350128173828125,0.49737548828125,0.9060821533203124,0.5454559326171875,-17.9585018157959,-18.60874938964844,-15.242279052734377,-15.796722412109377,0.0003525550816223,0.0,0.0015485566109418,0.0002006418071687,0.0,1.667,6.0,31.22,27.45,90.79
