time,humidity_mean,humidity_median,humidity_max,humidity_p75,tcc_mean,tcc_median,tcc_max,tcc_p75,temp_mean,temp_median,temp_max,temp_p75,tp_mm_mean_aw,tp_mm_median,tp_mm_max,tp_mm_p75,tp_frac_gt_0.1,Kp,ap,SN,F10.7obs,F10.7adj,keogram_mean,keogram_median,keogram_max
2012/2/15 4:00,92.257164,92.36062622,96.09512329,95.03909302,0.275409877,0.148299068,0.774321437,0.4155415,-7.435787678,-7.272979736,-5.938812256,-6.776580811,0.003478408,0.002099463,0.011666706,0.003082939,0.0,5.333,56,22,54,104.6,100.7,93.54,239.45
2012/2/15 5:00,92.51611328,92.88999939,96.3533783,95.46836853,0.246763259,0.155037567,0.71617955,0.35604158,-8.170488358,-7.937835693,-6.772003174,-7.678314209,0.001034418,0.00021304,0.005461508,0.001139822,0.0,5.333,56,22,54,104.6,67.27,67.65,142.91
2012/2/15 6:00,92.36386108,92.76309204,96.46133423,95.20474243,0.301827312,0.224443212,0.750596762,0.554445028,-9.167836189,-8.884918213,-7.610198975,-8.66293335,0.000586912,8.98e-05,0.003641006,0.000198372,0.0,3.667,22,22,54,104.6,61.23,58.57,243.14
2012/2/15 7:00,92.59498596,93.77198792,96.42677307,95.31251526,0.284289896,0.11088562,0.824462891,0.471557617,-9.837412834,-9.336273193,-8.267242432,-9.180023193,0.000216117,0.0,0.001390261,0.000144035,0.0,3.667,22,22,54,104.6,117.87,118.4,248.73
2012/2/15 8:00,92.34664917,93.90356445,96.24731445,95.42626953,0.283665299,0.243337989,0.587240577,0.414389014,-10.52205086,-10.26571655,-8.456390381,-9.773040771,9.77e-05,0.0,0.000671833,8.98e-05,0.0,3.667,22,22,54,104.6,72.99,68.31,210.27
2012/2/15 9:00,92.58792114,94.88243103,96.79429626,95.83555603,0.510284722,0.455459893,0.929062188,0.873474419,-11.11921883,-10.52523804,-8.617767334,-10.40097046,6.82e-05,0.0,0.000391825,8.98e-05,0.0,3.333,18,22,54,104.6,52.36,48.01,189.11
2012/2/15 10:00,90.9803009,93.49787903,95.82771301,94.36872864,0.604447663,0.601317942,0.999999583,0.999999583,-11.38645744,-11.51925659,-8.571868896,-10.36959839,9.46e-05,0.0,0.000476837,0.000145432,0.0,3.333,18,22,54,104.6,89.67,73.78,248.96
2012/2/15 11:00,91.60096741,93.99609375,97.43676758,95.87133789,0.705555439,0.952340901,0.999994099,0.999994099,-11.9940691,-12.76376343,-8.697113037,-10.55209351,9.95e-05,0.0,0.00038703,0.000120795,0.0,3.333,18,22,54,104.6,144.28,144.83,249.07
2012/2/15 12:00,92.00582886,94.77340698,99.61227417,96.72555542,0.747675359,0.988982916,0.999999762,0.997466803,-11.34523869,-12.00411987,-7.846038818,-9.851409912,0.00029768,0.0,0.001308828,0.000387023,0.0,2.667,12,22,54,104.6,50.9,45.02,198.38
2012/2/15 13:00,91.54568481,94.47753906,100.8984375,97.31689453,0.81453681,0.967140019,1.000007391,0.995841801,-11.43826962,-11.86691284,-7.682952881,-9.805511475,0.000529826,0.0,0.002326793,0.000246044,0.0,2.667,12,22,54,104.6,76.29,61.75,234.83
2012/2/15 14:00,90.92945862,94.11288452,102.0450134,97.94198608,0.879892945,0.937649131,0.999996543,0.999996543,-11.66340828,-11.77890015,-7.861541748,-9.336639404,0.000659385,0.0,0.003340887,0.000379863,0.0,2.667,12,22,54,104.6,74.42,53.9,223.27
2012/2/15 15:00,89.68295288,93.84283447,101.7319946,97.87310791,0.655107319,0.672610879,1.000003457,0.998218179,-11.09522533,-11.36288452,-6.969818115,-8.903167725,0.000572175,0.0,0.002573186,0.000759726,0.0,3.0,15,22,54,104.6,105.96,92.1,241.84
2012/2/19 4:00,90.17805481,90.26228333,94.70246887,93.7447052,0.141286209,0.002044678,0.598388672,0.305419922,-14.23375797,-13.55569458,-11.36123657,-12.18826294,0.001704264,0.0,0.0069245,0.004024943,0.0,5.667,67,21,70,105.3,56.27,39.3,248.62
2012/2/19 5:00,90.9997406,91.25500488,94.49035645,94.09179688,0.144029409,0.0,0.559188843,0.306762695,-14.96141911,-14.35598755,-12.05960083,-13.43716431,0.001157253,0.0,0.004028901,0.003353111,0.0,5.667,67,21,70,105.3,96.25,84.59,249.07
2012/2/19 6:00,91.52816772,91.69161987,94.89486694,94.43112183,0.124693975,0.0,0.470588684,0.284049988,-15.48650455,-14.98959351,-12.46078491,-13.76217651,0.000769121,0.0,0.002502231,0.002189248,0.0,2.333,9,21,70,105.3,96.84,89.15,239.15
2012/2/19 7:00,91.57151794,91.91030884,95.37039185,94.42227173,0.133517802,0.002044678,0.474464417,0.320625305,-15.85826969,-15.50250244,-13.019104,-13.93414307,0.000272992,0.0,0.001004839,0.000774075,0.0,2.333,9,21,70,105.3,57.04,58.26,216.38
2012/2/19 8:00,91.92775726,92.26521301,96.06867981,94.8006134,0.121258207,0.0,0.44683075,0.290435791,-15.78645802,-15.53356934,-13.16638184,-14.13171387,0.000255242,0.0,0.000953674,0.000673754,0.0,2.333,9,21,70,105.3,29.45,31.94,168.4
2012/2/19 9:00,92.4227829,92.24209595,97.63980103,95.17666626,0.122514516,0.006118774,0.394340515,0.317596436,-18.3888588,-18.36532593,-16.38070679,-17.51693726,0.000267521,0.0,0.000953674,0.000774075,0.0,2.0,7,21,70,105.3,21.13,21.02,180.6
2012/2/19 10:00,91.33194733,90.93240356,98.09451294,95.90701294,0.117506236,0.020675659,0.400154114,0.26083374,-16.32124901,-16.45101929,-14.04037476,-14.64376831,0.00026204,0.0,0.000863976,0.00072291,0.0,2.0,7,21,70,105.3,17.04,18.01,136.38
2012/2/19 11:00,93.17623138,92.89785767,99.09414673,96.72036743,0.128902853,0.01550293,0.461479187,0.262504578,-17.81345367,-18.20652771,-15.49203491,-16.20333862,0.00029728,0.0,0.001109933,0.000813714,0.0,2.0,7,21,70,105.3,31.22,19.87,186.76
2012/2/19 12:00,93.70237732,93.71279907,99.25332642,97.26016235,0.170693293,0.030380249,0.536621094,0.379364014,-16.98699188,-17.18920898,-14.79333496,-15.07446289,0.00032973,0.0,0.001356006,0.00086386,0.0,1.333,5,21,70,105.3,33.03,33.11,159.46
2012/2/19 13:00,93.962677,94.07756042,99.99845886,98.54801941,0.206526861,0.097068787,0.476875305,0.446517944,-17.36845207,-17.77212524,-15.06790161,-15.212677,0.000353557,0.0,0.001758337,0.000774075,0.0,1.333,5,21,70,105.3,38.26,38.02,194.91
2012/2/19 14:00,94.02645111,94.35435486,100.6026459,99.06846619,0.294731975,0.376663208,0.691558838,0.499023438,-17.46735382,-17.98510742,-14.98425293,-15.13330078,0.00049663,0.0,0.001548557,0.00154812,0.0,1.333,5,21,70,105.3,38.32,37.49,177.64
2012/2/19 15:00,94.19017792,94.5993042,100.4606323,99.30853271,0.435012817,0.497375488,0.906082153,0.545455933,-17.95850182,-18.60874939,-15.24227905,-15.79672241,0.000352555,0.0,0.001548557,0.000200642,0.0,1.667,6,21,70,105.3,31.22,27.45,90.79
2012/2/19 16:00,94.23053741,95.00720215,100.6402588,99.48962402,0.565169513,0.608814716,0.868381977,0.67845583,-17.88212395,-18.68008423,-14.89480591,-15.52310181,0.000662161,0.0,0.00309624,0.001548149,0.0,1.667,6,21,70,105.3,31.77,28.03,149.32
2012/2/20 6:00,87.21092987,87.88166809,96.80305481,93.18684387,0.758180022,0.999999642,0.999999642,0.999999642,-16.08980942,-16.44061279,-11.13641357,-13.69451904,0.001220112,0.0,0.005390844,0.001476379,0.0,3.0,15,20,64,111.1,22.6,20.94,110.46
2012/2/20 7:00,86.97515106,87.14285278,96.55252075,93.87283325,0.698215485,0.980899811,1.000003815,1.000003815,-15.11889172,-15.4046936,-10.09561157,-12.4750061,0.000455759,0.0,0.002221845,0.000492146,0.0,3.0,15,20,64,111.1,57.17,39.36,249.07
2012/2/20 8:00,86.55238342,86.58444214,95.89596558,94.48434448,0.68615526,0.971967638,0.999998033,0.999998033,-15.3307991,-15.58798218,-10.19540405,-12.4480896,0.000187264,0.0,0.001110922,0.000246073,0.0,3.0,15,20,64,111.1,100.66,91.75,249.07
2012/2/20 9:00,86.51516724,86.52590942,96.01467896,95.23391724,0.640847921,0.877537191,0.989994466,0.989994466,-18.17925644,-18.60134888,-13.32571411,-15.26638794,8.28e-05,0.0,0.000387139,0.0,0.0,3.0,15,20,64,111.1,79.11,77.01,195.07
2012/2/20 10:00,83.43851471,82.89343262,96.20397949,95.67077637,0.655797005,0.805948555,0.98998481,0.976038277,-16.8516674,-17.14468384,-11.51187134,-13.61074829,9.4e-05,0.0,0.000387139,9.72e-05,0.0,3.0,15,20,64,111.1,74.15,61.3,237.68
2012/2/20 11:00,84.06206512,83.78146362,96.45040894,95.93624878,0.614267409,0.690496922,0.951025486,0.928656101,-16.87770081,-17.17085266,-11.25656128,-13.53146362,0.00020859,0.0,0.000774278,0.000246073,0.0,3.0,15,20,64,111.1,89.24,70.75,214.06
2012/2/20 12:00,84.22471619,83.44943237,96.412323,95.47677612,0.602933407,0.738836646,0.919577003,0.77974546,-16.40634537,-16.69641113,-10.48449707,-13.04089355,0.000199006,0.0,0.000774278,0.00029018,0.0,3.333,18,20,64,111.1,96.15,80.41,246.34
2012/2/20 13:00,84.33506775,83.32644653,96.20974731,95.8196106,0.541271329,0.598588407,0.983903348,0.881913602,-16.49043465,-16.65927124,-10.5718689,-13.03036499,0.000211285,0.0,0.000874381,0.00029018,0.0,3.333,18,20,64,111.1,90.91,67.22,215.55
2012/2/20 14:00,84.26522827,83.37417603,96.14370728,95.78823853,0.603914738,0.722602665,0.992240727,0.945167363,-16.52474403,-16.6031189,-10.87924194,-12.96566772,0.000383723,0.0,0.001548557,0.000492146,0.0,3.333,18,20,64,111.1,65.46,60.76,194.08
2012/2/20 15:00,84.26158142,83.7661438,96.23684692,95.78762817,0.630611241,0.859218419,0.999996006,0.989986241,-16.63959122,-16.74801636,-11.12203979,-13.03610229,0.000383723,0.0,0.001548557,0.000492146,0.0,3.333,18,20,64,111.1,57.98,55.22,160.39
2012/2/20 16:00,84.2629776,83.96859741,96.08236694,95.98471069,0.608920634,0.802246094,1.0,0.996948242,-16.64102745,-16.77139282,-11.12710571,-12.76919556,0.000383723,0.0,0.001548557,0.000492146,0.0,3.333,18,20,64,111.1,46.28,44.26,154.01
2012/2/21 10:00,77.88153076,76.52508545,87.95477295,81.39666748,0.934376419,0.935790002,0.999998987,0.97305578,-15.47986507,-14.70346069,-13.20297241,-13.81845093,0.000905458,0.000483007,0.002520974,0.001713401,0.0,1.667,6,7,59,103.3,26.35,19.61,198.32
2012/2/22 4:00,86.06971741,84.99085999,91.18312073,87.46632385,0.967221677,0.979122102,0.998947084,0.99304384,-12.72101879,-12.1267395,-11.10726929,-11.76785278,0.035145824,0.021752672,0.069583543,0.061970908,0.0,3.333,18,11,44,104.2,15.75,15.48,37.34
2012/2/22 7:00,89.72951508,88.90519714,93.170578,92.60844421,0.944375455,0.986093819,0.999998391,0.999998391,-14.16332626,-13.99465942,-12.84616089,-13.33474731,0.049845499,0.057750095,0.086785011,0.073707379,0.0,3.333,18,11,44,104.2,32.32,23.38,197.75
2012/2/22 8:00,90.35096741,89.49291992,93.96582031,93.48791504,0.952784836,0.9969455,1.000001073,1.000001073,-14.25605297,-14.23861694,-12.91610718,-13.25765991,0.052322962,0.064050004,0.095761538,0.077384681,0.0,3.333,18,11,44,104.2,76.59,50.11,247.25
2012/2/22 9:00,91.2927475,90.50361633,95.14961243,94.38728333,0.939455867,0.9861058,0.999998927,0.999998927,-16.03540802,-15.76681519,-14.48989868,-14.74429321,0.051682803,0.069855042,0.09799961,0.07217776,0.0,3.0,15,11,44,104.2,64.91,65.92,239.45
2012/2/22 10:00,92.17721558,90.88705444,95.86618042,94.54586792,0.970219731,0.994826794,0.999999523,0.999999523,-15.50075912,-16.22351074,-12.67321777,-14.32629395,0.051227383,0.067180105,0.106064685,0.07360623,0.111111111,3.0,15,11,44,104.2,57.43,61.3,168.85
2012/2/22 11:00,92.67030334,91.58468628,96.58175659,94.9414978,0.977788806,0.98432225,0.989989936,0.988111198,-15.91887093,-16.83651733,-13.30404663,-14.58163452,0.045983993,0.059652202,0.103202708,0.064144902,0.111111111,3.0,15,11,44,104.2,31.21,32.33,61.3
2012/2/22 12:00,93.44633484,92.56121826,97.45770264,95.52581787,0.991059005,0.992464662,0.996239781,0.9958359,-15.54556274,-16.29934692,-12.60977173,-14.06008911,0.040292931,0.050965182,0.09125606,0.054401763,0.0,2.333,9,11,44,104.2,45.88,45.9,117.13
2012/2/22 13:00,93.70413971,92.56686401,97.63375854,95.90145874,0.968312562,0.971094131,0.994937897,0.983047485,-15.36032581,-16.06936646,-12.27163696,-14.17886353,0.038024697,0.04547165,0.080541536,0.048468646,0.0,2.333,9,11,44,104.2,50.41,46.6,125.64
2012/2/22 14:00,94.76140594,94.21022034,98.80213928,96.37489319,0.969824791,0.97354871,0.990465939,0.981408894,-15.18710327,-15.79367065,-12.24655151,-13.95407104,0.035902798,0.04066113,0.069544233,0.043697242,0.0,2.333,9,11,44,104.2,22.18,20.17,76.19
2012/2/23 10:00,95.39834595,95.983078,98.19474792,97.31303406,0.98221904,0.993013918,0.999999583,0.999999583,-14.70283985,-14.31481934,-11.81591797,-13.34301758,0.083405394,0.084158607,0.234857768,0.106189974,0.333333333,1.0,4,3,55,103.3,17.21,16.24,49.01
2012/2/24 11:00,98.7986145,98.88424683,100.41745,99.34579468,0.975060761,0.983617842,1.0,0.994936049,-12.85811043,-11.25985718,-9.575653076,-10.66769409,0.031120972,0.01436964,0.075982213,0.056292195,0.0,1.333,5,6,58,108.9,20.06,19.61,54.47
2012/2/24 12:00,98.68496704,99.01922607,99.61187744,99.46728516,0.977757573,0.980561137,1.000000834,1.000000834,-12.77186108,-10.60165405,-9.587493896,-10.52804565,0.033995955,0.017652579,0.071928196,0.06424851,0.0,1.333,5,6,58,108.9,27.74,27.81,66.75
2012/2/25 8:00,100.0675659,100.4902954,103.4447632,100.9102173,0.90794307,0.975429296,0.999995947,0.999995947,-16.48555374,-16.80838013,-14.13851929,-16.67593384,0.044647018,0.033402488,0.109664768,0.079013079,0.222222222,1.667,6,6,48,108.0,30.32,22.33,182.71
2012/2/25 9:00,101.0293732,101.2768097,104.0624542,101.6796417,0.850849748,0.952478349,0.998117387,0.982187212,-17.33316994,-17.47563171,-14.93313599,-16.80630493,0.045371643,0.028201394,0.12622495,0.075715609,0.222222222,2.0,7,6,48,108.0,38.45,38.26,119.1
2012/2/25 10:00,101.1100845,101.6084442,103.6576385,102.3093719,0.809248209,0.891694784,1.000001669,1.000001669,-17.22612572,-17.52157593,-14.36935425,-17.20236206,0.055202473,0.025252309,0.151375726,0.108344913,0.333333333,2.0,7,6,48,108.0,54.97,50.16,187.48
2012/2/25 11:00,101.9456787,102.1191559,104.2628326,102.6688385,0.815792263,0.93550247,1.000001431,0.982942045,-17.14537239,-17.4395752,-14.89678955,-17.27600098,0.061563477,0.022498608,0.177943796,0.130234003,0.333333333,2.0,7,6,48,108.0,91.5,88.99,193.3
2012/2/25 12:00,102.3298492,102.2828217,104.5174408,103.531601,0.813166738,0.910222828,1.000005484,0.990819752,-17.25071907,-17.19081116,-15.82632446,-17.09231567,0.056851889,0.023595026,0.177866757,0.095060997,0.222222222,2.333,9,6,48,108.0,53.63,52.94,137.8
2012/2/25 13:00,102.9890747,103.0010834,105.1384735,103.172226,0.876496673,0.977753162,0.999847889,0.992981434,-17.24543381,-17.17314148,-15.56149292,-17.00656128,0.052423551,0.026977833,0.16214627,0.076766334,0.222222222,2.333,9,6,48,108.0,62.89,65.66,117.45
2012/2/25 14:00,103.6496887,103.6405945,106.3514099,103.7981873,0.824495137,0.880217731,0.996489704,0.971884906,-17.71305656,-17.38418579,-15.82717896,-17.16592407,0.04332378,0.023324173,0.138968363,0.055268537,0.222222222,2.333,9,6,48,108.0,41.09,39.28,93.66
2012/2/26 9:00,89.21401978,89.83169556,98.88687134,98.07388306,1.0,1.0,1.0,1.0,-17.64324379,-17.51264954,-13.39230347,-13.84127808,0.051330737,0.065597855,0.089221783,0.078546964,0.0,1.0,4,7,48,107.0,17.85,16.27,50.16
2012/2/26 10:00,91.60225677,91.82957458,101.1821136,100.5087738,1.0,1.0,1.0,1.0,-16.99323463,-16.51852417,-11.5920105,-12.23751831,0.060599989,0.063554704,0.10468936,0.090255722,0.111111111,1.0,4,7,48,107.0,36.78,35.63,94.34
2012/2/26 11:00,89.63191223,90.21551514,99.38983154,98.53533936,1.0,1.0,1.0,1.0,-16.76505852,-16.16946411,-11.15090942,-11.98538208,0.067102141,0.066996291,0.101844519,0.086030662,0.111111111,1.0,4,7,48,107.0,36.87,38.21,70.44
2012/2/26 12:00,87.99487305,88.50317383,97.81762695,97.07983398,1.0,1.0,1.0,1.0,-16.8639698,-16.18911743,-10.96914673,-12.01040649,0.075242234,0.073461942,0.101123154,0.079658031,0.111111111,1.333,5,7,48,107.0,46.21,46.55,97.77
2012/2/26 13:00,86.85874939,87.61721802,96.39016724,96.14456177,0.999322355,1.0,1.0,1.0,-16.00819588,-15.07839966,-9.886505127,-11.13674927,0.100598958,0.100948967,0.142772794,0.104245849,0.555555556,1.333,5,7,48,107.0,17.63,15.28,52.98
2012/2/27 4:00,84.56219482,86.43464661,89.63484192,88.1743927,0.892279208,0.98870033,0.999999464,0.999999464,-11.85262203,-9.175262451,-4.111297607,-7.085418701,0.054214362,0.058604907,0.121526919,0.076855101,0.222222222,2.333,9,19,44,105.5,23.51,20.25,106.11
2012/2/27 9:00,88.60391235,90.89959717,92.26312256,91.24871826,0.999426126,1.0,1.0,1.0,-13.90189648,-12.00134277,-6.600219727,-9.862670898,0.075928305,0.055852797,0.210485876,0.095083833,0.222222222,2.0,7,19,44,105.5,20.62,20.43,48.55
2012/2/27 10:00,89.59526062,92.43659973,93.66194153,93.17121887,1.0,1.0,1.0,1.0,-13.59383011,-12.07327271,-6.160430908,-9.344024658,0.083536212,0.056219958,0.186038867,0.077301376,0.222222222,2.0,7,19,44,105.5,20.47,21.02,39.67
2012/2/27 11:00,89.80040741,92.05583191,93.25163269,92.48161316,1.0,1.0,1.0,1.0,-13.36281967,-11.96142578,-6.317871094,-9.390625,0.114035953,0.090005137,0.220986351,0.129884377,0.333333333,2.0,7,19,44,105.5,35.99,36.15,69.5
2012/2/27 12:00,90.08187103,91.73353577,92.71791077,92.09315491,1.0,1.0,1.0,1.0,-13.39995861,-11.98727417,-6.659393311,-9.622283936,0.150041685,0.11508695,0.284386516,0.183941483,0.666666667,3.333,18,19,44,105.5,29.63,29.82,56.4
2012/2/27 13:00,90.46011353,91.7305603,92.90097046,92.12252808,0.999666452,1.0,1.0,1.0,-14.21501827,-12.86245728,-7.715484619,-10.62661743,0.161408516,0.146855667,0.285920739,0.184261307,0.777777778,3.333,18,19,44,105.5,35.38,35.35,70.42
2012/2/27 14:00,90.5337677,91.39399719,93.03291321,91.7545929,0.998259842,1.0,1.0,1.0,-15.04978085,-13.9145813,-9.346710205,-11.61746216,0.156898057,0.168392822,0.2438225,0.189448163,0.777777778,3.333,18,19,44,105.5,49.27,48.79,107.5
2012/2/27 15:00,90.84822083,91.08990479,93.49237061,91.85760498,0.999666452,1.0,1.0,1.0,-15.15259171,-14.18930054,-10.03573608,-11.87094116,0.149958952,0.165100336,0.207706481,0.17927134,0.888888889,4.333,32,19,44,105.5,77.8,78.0,156.93
2012/2/28 4:00,85.71406555,86.07940674,90.34942627,88.1663208,0.997509539,1.0,1.0,1.0,-16.93343735,-16.47894287,-14.33917236,-16.22845459,0.141322307,0.09244062,0.25522837,0.241690651,0.444444444,2.0,7,12,39,103.3,16.09,16.49,36.01
2012/2/28 7:00,85.34141541,85.27989197,89.82847595,88.52452087,0.997039676,0.998215377,1.0,1.0,-18.0976963,-18.31196594,-14.59420776,-17.01974487,0.08848772,0.051677022,0.185087115,0.167015731,0.333333333,5.0,48,12,39,103.3,81.94,80.13,168.06
2012/2/28 8:00,85.21304321,84.78175354,89.70265198,88.85914612,0.999560058,1.0,1.0,1.0,-18.43840218,-18.59625244,-14.80450439,-17.39459229,0.079322916,0.046659451,0.159703389,0.149551973,0.333333333,5.0,48,12,39,103.3,97.49,103.57,165.94
2012/2/28 9:00,85.23062897,84.46031189,89.66612244,88.98155212,0.997718811,0.99999994,1.0,1.0,-19.60412979,-19.87797546,-15.64053345,-18.7285614,0.071073556,0.03877176,0.154114202,0.133058861,0.333333333,2.333,9,12,39,103.3,66.24,63.97,140.34
2012/2/28 10:00,83.58032227,82.29798889,91.11878967,89.80995178,0.996252775,0.999520659,0.999999881,0.999999881,-19.80374146,-20.08061218,-15.60476685,-19.12809753,0.063797365,0.038262699,0.152047977,0.107027836,0.333333333,2.333,9,12,39,103.3,27.87,27.85,60.72
2012/2/28 11:00,83.66985321,82.42886353,90.12173462,89.00161743,0.998530924,1.0,1.0,1.0,-20.16140366,-20.38513184,-16.24230957,-19.52868652,0.053819607,0.036965907,0.131938457,0.087689452,0.222222222,2.333,9,12,39,103.3,22.81,21.04,50.94
2012/2/28 12:00,84.21248627,83.41281128,91.16134644,88.75265503,0.994233549,0.992982686,1.0,0.995835602,-20.0314846,-20.20375061,-16.07876587,-19.18592834,0.041992984,0.027312493,0.098847374,0.075517744,0.0,1.0,4,12,39,103.3,17.8,16.31,50.27
2012/2/28 15:00,85.40005493,84.85409546,91.12069702,89.4324646,0.991688728,0.992526174,1.000000119,1.000000119,-21.86889648,-22.09692383,-18.47570801,-21.00537109,0.02701128,0.012826279,0.068919837,0.044908479,0.0,2.333,9,12,39,103.3,29.87,17.48,134.04
2012/2/29 15:00,89.82888794,90.41304016,93.10664368,91.78388977,0.956820607,0.964061499,0.994132757,0.975072622,-25.86096764,-25.59477234,-23.54484558,-25.23112488,0.002736063,0.000559958,0.008275034,0.006042421,0.0,0.333,2,7,20,102.0,24.26,17.55,133.17
2012/3/1 6:00,85.71865845,84.55532837,91.68276978,91.05899048,0.863967359,0.90362668,0.974366426,0.972382784,-23.32855225,-23.44866943,-20.28790283,-22.82867432,0.001255881,0.001113862,0.002570858,0.002091925,0.0,3.667,22,17,24,103.4,40.16,27.98,216.23
2012/3/1 7:00,87.06826782,86.7837677,92.19367981,91.38117981,0.786619663,0.927271783,0.961039484,0.938090265,-24.53234291,-24.75679016,-21.4790802,-24.1254425,0.00123201,0.00113329,0.002091912,0.001619295,0.0,3.667,22,17,24,103.4,29.7,28.19,142.56
2012/3/1 8:00,87.93778229,88.5748291,92.28723145,90.48864746,0.692293882,0.875565529,0.946198463,0.911316872,-25.21627617,-25.42915344,-22.32649231,-24.76411438,0.001113668,0.001077657,0.001907349,0.00124384,0.0,3.667,22,17,24,103.4,31.34,31.44,135.93
2012/3/1 9:00,89.34277344,90.16793823,93.4826355,91.49118042,0.627170026,0.772923708,0.918782473,0.833729982,-26.83264923,-26.90655518,-23.74078369,-26.59674072,0.000886234,0.000377302,0.002667075,0.001390232,0.0,3.667,22,17,24,103.4,119.51,123.95,249.07
2012/3/1 10:00,90.19819641,90.76628113,94.05851746,92.59269714,0.589246094,0.59096694,0.930124044,0.791421652,-26.97495651,-26.93513489,-24.58711243,-26.82270813,0.000702288,0.000145112,0.0028676,0.001070322,0.0,3.667,22,17,24,103.4,156.64,169.05,249.07
2012/3/1 11:00,90.17593384,90.81321716,93.90525818,92.11351013,0.59172523,0.653911591,0.938365936,0.867549896,-27.37108231,-27.27156067,-25.35462952,-27.17732239,0.000770458,0.000332831,0.002882094,0.001154316,0.0,3.667,22,17,24,103.4,111.09,102.28,228.34
2012/3/1 12:00,89.99156952,90.47076416,93.5401001,91.40216064,0.511490047,0.609888852,0.958811581,0.828638852,-27.70748901,-27.54653931,-25.88314819,-27.45700073,0.000732133,0.000362284,0.002599205,0.001210603,0.0,3.0,15,17,24,103.4,132.5,136.56,249.07
2012/3/1 13:00,90.14382172,90.72918701,93.82147217,91.39373779,0.439302713,0.442084908,0.948142648,0.807441354,-27.04940605,-27.01203918,-25.25288391,-26.63356018,0.000768617,0.000241504,0.002696179,0.001882319,0.0,3.0,15,17,24,103.4,98.29,88.44,205.04
2012/3/1 14:00,90.00759888,90.47798157,93.52839661,90.92634583,0.389432669,0.155011877,0.935971975,0.819043875,-27.38054657,-27.6875,-25.37506104,-26.95227051,0.000926038,0.00024162,0.003455905,0.00210799,0.0,3.0,15,17,24,103.4,73.15,63.74,190.54
2012/3/1 15:00,90.64126587,90.67572021,93.58172607,92.27374268,0.331858307,0.151824951,0.899642944,0.640884399,-26.19493675,-26.22219849,-23.68435669,-25.66238403,0.000894229,0.000241504,0.003276509,0.001928362,0.0,2.667,12,17,24,103.4,72.31,72.66,168.8
2012/3/2 5:00,84.31513214,84.1262207,92.23828125,87.65576172,0.703124821,0.626769841,0.994918644,0.972442448,-19.90505219,-21.15744019,-12.41134644,-18.01144409,0.000947136,0.000527012,0.002723595,0.001017994,0.0,3.0,15,10,27,108.2,31.42,27.34,200.42
2012/3/2 6:00,85.84143066,85.44522095,93.1769104,89.77603149,0.690241456,0.601962566,0.985797405,0.969592571,-20.09108353,-21.32472229,-13.06985474,-18.21632385,0.001009149,0.000527012,0.003940891,0.000872533,0.0,2.667,12,10,27,108.2,38.03,35.54,249.07
2012/3/2 7:00,87.24239349,86.67408752,93.99635315,90.72608948,0.715880811,0.701895297,0.95992142,0.903051913,-20.62868118,-21.85597229,-13.52224731,-19.02565002,0.000548321,0.000339583,0.002093322,0.000953674,0.0,2.667,12,10,27,108.2,66.2,47.01,248.16
2012/3/2 8:00,88.32314301,87.59394836,95.20503235,91.72993469,0.703420877,0.661081135,0.940835774,0.91732198,-20.72073174,-21.72331238,-13.84048462,-19.04850769,0.000584692,0.000145112,0.002570159,0.001093664,0.0,2.667,12,10,27,108.2,50.3,48.86,211.13
2012/3/2 9:00,89.07526398,88.87181091,95.7563324,92.47605896,0.672919452,0.807869852,0.965111673,0.921120584,-21.15224457,-21.87571716,-14.45455933,-19.74925232,0.000584692,0.000145112,0.002570159,0.001093664,0.0,1.667,6,10,27,108.2,33.49,32.37,115.43
2012/3/2 10:00,89.82422638,90.02116394,95.00920105,92.45890808,0.656612575,0.702095628,0.983055711,0.944725633,-21.88228607,-22.87992859,-15.05252075,-20.10527039,0.000577981,0.000290165,0.001907349,0.001210603,0.0,1.667,6,10,27,108.2,35.08,31.17,197.89
2012/3/2 11:00,90.31918335,90.73143005,94.95872498,93.25389099,0.680732608,0.729940534,0.994833112,0.953664899,-21.96045685,-22.81402588,-15.63751221,-20.07867432,0.000609851,0.000484637,0.001727953,0.001030974,0.0,1.667,6,10,27,108.2,51.25,42.82,221.81
2012/3/2 12:00,90.99646759,90.93806458,95.92024231,94.27278137,0.716991782,0.797883689,1.000001669,0.993913352,-21.9398365,-23.08035278,-15.87600708,-19.65725708,0.000599717,0.000532513,0.001430511,0.001093635,0.0,2.667,12,10,27,108.2,74.12,73.92,219.68
2012/3/2 13:00,91.2485733,90.79483032,96.95132446,94.72744751,0.663849294,0.771318674,0.993044138,0.980013132,-22.24962425,-23.24989319,-16.22451782,-19.85707092,0.000525424,0.000290864,0.001374807,0.00113307,0.0,2.667,12,10,27,108.2,92.3,90.5,206.75
2012/3/2 14:00,91.62329102,90.95713806,97.1658783,95.26499939,0.745043039,0.812907338,0.996989369,0.992777944,-22.00054932,-22.66387939,-16.57696533,-19.50006104,0.000460481,0.000290864,0.001133274,0.000978063,0.0,2.667,12,10,27,108.2,52.03,46.97,125.37
2012/3/2 15:00,91.82540131,91.18566895,97.33825684,95.67590332,0.780267537,0.850486815,0.99999243,0.971443236,-22.68638992,-23.39979553,-17.32313538,-20.61000061,0.000318566,0.000359229,0.000793501,0.000388929,0.0,2.0,7,10,27,108.2,60.12,52.44,153.01
