load_data,split_time,target_engineering,search_A_fit,search_B_fit,search_C_fit,val_predict,test_predict,val_invert,val_metrics,test_invert,test_metrics,n_features,n_rows_total,n_rows_train,n_rows_val,n_rows_test,search_total_fit,eval_total
0.11473287500120932,0.001233499999216292,0.003303791003418155,693.2968384589985,1174.8512772920003,318.8156892909974,0.06943412499822443,0.039584167003340553,9.34169947868213e-05,0.16749016600078903,8.604199683759362e-05,0.050749416994221974,22,10144,7430,849,1865,2186.9638050419962,0.327257874996576
