segment,mean,median,max
2021-01-28-23,0.00,0.00,0.00
2021-01-29-0,0.00,0.00,0.00
2021-01-29-1,0.00,0.00,0.00
2021-01-29-2,38.36,0.00,224.48
2021-01-29-3,18.46,22.25,42.23
2021-01-29-14,23.31,24.29,32.81
2021-01-29-15,20.97,20.49,32.56
2021-01-29-16,20.57,20.21,34.21
2021-01-29-17,5.20,0.00,34.17
2021-01-29-18,0.00,0.00,0.00
2021-01-29-19,0.00,0.00,0.00
2021-01-29-20,0.00,0.00,0.00
2021-01-29-21,0.00,0.00,0.00
2021-01-29-22,0.00,0.00,0.00
2021-01-29-23,0.00,0.00,0.00
2021-01-30-0,0.06,0.00,209.60
2021-01-30-1,0.03,0.00,24.37
2021-01-30-2,5.27,0.00,202.76
2021-01-30-3,15.65,13.89,116.70
2021-01-30-4,13.56,13.19,209.93
2021-01-30-5,19.54,18.79,237.02
2021-01-30-6,35.68,29.67,225.16
2021-01-30-7,22.77,23.04,224.48
2021-01-30-8,24.60,24.72,248.84
2021-01-30-9,25.74,25.78,242.80
2021-01-30-10,47.32,42.07,214.82
2021-01-30-11,41.96,37.11,140.29
2021-01-30-12,57.76,45.34,220.82
2021-01-30-13,54.89,47.56,174.20
2021-01-30-14,43.36,43.65,111.98
2021-01-30-15,29.09,28.59,69.16
2021-01-30-16,23.22,21.05,134.93
2021-01-30-17,16.24,0.00,139.50
2021-01-30-18,0.00,0.00,0.00
2021-01-30-19,0.00,0.00,0.00
2021-01-30-20,0.00,0.00,0.00
2021-01-30-21,0.00,0.00,0.00
2021-01-30-22,0.00,0.00,0.00
2021-01-30-23,0.00,0.00,0.00
2021-02-03-0,0.00,0.00,0.00
2021-02-03-1,0.00,0.00,0.00
2021-02-03-2,3.94,0.00,126.30
2021-02-03-3,16.56,11.72,126.30
2021-02-03-4,5.12,4.99,12.47
2021-02-03-5,4.40,4.39,14.74
2021-02-03-6,5.37,5.28,15.39
2021-02-03-7,12.62,12.11,41.68
2021-02-03-8,16.02,13.13,46.51
2021-02-03-9,8.24,8.35,16.08
2021-02-03-10,7.59,7.05,25.38
2021-02-03-11,7.33,6.57,27.08
2021-02-03-12,6.66,6.21,22.13
2021-02-03-13,5.88,5.58,17.37
2021-02-03-14,5.41,5.20,22.73
2021-02-03-15,6.52,6.10,31.11
2021-02-03-16,42.22,43.56,165.41
2021-02-03-17,21.01,0.00,160.21
2021-02-03-18,0.00,0.00,0.00
2021-02-03-19,0.00,0.00,0.00
2021-02-03-20,0.00,0.00,0.00
2021-02-03-21,0.00,0.00,0.00
2021-02-03-22,0.00,0.00,0.00
2021-02-03-23,0.00,0.00,0.00
2021-02-04-0,0.00,0.00,0.00
2021-02-04-1,0.00,0.00,0.00
2021-02-04-2,2.78,0.00,40.74
2021-02-04-3,16.77,13.71,41.03
2021-02-04-4,8.97,8.46,22.33
2021-02-04-5,7.43,6.74,21.43
2021-02-04-6,4.27,4.57,9.48
2021-02-04-7,9.45,8.15,31.51
2021-02-04-8,11.72,12.47,26.51
2021-02-04-9,12.91,13.90,25.21
2021-02-04-10,11.58,11.91,23.48
2021-02-04-11,13.44,13.14,38.40
2021-02-04-12,28.28,30.11,54.52
2021-02-04-13,17.78,18.18,39.81
2021-02-04-14,12.06,12.70,29.80
2021-02-04-15,10.77,10.95,24.43
2021-02-04-16,13.19,13.37,44.84
2021-02-04-17,6.48,0.00,45.00
2021-02-04-18,0.00,0.00,0.00
2021-02-04-19,0.00,0.00,0.00
2021-02-04-20,0.00,0.00,0.00
2021-02-04-21,0.00,0.00,0.00
2021-02-04-22,0.00,0.00,0.00
2021-02-04-23,0.00,0.00,0.00
2021-02-05-0,0.00,0.00,0.00
2021-02-05-1,0.00,0.00,0.00
2021-02-05-2,3.23,0.00,130.41
2021-02-05-3,19.89,12.48,130.82
2021-02-05-4,4.83,4.79,15.03
2021-02-05-5,4.44,4.51,13.95
2021-02-05-6,4.28,4.27,10.97
2021-02-05-7,4.59,4.57,11.36
2021-02-05-8,5.63,5.55,11.45
2021-02-05-9,9.64,9.65,22.99
2021-02-05-10,9.69,9.74,18.73
2021-02-05-11,8.06,8.04,24.12
2021-02-05-12,13.86,12.33,46.82
2021-02-05-13,38.71,38.97,100.02
2021-02-05-14,15.07,15.15,39.91
2021-02-05-15,9.26,9.15,21.86
2021-02-05-16,15.58,9.68,140.97
2021-02-05-17,8.10,0.00,142.56
2021-02-05-18,0.00,0.00,0.00
2021-02-05-19,0.00,0.00,0.00
2021-02-05-20,0.00,0.00,0.00
2021-02-05-21,0.00,0.00,0.00
2021-02-05-22,0.00,0.00,0.00
2021-02-05-23,0.00,0.00,0.00
2021-02-06-0,0.00,0.00,0.00
2021-02-06-1,0.00,0.00,0.00
2021-02-06-2,0.65,0.00,18.38
2021-02-06-3,15.47,12.11,36.34
2021-02-06-4,4.69,4.98,10.08
2021-02-06-5,4.20,4.57,9.20
2021-02-06-6,4.38,4.57,9.26
2021-02-06-7,4.55,4.86,27.02
2021-02-06-8,4.63,4.98,9.56
2021-02-06-9,4.60,5.15,9.59
2021-02-06-10,5.36,5.90,11.42
2021-02-06-11,7.72,8.14,15.96
2021-02-06-12,11.02,11.64,21.62
2021-02-06-13,17.05,17.33,36.67
2021-02-06-14,42.38,42.39,85.61
2021-02-06-15,34.32,31.53,86.01
2021-02-06-16,33.83,32.04,81.69
2021-02-06-17,8.80,0.00,79.39
2021-02-06-18,0.00,0.00,0.00
2021-02-06-19,0.00,0.00,0.00
2021-02-06-20,0.00,0.00,0.00
2021-02-06-21,0.00,0.00,0.00
2021-02-06-22,0.00,0.00,0.00
2021-02-06-23,0.00,0.00,0.00
2021-02-07-0,0.00,0.00,0.00
2021-02-07-1,0.00,0.00,0.00
2021-02-07-2,0.00,0.00,0.00
2021-02-07-3,17.00,18.49,38.19
2021-02-07-4,24.23,22.88,66.09
2021-02-07-5,52.10,41.00,225.49
2021-02-07-6,23.37,25.70,78.65
2021-02-07-7,56.20,59.80,153.97
2021-02-07-8,88.99,84.27,217.33
2021-02-07-9,60.88,60.30,183.78
2021-02-07-10,32.90,34.77,89.25
2021-02-07-11,75.54,76.57,237.90
2021-02-07-12,26.63,27.14,75.65
2021-02-07-13,16.96,18.06,32.50
2021-02-07-14,13.82,13.15,28.29
2021-02-07-15,12.72,11.45,31.13
2021-02-07-16,15.94,17.53,28.87
2021-02-07-17,1.20,0.00,28.81
2021-02-07-18,0.00,0.00,0.00
2021-02-07-19,0.00,0.00,0.00
2021-02-07-20,0.00,0.00,0.00
2021-02-07-21,0.00,0.00,0.00
2021-02-07-22,0.00,0.00,0.00
2021-02-07-23,0.00,0.00,0.00
2021-02-08-0,0.00,0.00,0.00
2021-02-08-1,0.00,0.00,0.00
2021-02-08-2,0.00,0.00,0.00
2021-02-08-3,15.40,15.00,68.78
2021-02-08-4,8.12,7.95,24.90
2021-02-08-5,7.15,7.12,24.54
2021-02-08-6,7.20,7.05,24.72
2021-02-08-7,7.73,7.75,25.72
2021-02-08-8,12.49,11.71,34.67
2021-02-08-9,31.59,32.39,102.77
2021-02-08-10,38.48,36.90,106.68
2021-02-08-11,24.40,25.10,49.85
2021-02-08-12,14.81,14.88,37.09
2021-02-08-13,8.18,8.34,15.78
2021-02-08-14,7.23,7.34,12.66
2021-02-08-15,6.83,6.74,16.40
2021-02-08-16,20.87,14.20,143.56
2021-02-08-17,2.96,0.00,142.32
2021-02-08-18,0.00,0.00,0.00
2021-02-08-19,0.00,0.00,0.00
2021-02-08-20,0.00,0.00,0.00
2021-02-08-21,0.00,0.00,0.00
2021-02-08-22,0.00,0.00,0.00
2021-02-08-23,0.00,0.00,0.00
2021-02-09-0,0.00,0.00,0.00
2021-02-09-1,0.00,0.00,0.00
2021-02-09-2,0.00,0.00,0.00
2021-02-09-3,19.25,16.02,128.47
2021-02-09-4,7.67,7.81,20.87
2021-02-09-5,7.00,7.23,11.86
2021-02-09-6,6.27,6.34,13.67
2021-02-09-7,9.54,7.81,35.18
2021-02-09-8,26.83,26.42,107.21
2021-02-09-9,42.36,37.78,188.68
2021-02-09-10,64.06,55.88,194.57
2021-02-09-11,18.82,17.84,45.61
2021-02-09-12,6.89,6.94,24.16
2021-02-09-13,5.58,5.58,11.96
2021-02-09-14,4.73,4.69,9.96
2021-02-09-15,4.60,4.47,21.00
2021-02-09-16,20.43,13.57,143.21
2021-02-09-17,1.63,0.00,99.44
2021-02-09-18,0.00,0.00,0.00
2021-02-09-19,0.00,0.00,0.00
2021-02-09-20,0.00,0.00,0.00
2021-02-09-21,0.00,0.00,0.00
2021-02-09-22,0.00,0.00,0.00
2021-02-09-23,0.00,0.00,0.00
2021-02-10-0,0.00,0.00,0.00
2021-02-10-1,0.00,0.00,0.00
2021-02-10-2,0.00,0.00,0.00
2021-02-10-3,15.66,12.26,125.13
2021-02-10-4,4.23,4.21,24.29
2021-02-10-5,3.37,3.68,6.59
2021-02-10-6,3.32,3.61,8.48
2021-02-10-7,3.67,3.86,7.17
2021-02-10-8,4.17,4.28,7.96
2021-02-10-9,3.87,3.98,7.47
2021-02-10-10,3.73,3.97,11.36
2021-02-10-11,8.74,6.75,27.28
2021-02-10-12,15.99,17.06,30.98
2021-02-10-13,8.63,9.20,17.41
2021-02-10-14,5.74,6.27,10.74
2021-02-10-15,4.47,4.90,8.34
2021-02-10-16,14.07,9.67,40.99
2021-02-10-17,0.28,0.00,12.51
2021-02-10-18,0.00,0.00,0.00
2021-02-10-19,0.00,0.00,0.00
2021-02-10-20,0.00,0.00,0.00
2021-02-10-21,0.00,0.00,0.00
2021-02-10-22,0.00,0.00,0.00
2021-02-10-23,0.00,0.00,0.00
2021-02-11-0,0.00,0.00,0.00
2021-02-11-1,0.00,0.00,0.00
2021-02-11-2,0.00,0.00,0.00
2021-02-11-3,11.81,10.15,29.17
2021-02-11-4,3.75,3.98,9.27
2021-02-11-5,3.30,3.68,6.56
2021-02-11-6,3.57,3.98,10.25
2021-02-11-7,4.63,4.86,8.66
2021-02-11-8,14.78,11.71,61.35
2021-02-11-9,25.83,23.42,100.19
2021-02-11-10,23.62,25.46,42.21
2021-02-11-11,22.42,23.59,46.05
2021-02-11-12,10.60,9.53,27.36
2021-02-11-13,4.94,5.46,9.72
2021-02-11-14,3.86,4.28,7.36
2021-02-11-15,3.79,4.21,7.29
2021-02-11-16,14.47,10.31,41.62
2021-02-11-17,0.07,0.00,4.17
2021-02-11-18,0.00,0.00,0.00
2021-02-11-19,0.00,0.00,0.00
2021-02-11-20,0.00,0.00,0.00
2021-02-11-21,0.00,0.00,0.00
2021-02-11-22,0.00,0.00,0.00
2021-02-11-23,0.00,0.00,0.00
2021-02-12-0,0.00,0.00,0.00
2021-02-12-1,0.00,0.00,0.00
2021-02-12-2,0.00,0.00,0.00
2021-02-12-3,16.39,10.34,126.41
2021-02-12-4,3.42,3.39,22.23
2021-02-12-5,2.74,3.09,4.99
2021-02-12-6,3.05,3.28,6.38
2021-02-12-7,3.26,3.39,8.35
2021-02-12-8,4.03,4.38,7.06
2021-02-12-9,4.26,4.86,7.23
2021-02-12-10,4.48,4.88,10.06
2021-02-12-11,5.51,5.58,21.27
2021-02-12-12,17.28,16.97,39.10
2021-02-12-13,11.23,10.70,24.18
2021-02-12-14,4.70,4.86,9.35
2021-02-12-15,3.67,3.68,20.00
2021-02-12-16,15.49,11.89,128.16
2021-02-12-17,0.00,0.00,0.00
2021-02-12-18,0.00,0.00,0.00
2021-02-12-19,0.00,0.00,0.00
2021-02-12-20,0.00,0.00,0.00
2021-02-12-21,0.00,0.00,0.00
2021-02-12-22,0.00,0.00,0.00
2021-02-12-23,0.00,0.00,0.00
2021-02-13-0,0.00,0.00,0.00
2021-02-13-1,0.00,0.00,0.00
2021-02-13-2,0.00,0.00,0.00
2021-02-13-3,15.54,13.55,130.23
2021-02-13-4,7.89,7.36,30.11
2021-02-13-5,19.74,20.42,42.82
2021-02-13-6,24.22,25.31,65.37
2021-02-13-7,31.43,31.02,67.49
2021-02-13-8,55.06,48.14,233.43
2021-02-13-9,110.91,105.37,246.98
2021-02-13-10,135.35,134.79,248.96
2021-02-13-11,93.96,93.39,193.08
2021-02-13-12,55.75,57.66,148.09
2021-02-13-13,73.70,75.40,198.18
2021-02-13-14,58.96,62.63,111.21
2021-02-13-15,36.84,36.55,91.98
2021-02-13-16,26.33,27.68,125.21
2021-02-13-17,0.00,0.00,0.00
2021-02-13-18,0.00,0.00,0.00
2021-02-13-19,0.00,0.00,0.00
2021-02-13-20,0.00,0.00,0.00
2021-02-13-21,0.00,0.00,0.00
2021-02-13-22,0.00,0.00,0.00
2021-02-13-23,0.00,0.00,0.00
2021-02-14-0,0.00,0.00,0.00
2021-02-14-1,0.00,0.00,0.00
2021-02-14-2,0.00,0.00,0.00
2021-02-14-3,9.95,8.89,80.93
2021-02-14-4,5.02,4.38,28.93
2021-02-14-5,3.90,3.98,8.56
2021-02-14-6,4.03,4.27,9.73
2021-02-14-7,5.00,5.16,10.43
2021-02-14-8,3.87,4.09,8.66
2021-02-14-9,3.05,3.27,6.46
2021-02-14-10,2.72,2.97,23.76
2021-02-14-11,3.01,3.08,21.10
2021-02-14-12,5.03,4.68,20.52
2021-02-14-13,6.69,6.86,22.96
2021-02-14-14,11.96,11.72,28.85
2021-02-14-15,8.42,8.21,27.20
2021-02-14-16,13.64,12.56,86.20
2021-02-14-17,0.00,0.00,0.00
2021-02-14-18,0.00,0.00,0.00
2021-02-14-19,0.00,0.00,0.00
2021-02-14-20,0.00,0.00,0.00
2021-02-14-21,0.00,0.00,0.00
2021-02-14-22,0.00,0.00,0.00
2021-02-14-23,0.00,0.00,0.00
2021-02-15-0,0.00,0.00,0.00
2021-02-15-1,0.00,0.00,0.00
2021-02-15-2,0.00,0.00,0.00
2021-02-15-3,13.84,10.39,127.59
2021-02-15-4,4.54,3.81,46.75
2021-02-15-5,2.89,3.09,6.67
2021-02-15-6,3.00,3.09,8.01
2021-02-15-7,3.43,3.68,7.25
2021-02-15-8,3.46,3.61,6.96
2021-02-15-9,2.83,2.97,6.88
2021-02-15-10,2.67,2.78,22.99
2021-02-15-11,2.76,2.90,21.73
2021-02-15-12,2.58,2.67,6.46
2021-02-15-13,2.51,2.50,5.28
2021-02-15-14,2.68,2.68,7.78
2021-02-15-15,3.62,3.31,26.75
2021-02-15-16,14.05,11.59,118.27
2021-02-15-17,0.00,0.00,0.00
2021-02-15-18,0.00,0.00,0.00
2021-02-15-19,0.00,0.00,0.00
2021-02-15-20,0.00,0.00,0.00
2021-02-15-21,0.00,0.00,0.00
2021-02-15-22,0.00,0.00,0.00
2021-02-15-23,0.00,0.00,0.00
2021-02-16-0,0.00,0.00,0.00
2021-02-16-1,0.00,0.00,0.00
2021-02-16-2,0.00,0.00,0.00
2021-02-16-3,11.01,6.65,36.13
2021-02-16-4,10.11,9.31,33.93
2021-02-16-5,28.64,30.92,48.38
2021-02-16-6,69.04,65.65,205.06
2021-02-16-7,71.59,64.55,200.00
2021-02-16-8,79.26,41.55,226.30
2021-02-16-9,120.33,119.23,228.19
2021-02-16-10,67.30,63.52,152.94
2021-02-16-11,40.67,42.95,81.43
2021-02-16-12,33.58,36.20,59.62
2021-02-16-13,24.16,24.89,54.65
2021-02-16-14,29.58,29.08,76.23
2021-02-16-15,31.68,29.35,82.98
2021-02-16-16,21.56,24.96,53.02
2021-02-16-17,0.00,0.00,0.00
2021-02-16-18,0.00,0.00,0.00
2021-02-16-19,0.00,0.00,0.00
2021-02-16-20,0.00,0.00,0.00
2021-02-16-21,0.00,0.00,0.00
2021-02-16-22,0.00,0.00,0.00
2021-02-16-23,0.00,0.00,0.00
2021-02-17-0,0.00,0.00,0.00
2021-02-17-1,0.00,0.00,0.00
2021-02-17-2,0.00,0.00,0.00
2021-02-17-3,6.62,3.12,24.69
2021-02-17-4,3.16,2.91,9.38
2021-02-17-5,2.39,2.38,6.57
2021-02-17-6,2.80,2.78,8.15
2021-02-17-7,2.57,2.67,8.23
2021-02-17-8,5.84,5.84,17.52
2021-02-17-9,11.44,9.49,64.73
2021-02-17-10,10.55,10.65,26.20
2021-02-17-11,19.69,18.77,70.67
2021-02-17-12,10.28,10.12,33.34
2021-02-17-13,15.99,16.16,35.71
2021-02-17-14,9.75,10.01,24.13
2021-02-17-15,6.70,6.85,15.67
2021-02-17-16,16.23,14.21,57.08
2021-02-17-17,0.00,0.00,0.00
2021-02-17-18,0.00,0.00,0.00
2021-02-17-19,0.00,0.00,0.00
2021-02-17-20,0.00,0.00,0.00
2021-02-17-21,0.00,0.00,0.00
2021-02-17-22,0.00,0.00,0.00
2021-02-17-23,0.00,0.00,0.00
2021-02-18-0,0.00,0.00,0.00
2021-02-18-1,0.00,0.00,0.00
2021-02-18-2,0.00,0.00,0.00
2021-02-18-3,10.26,0.00,39.41
2021-02-18-4,9.75,9.77,30.61
2021-02-18-5,6.23,6.06,12.87
2021-02-18-6,6.19,6.17,11.45
2021-02-18-7,9.52,9.36,27.96
2021-02-18-8,18.79,18.95,37.94
2021-02-18-9,16.01,15.16,34.42
2021-02-18-10,16.83,15.77,46.50
2021-02-18-11,8.44,8.15,20.23
2021-02-18-12,6.17,6.15,13.32
2021-02-18-13,4.54,4.49,10.13
2021-02-18-14,2.90,2.79,7.29
2021-02-18-15,2.20,2.20,5.78
2021-02-18-16,24.35,8.41,141.10
2021-02-18-17,0.00,0.00,0.00
2021-02-18-18,0.00,0.00,0.00
2021-02-18-19,0.00,0.00,0.00
2021-02-18-20,0.00,0.00,0.00
2021-02-18-21,0.00,0.00,0.00
2021-02-18-22,0.00,0.00,0.00
2021-02-18-23,0.00,0.00,0.00
2021-02-19-0,0.00,0.00,0.00
2021-02-19-1,0.00,0.00,0.00
2021-02-19-2,0.00,0.00,0.00
2021-02-19-3,8.46,0.00,62.06
2021-02-19-4,8.23,8.21,33.05
2021-02-19-5,6.36,6.71,10.98
2021-02-19-6,7.85,8.08,17.35
2021-02-19-7,16.89,17.76,44.86
2021-02-19-8,15.94,15.48,42.58
2021-02-19-9,14.60,15.39,32.07
2021-02-19-10,17.64,18.07,51.74
2021-02-19-11,36.97,38.41,85.07
2021-02-19-12,27.77,28.41,77.79
2021-02-19-13,25.95,25.60,74.86
2021-02-19-14,30.88,29.21,91.32
2021-02-19-15,34.25,33.74,126.16
2021-02-19-16,47.67,42.96,224.48
2021-02-19-17,0.00,0.00,0.00
2021-02-19-18,0.00,0.00,0.00
2021-02-19-19,0.00,0.00,0.00
2021-02-19-20,0.00,0.00,0.00
2021-02-19-21,0.00,0.00,0.00
2021-02-19-22,0.00,0.00,0.00
2021-02-19-23,0.00,0.00,0.00
2021-02-20-0,0.00,0.00,0.00
2021-02-20-1,0.00,0.00,0.00
2021-02-20-2,0.00,0.00,0.00
2021-02-20-3,2.93,0.00,36.86
2021-02-20-4,19.47,18.97,36.28
2021-02-20-5,24.76,20.54,109.36
2021-02-20-6,116.26,107.18,239.45
2021-02-20-7,70.10,66.90,169.89
2021-02-20-8,49.96,51.19,87.68
2021-02-20-9,34.13,33.91,82.64
2021-02-20-10,33.94,32.73,119.53
2021-02-20-11,67.92,63.46,249.07
2021-02-20-12,84.49,82.68,183.78
2021-02-20-13,78.33,65.44,218.29
2021-02-20-14,63.14,47.85,185.90
2021-02-20-15,90.85,84.67,239.45
2021-02-20-16,73.21,12.95,239.45
2021-02-20-17,0.00,0.00,0.00
2021-02-20-18,0.00,0.00,0.00
2021-02-20-19,0.00,0.00,0.00
2021-02-20-20,0.00,0.00,0.00
2021-02-20-21,0.00,0.00,0.00
2021-02-20-22,0.00,0.00,0.00
2021-02-20-23,0.00,0.00,0.00
2021-02-21-0,0.00,0.00,0.00
2021-02-21-1,0.00,0.00,0.00
2021-02-21-2,0.00,0.00,0.00
2021-02-21-3,5.46,0.00,110.93
2021-02-21-4,18.26,16.78,115.27
2021-02-21-5,23.18,22.86,55.33
2021-02-21-6,25.64,24.92,68.23
2021-02-21-7,31.55,29.09,86.67
2021-02-21-8,78.64,40.73,247.02
2021-02-21-9,71.71,55.62,236.46
2021-02-21-10,30.63,30.34,59.79
2021-02-21-11,50.45,47.59,179.56
2021-02-21-12,103.25,104.29,248.39
2021-02-21-13,68.62,70.21,139.64
2021-02-21-14,116.32,114.36,211.94
2021-02-21-15,91.90,93.49,204.02
2021-02-21-16,28.02,0.00,173.10
2021-02-21-17,0.00,0.00,0.00
2021-02-21-18,0.00,0.00,0.00
2021-02-21-19,0.00,0.00,0.00
2021-02-21-20,0.00,0.00,0.00
2021-02-21-21,0.00,0.00,0.00
2021-02-21-22,0.00,0.00,0.00
2021-02-21-23,0.00,0.00,0.00
2021-02-22-0,0.00,0.00,0.00
2021-02-22-1,0.00,0.00,0.00
2021-02-22-2,0.00,0.00,0.00
2021-02-22-3,6.24,0.00,133.34
2021-02-22-4,27.34,22.35,131.16
2021-02-22-5,26.10,26.70,73.14
2021-02-22-6,22.05,22.20,47.82
2021-02-22-7,50.22,48.23,148.02
2021-02-22-8,72.09,72.94,163.26
2021-02-22-9,60.06,55.22,179.30
2021-02-22-10,39.77,39.68,103.39
2021-02-22-11,56.30,56.25,244.28
2021-02-22-12,64.00,61.27,247.13
2021-02-22-13,89.93,89.18,248.16
2021-02-22-14,35.62,37.03,99.58
2021-02-22-15,18.88,16.78,129.28
2021-02-22-16,17.40,0.00,154.89
2021-02-22-17,0.00,0.00,0.00
2021-02-22-18,0.00,0.00,0.00
2021-02-22-19,0.00,0.00,0.00
2021-02-22-20,0.00,0.00,0.00
2021-02-22-21,0.00,0.00,0.00
2021-02-22-22,0.00,0.00,0.00
2021-02-22-23,0.00,0.00,0.00
2021-02-23-0,0.00,0.00,0.00
2021-02-23-1,0.00,0.00,0.00
2021-02-23-2,0.00,0.00,0.00
2021-02-23-3,1.96,0.00,63.29
2021-02-23-4,22.65,22.82,69.35
2021-02-23-8,132.98,140.52,230.05
2021-02-23-9,137.82,138.04,240.25
2021-02-23-10,87.44,92.25,148.93
2021-02-23-11,88.95,91.70,157.20
2021-02-23-12,44.87,37.78,197.78
2021-02-23-13,114.41,102.04,249.07
2021-02-23-14,61.14,59.27,229.39
2021-02-23-15,34.05,31.07,136.69
2021-02-23-16,12.87,0.00,138.45
2021-02-23-17,0.00,0.00,0.00
2021-02-23-18,0.00,0.00,0.00
2021-02-23-19,0.00,0.00,0.00
2021-02-23-20,0.00,0.00,0.00
2021-02-23-21,0.00,0.00,0.00
2021-02-23-22,0.00,0.00,0.00
2021-02-23-23,0.00,0.00,0.00
2021-02-24-0,0.00,0.00,0.00
2021-02-24-1,0.00,0.00,0.00
2021-02-24-2,0.00,0.00,0.00
2021-02-24-3,0.00,0.00,0.00
2021-02-24-14,24.25,26.71,42.35
2021-02-24-15,22.80,23.75,50.30
2021-02-24-16,9.63,0.00,50.25
2021-02-24-17,0.00,0.00,0.00
2021-02-24-18,0.00,0.00,0.00
2021-02-24-19,0.00,0.00,0.00
2021-02-24-20,0.00,0.00,0.00
2021-02-24-21,0.00,0.00,0.00
2021-02-24-22,0.00,0.00,0.00
2021-02-24-23,0.00,0.00,0.00
2021-02-25-0,0.00,0.00,0.00
2021-02-25-1,0.00,0.00,0.00
2021-02-25-2,0.00,0.00,0.00
2021-02-25-3,0.00,0.00,0.00
2021-02-25-13,21.14,22.17,34.55
2021-02-25-14,13.25,13.78,29.13
2021-02-25-15,8.80,8.13,41.62
2021-02-25-16,19.88,0.00,203.93
2021-02-25-17,0.00,0.00,0.00
2021-02-25-18,0.00,0.00,0.00
2021-02-25-19,0.00,0.00,0.00
2021-02-25-20,0.00,0.00,0.00
2021-02-25-21,0.00,0.00,0.00
2021-02-25-22,0.00,0.00,0.00
2021-02-25-23,0.00,0.00,0.00
2021-02-26-0,0.00,0.00,0.00
2021-02-26-1,0.00,0.00,0.00
2021-02-26-2,0.00,0.00,0.00
2021-02-26-3,0.43,0.00,22.23
2021-02-26-15,27.69,30.80,45.30
2021-02-26-16,2.56,0.00,38.23
2021-02-26-17,0.00,0.00,0.00
2021-02-26-18,0.00,0.00,0.00
2021-02-26-19,0.00,0.00,0.00
2021-02-26-20,0.00,0.00,0.00
2021-02-26-21,0.00,0.00,0.00
2021-02-26-22,0.00,0.00,0.00
2021-02-26-23,0.00,0.00,0.00
2021-02-27-0,0.00,0.00,0.00
2021-02-27-1,0.00,0.00,0.00
2021-02-27-2,0.00,0.00,0.00
2021-02-27-3,0.00,0.00,0.00
2021-02-27-16,7.91,0.00,224.48
2021-02-27-17,0.00,0.00,0.00
2021-02-27-18,0.00,0.00,0.00
2021-02-27-19,0.00,0.00,0.00
2021-02-27-20,0.00,0.00,0.00
2021-02-27-21,0.00,0.00,0.00
2021-02-27-22,0.00,0.00,0.00
2021-02-27-23,0.00,0.00,0.00
2021-02-28-0,0.00,0.00,0.00
2021-02-28-1,0.00,0.00,0.00
2021-02-28-2,0.00,0.00,0.00
2021-02-28-3,0.00,0.00,0.00
2021-02-28-4,17.58,18.67,36.63
2021-02-28-5,16.47,17.93,27.23
2021-02-28-14,18.91,21.31,29.15
2021-02-28-15,22.38,23.96,49.78
2021-02-28-16,1.11,0.00,28.95
2021-02-28-17,0.00,0.00,0.00
2021-02-28-18,0.00,0.00,0.00
2021-02-28-19,0.00,0.00,0.00
2021-02-28-20,0.00,0.00,0.00
2021-02-28-21,0.00,0.00,0.00
2021-02-28-22,0.00,0.00,0.00
2021-02-28-23,0.00,0.00,0.00
2021-03-01-0,0.00,0.00,0.00
2021-03-01-1,0.00,0.00,0.00
2021-03-01-2,0.00,0.00,0.00
2021-03-01-3,0.00,0.00,0.00
2021-03-01-4,16.10,12.99,48.30
2021-03-01-6,71.59,72.46,205.94
2021-03-01-7,34.51,35.86,87.72
2021-03-01-8,24.05,25.04,37.55
2021-03-01-9,120.91,114.06,249.07
2021-03-01-10,185.26,201.24,249.07
2021-03-01-14,20.87,22.79,37.35
2021-03-01-15,23.21,22.99,63.70
2021-03-01-16,0.00,0.00,0.00
2021-03-01-17,0.00,0.00,0.00
2021-03-01-18,0.00,0.00,0.00
2021-03-01-19,0.00,0.00,0.00
2021-03-01-20,0.00,0.00,0.00
2021-03-01-21,0.00,0.00,0.00
2021-03-01-22,0.00,0.00,0.00
2021-03-01-23,0.00,0.00,0.00
2021-03-02-0,0.00,0.00,0.00
2021-03-02-1,0.00,0.00,0.00
2021-03-02-2,0.00,0.00,0.00
2021-03-02-3,0.00,0.00,0.00
2021-03-02-4,13.20,10.22,45.44
2021-03-02-5,5.18,5.57,11.94
2021-03-02-6,12.88,10.21,50.21
2021-03-02-7,39.22,41.80,74.74
2021-03-02-8,37.25,32.80,183.80
2021-03-02-9,40.18,30.69,239.15
2021-03-02-10,46.26,36.53,165.85
2021-03-02-11,25.30,25.54,75.93
2021-03-02-12,26.69,23.56,83.69
2021-03-02-13,30.50,33.88,67.39
2021-03-02-14,36.94,35.69,133.33
2021-03-02-15,64.25,71.96,162.13
2021-03-02-16,0.00,0.00,0.00
2021-03-02-17,0.00,0.00,0.00
2021-03-02-18,0.00,0.00,0.00
2021-03-02-19,0.00,0.00,0.00
2021-03-02-20,0.00,0.00,0.00
2021-03-02-21,0.00,0.00,0.00
2021-03-02-22,0.00,0.00,0.00
2021-03-02-23,0.00,0.00,0.00
2021-03-03-0,0.00,0.00,0.00
2021-03-03-1,0.00,0.00,0.00
2021-03-03-2,0.00,0.00,0.00
2021-03-03-3,0.00,0.00,0.00
2021-03-03-4,54.03,50.90,210.03
2021-03-03-5,41.37,41.82,120.25
2021-03-03-6,47.38,43.43,130.98
2021-03-03-7,64.53,61.48,215.53
2021-03-03-8,36.05,38.21,69.33
2021-03-03-9,50.71,46.55,163.46
2021-03-03-10,30.91,32.23,73.45
2021-03-03-11,42.05,43.01,103.06
