segment,mean,median,max,sunlight_contamination
2024-02-11-0,0.00,0.00,0.00,0
2024-02-11-3,27.49,19.36,224.48,0
2024-02-11-6,65.62,58.74,239.45,0
2024-02-11-9,70.29,66.02,237.40,0
2024-02-11-12,24.80,21.61,94.92,0
2024-02-11-15,20.45,14.53,222.42,0
2024-02-11-18,0.00,0.00,0.00,0
2024-02-11-21,0.00,0.00,0.00,0
2024-02-12-0,0.00,0.00,0.00,0
2024-02-12-3,25.13,16.95,224.48,0
2024-02-12-6,15.21,12.79,184.71,0
2024-02-12-9,12.88,11.84,38.67,0
2024-02-12-12,12.71,11.75,38.21,0
2024-02-12-15,20.26,12.82,223.89,0
2024-02-12-18,0.00,0.00,0.00,0
2024-02-12-21,0.00,0.00,0.00,0
2024-02-13-0,0.00,0.00,0.00,0
2024-02-13-3,23.68,15.82,196.28,0
2024-02-13-6,13.36,13.01,217.27,0
2024-02-13-9,26.00,24.52,212.09,0
2024-02-13-12,66.28,66.46,202.70,0
2024-02-13-15,77.24,103.94,184.33,0
2024-02-13-18,0.00,0.00,0.00,0
2024-02-13-21,0.00,0.00,0.00,0
2024-02-17-0,0.00,0.00,0.00,0
2024-02-17-3,28.83,23.95,223.89,0
2024-02-17-6,16.53,15.18,65.65,0
2024-02-17-9,26.71,17.18,204.99,0
2024-02-17-12,31.79,21.18,172.13,0
2024-02-17-15,21.89,13.51,165.63,0
2024-02-17-18,0.00,0.00,0.00,0
2024-02-17-21,0.00,0.00,0.00,0
2024-02-18-0,0.00,0.00,0.00,0
2024-02-18-3,35.08,37.70,146.14,0
2024-02-18-6,32.05,30.87,223.30,0
2024-02-18-9,35.65,30.71,199.82,0
2024-02-18-12,29.87,27.91,81.92,0
2024-02-18-15,22.96,16.36,163.89,0
2024-02-18-18,0.00,0.00,0.00,0
2024-02-18-21,0.00,0.00,0.00,0
2024-02-19-0,0.00,0.00,0.00,0
2024-02-19-3,33.05,37.27,116.99,0
2024-02-19-6,37.96,39.37,224.48,0
2024-02-19-9,30.82,32.47,72.99,0
2024-02-19-12,29.27,29.13,75.77,0
2024-02-19-15,23.51,19.21,170.00,0
2024-02-19-18,0.00,0.00,0.00,0
2024-02-19-21,0.00,0.00,0.00,0
2024-02-22-0,0.00,0.00,0.00,0
2024-02-22-3,10.39,0.00,104.28,0
2024-02-22-6,51.77,55.02,159.37,0
2024-02-22-9,73.57,77.90,234.67,0
2024-02-22-12,46.91,43.74,206.46,0
2024-02-22-15,21.54,11.63,205.31,0
2024-02-22-18,0.00,0.00,0.00,0
2024-02-22-21,0.00,0.00,0.00,0
2024-02-23-0,0.00,0.00,0.00,0
2024-02-23-3,35.75,40.06,161.59,0
2024-02-23-6,63.96,67.57,159.71,0
2024-02-23-9,82.45,88.11,160.20,0
2024-02-23-12,47.35,39.06,161.00,0
2024-02-23-15,22.47,5.36,177.79,0
2024-02-23-18,0.00,0.00,0.00,0
2024-02-23-21,0.00,0.00,0.00,0
2024-02-24-0,0.00,0.00,0.00,0
2024-02-24-3,43.88,45.94,229.29,0
2024-02-24-6,47.02,44.38,160.88,0
2024-02-24-9,85.93,85.04,232.31,0
2024-02-24-12,88.64,85.49,232.77,0
2024-02-24-15,24.74,0.00,165.19,0
2024-02-24-18,0.00,0.00,0.00,0
2024-02-24-21,0.00,0.00,0.00,0
2024-02-25-0,0.00,0.00,0.00,0
2024-02-25-3,36.59,34.83,180.19,0
2024-02-25-6,85.97,82.40,239.45,0
2024-02-25-9,110.24,106.09,239.45,0
2024-02-25-12,85.02,87.07,150.43,0
2024-02-25-15,24.37,0.00,162.81,0
2024-02-25-18,0.00,0.00,0.00,0
2024-02-25-21,0.00,0.00,0.00,0
2024-02-26-0,0.00,0.00,0.00,0
2024-02-26-3,21.94,17.30,162.76,0
2024-02-26-6,38.84,33.28,217.01,0
2024-02-26-9,54.96,46.35,239.45,0
2024-02-26-12,70.80,53.99,239.45,0
2024-02-26-15,24.53,0.00,236.76,0
2024-02-26-18,0.00,0.00,0.00,0
2024-02-26-21,0.00,0.00,0.00,0
2024-02-28-0,0.00,0.00,0.00,0
2024-02-28-3,19.36,13.60,172.10,0
2024-02-28-6,13.57,12.19,153.80,0
2024-02-28-9,59.08,47.47,239.45,0
2024-02-28-12,35.64,23.34,248.84,0
2024-02-28-15,16.97,0.00,172.68,0
2024-02-28-18,0.00,0.00,0.00,0
2024-02-28-21,0.00,0.00,0.00,0
2024-02-29-0,0.00,0.00,0.00,0
2024-02-29-3,17.65,12.27,163.52,0
2024-02-29-6,18.85,12.73,209.89,0
2024-02-29-9,19.53,14.06,190.83,0
2024-02-29-12,28.47,22.46,117.84,0
2024-02-29-15,20.83,0.00,224.48,0
2024-02-29-18,0.00,0.00,0.00,0
2024-02-29-21,0.00,0.00,0.00,0
2024-03-01-0,0.00,0.00,0.00,0
2024-03-01-3,22.94,16.85,191.68,0
2024-03-01-6,37.74,31.63,228.69,0
2024-03-01-9,60.17,52.44,217.62,0
2024-03-01-12,30.67,24.08,164.26,0
2024-03-01-15,20.27,0.00,216.84,0
2024-03-01-18,0.00,0.00,0.00,0
2024-03-01-21,0.00,0.00,0.00,0
2024-03-02-0,0.00,0.00,0.00,0
2024-03-02-3,20.98,15.65,164.27,0
2024-03-02-6,17.64,14.37,110.44,0
2024-03-02-9,21.15,16.93,205.37,0
2024-03-02-12,24.92,20.10,109.30,0
2024-03-02-15,16.69,0.00,223.30,0
2024-03-02-18,0.00,0.00,0.00,0
2024-03-02-21,0.00,0.00,0.00,0
2024-03-03-0,0.00,0.00,0.00,0
2024-03-03-3,18.20,12.91,167.99,0
2024-03-03-6,12.66,11.86,37.74,0
2024-03-03-9,24.17,15.61,211.89,0
2024-03-03-12,95.44,94.41,245.91,0
2024-03-03-15,37.68,0.00,238.85,0
2024-03-03-18,0.00,0.00,0.00,0
2024-03-03-21,0.00,0.00,0.00,0
2024-03-04-0,0.00,0.00,0.00,0
2024-03-04-3,19.35,18.02,141.18,0
2024-03-04-6,26.50,25.03,189.22,0
2024-03-04-9,41.67,38.22,205.66,0
2024-03-04-12,15.97,16.27,33.82,0
2024-03-04-15,13.90,0.00,161.85,0
2024-03-04-18,0.00,0.00,0.00,0
2024-03-04-21,0.00,0.00,0.00,0
2024-03-05-0,0.00,0.00,0.00,0
2024-03-05-3,15.95,12.35,160.68,0
2024-03-05-6,29.70,25.24,144.55,0
2024-03-05-9,32.79,31.71,163.93,0
2024-03-05-12,26.97,25.46,55.42,0
2024-03-05-15,15.51,0.00,164.62,0
2024-03-05-18,0.00,0.00,0.00,0
2024-03-05-21,0.00,0.00,0.00,0
2024-03-06-0,0.00,0.00,0.00,0
2024-03-06-3,17.02,13.75,161.41,0
2024-03-06-6,15.00,13.37,84.05,0
2024-03-06-9,37.17,29.73,203.27,0
2024-03-06-12,56.62,49.54,217.33,0
2024-03-06-15,15.01,0.00,215.67,0
2024-03-06-18,0.00,0.00,0.00,0
2024-03-06-21,0.00,0.00,0.00,0
2024-03-07-0,0.00,0.00,0.00,0
2024-03-07-3,16.91,12.34,161.41,0
2024-03-07-6,25.49,13.54,215.23,0
2024-03-07-9,35.75,32.91,107.26,0
2024-03-07-12,37.28,35.52,86.04,0
2024-03-07-15,20.24,0.00,164.77,0
2024-03-07-18,0.00,0.00,0.00,0
2024-03-07-21,0.00,0.00,0.00,0
2024-03-08-0,0.00,0.00,0.00,0
2024-03-08-3,20.69,15.43,160.80,0
2024-03-08-6,28.37,25.84,159.01,0
2024-03-08-9,34.20,28.73,201.48,0
2024-03-08-12,23.77,19.13,117.21,0
2024-03-08-15,17.03,0.00,217.43,0
2024-03-08-18,0.00,0.00,0.00,0
2024-03-08-21,0.00,0.00,0.00,0
2024-03-09-0,0.00,0.00,0.00,0
2024-03-09-3,16.11,9.75,160.87,0
2024-03-09-6,20.36,18.13,63.95,0
2024-03-09-9,52.86,48.42,199.09,0
2024-03-09-12,14.89,14.13,47.68,0
2024-03-09-15,11.90,0.00,164.29,0
2024-03-09-18,0.00,0.00,0.00,0
2024-03-09-21,0.00,0.00,0.00,0
2024-03-10-0,0.00,0.00,0.00,0
2024-03-10-3,15.12,0.00,160.84,0
2024-03-10-6,16.11,16.01,36.56,0
2024-03-10-9,42.02,36.14,123.36,0
2024-03-10-12,18.64,18.62,57.22,0
2024-03-10-15,10.68,0.00,163.08,0
2024-03-10-18,0.00,0.00,0.00,0
2024-03-10-21,0.00,0.00,0.00,0
2024-03-11-0,0.00,0.00,0.00,0
2024-03-11-3,15.67,0.00,163.03,0
2024-03-11-6,13.83,13.46,31.47,0
2024-03-11-9,18.43,16.03,88.61,0
2024-03-11-12,19.27,19.13,85.80,0
2024-03-11-15,9.47,0.00,163.31,0
2024-03-11-18,0.00,0.00,0.00,0
2024-03-11-21,0.00,0.00,0.00,0
2024-03-12-0,0.00,0.00,0.00,0
2024-03-12-3,15.88,0.00,165.07,0
2024-03-12-6,12.20,11.24,101.09,0
2024-03-12-9,35.39,20.67,204.41,0
2024-03-12-12,53.13,47.23,203.93,0
2024-03-12-15,12.40,0.00,224.48,0
2024-03-12-18,0.00,0.00,0.00,0
2024-03-12-21,0.00,0.00,0.00,0
2024-03-14-0,0.00,0.00,0.00,0
2024-03-14-3,14.16,0.00,160.34,0
2024-03-14-6,11.71,11.29,32.89,0
2024-03-14-9,25.85,20.33,203.09,0
2024-03-14-12,17.23,13.37,162.46,0
2024-03-14-15,5.77,0.00,154.62,0
2024-03-14-18,0.00,0.00,0.00,0
2024-03-14-21,0.00,0.00,0.00,0
2024-03-15-0,0.00,0.00,0.00,0
2024-03-15-3,16.47,0.00,162.24,0
2024-03-15-6,29.24,26.31,184.70,0
2024-03-15-9,43.74,42.38,196.40,0
2024-03-15-12,22.66,16.75,216.84,0
2024-03-15-15,4.26,0.00,198.59,0
2024-03-15-18,0.00,0.00,0.00,0
2024-03-15-21,0.00,0.00,0.00,0
2024-03-16-0,0.00,0.00,0.00,0
2024-03-16-3,16.03,0.00,165.67,0
2024-03-16-6,14.04,12.98,41.57,0
2024-03-16-9,13.62,11.90,116.29,0
2024-03-16-12,18.43,12.03,163.97,0
2024-03-16-15,3.26,0.00,157.12,0
2024-03-16-18,0.00,0.00,0.00,0
2024-03-16-21,0.00,0.00,0.00,0
2024-03-17-0,0.00,0.00,0.00,0
2024-03-17-3,15.75,0.00,160.91,0
2024-03-17-6,16.90,16.57,58.81,0
2024-03-17-9,13.56,14.25,36.74,0
2024-03-17-12,19.10,12.07,163.60,0
2024-03-17-15,2.56,0.00,147.79,0
2024-03-17-18,0.00,0.00,0.00,0
2024-03-17-21,0.00,0.00,0.00,0
2024-03-18-0,0.00,0.00,0.00,0
2024-03-18-3,17.65,0.00,162.69,0
2024-03-18-6,28.25,28.27,221.54,0
2024-03-18-9,19.82,19.44,64.44,0
2024-03-18-12,21.78,14.34,163.60,0
2024-03-18-15,1.30,0.00,148.17,0
2024-03-18-18,0.00,0.00,0.00,0
2024-03-18-21,0.00,0.00,0.00,0
2024-03-19-0,0.00,0.00,0.00,0
2024-03-19-3,22.91,0.00,161.95,0
2024-03-19-6,88.44,75.21,249.07,0
2024-03-19-9,65.80,57.53,192.59,0
2024-03-19-12,95.11,93.76,208.97,0
2024-03-19-15,0.00,0.00,0.00,0
2024-03-19-18,0.00,0.00,0.00,0
2024-03-19-21,0.00,0.00,0.00,0
2024-03-20-0,0.00,0.00,0.00,0
2024-03-20-3,21.29,0.00,238.56,0
2024-03-20-6,54.99,45.63,239.45,0
2024-03-20-9,50.23,43.39,228.57,0
2024-03-20-12,33.77,27.24,224.48,0
2024-03-20-15,0.00,0.00,0.00,0
2024-03-20-18,0.00,0.00,0.00,0
2024-03-20-21,0.00,0.00,0.00,0
2024-03-21-0,0.00,0.00,0.00,0
2024-03-21-3,21.33,0.00,237.36,0
2024-03-21-6,66.49,55.11,246.14,0
2024-03-21-9,64.57,59.13,211.11,0
2024-03-21-12,37.16,30.92,178.50,0
2024-03-21-15,0.00,0.00,0.00,0
2024-03-21-18,0.00,0.00,0.00,0
2024-03-21-21,0.00,0.00,0.00,0
2024-03-22-0,0.00,0.00,0.00,0
2024-03-22-3,21.25,0.00,238.26,0
2024-03-22-6,54.04,50.09,200.92,0
2024-03-22-9,55.76,53.07,159.67,0
2024-03-22-12,42.33,40.32,210.39,0
2024-03-22-15,0.00,0.00,0.00,0
2024-03-22-18,0.00,0.00,0.00,0
2024-03-22-21,0.00,0.00,0.00,0
2024-03-23-0,0.00,0.00,0.00,0
2024-03-23-3,27.60,0.00,239.45,0
2024-03-23-6,115.47,107.71,239.45,0
2024-03-23-9,99.62,78.83,239.34,0
2024-03-23-12,62.36,65.19,234.07,0
2024-03-23-15,0.00,0.00,0.00,0
2024-03-23-18,0.00,0.00,0.00,0
2024-03-23-21,0.00,0.00,0.00,0
2024-03-24-0,0.00,0.00,0.00,0
2024-03-24-3,22.49,0.00,239.15,0
2024-03-24-6,86.42,67.59,239.45,0
2024-03-24-9,139.12,142.16,239.45,0
2024-03-24-12,67.40,73.12,223.89,0
2024-03-24-15,0.00,0.00,0.00,0
2024-03-24-18,0.00,0.00,0.00,0
2024-03-24-21,0.00,0.00,0.00,0
2024-03-25-0,0.00,0.00,0.00,0
2024-03-25-3,2.85,0.00,97.00,0
2024-03-25-6,48.16,45.87,239.45,0
2024-03-25-9,82.68,73.42,239.45,0
2024-03-25-12,68.93,56.67,238.85,0
2024-03-25-15,0.00,0.00,0.00,0
2024-03-25-18,0.00,0.00,0.00,0
2024-03-25-21,0.00,0.00,0.00,0
2024-03-26-0,0.00,0.00,0.00,0
2024-03-26-3,11.89,0.00,163.29,0
2024-03-26-6,21.43,18.51,177.43,0
2024-03-26-9,40.65,34.61,224.50,0
2024-03-26-12,63.86,57.86,249.07,0
2024-03-26-15,0.00,0.00,0.00,0
2024-03-26-18,0.00,0.00,0.00,0
2024-03-26-21,0.00,0.00,0.00,0
2024-08-15-0,0.00,0.00,0.00,0
2024-08-15-3,0.00,0.00,0.00,0
2024-08-15-6,25.15,0.00,168.46,0
2024-08-15-9,31.94,26.08,223.30,0
2024-08-15-12,0.00,0.00,0.00,0
2024-08-15-15,0.00,0.00,0.00,0
2024-08-15-18,0.00,0.00,0.00,0
2024-08-15-21,0.00,0.00,0.00,0
2024-08-20-0,0.00,0.00,0.00,0
2024-08-20-3,0.00,0.00,0.00,0
2024-08-20-6,22.30,0.00,162.71,0
2024-08-20-9,0.00,0.00,0.00,0
2024-08-20-12,0.00,0.00,0.00,0
2024-08-20-15,0.00,0.00,0.00,0
2024-08-20-18,0.00,0.00,0.00,0
