segment,mean,median,max,sunlight_contamination
2021-01-13-6,5.45,5.46,18.45,0
2021-01-13-9,41.29,43.99,133.09,0
2021-01-13-12,46.53,38.14,194.69,0
2021-01-13-15,14.42,9.12,223.30,0
2021-01-13-18,2.31,0.00,219.84,0
2021-01-13-21,0.00,0.00,0.00,0
2021-01-14-0,8.14,0.00,129.94,0
2021-01-14-3,6.02,6.34,22.52,0
2021-01-14-6,4.76,4.86,15.90,0
2021-01-14-9,4.63,4.68,10.24,0
2021-01-14-12,3.84,3.79,20.80,0
2021-01-14-15,11.37,5.75,222.71,0
2021-01-14-18,1.93,0.00,223.77,0
2021-01-14-21,0.00,0.00,0.00,0
2021-01-15-0,8.47,0.00,131.41,0
2021-01-15-3,4.34,4.58,18.67,0
2021-01-15-6,4.15,4.39,10.40,0
2021-01-15-9,4.17,4.58,9.09,0
2021-01-15-12,2.63,2.61,7.90,0
2021-01-15-15,8.18,3.79,42.57,0
2021-01-15-18,0.28,0.00,22.22,0
2021-01-15-21,0.00,0.00,0.00,0
2021-01-16-0,6.37,0.00,86.74,0
2021-01-16-3,3.84,3.99,19.75,0
2021-01-16-6,3.78,3.98,9.14,0
2021-01-16-9,3.41,3.50,8.36,0
2021-01-16-12,3.81,3.98,23.53,0
2021-01-16-15,8.95,4.45,136.75,0
2021-01-16-18,0.03,0.00,11.55,0
2021-01-16-21,0.00,0.00,0.00,0
2021-01-17-0,7.50,0.00,128.47,0
2021-01-17-3,4.33,4.39,17.17,0
2021-01-17-6,3.60,3.68,11.95,0
2021-01-17-9,4.04,4.09,9.67,0
2021-01-17-12,3.94,4.09,23.27,0
2021-01-17-15,8.41,4.69,44.47,0
2021-01-17-18,0.00,0.00,0.00,0
2021-01-17-21,0.00,0.00,0.00,0
2021-01-18-0,7.47,0.00,103.79,0
2021-01-18-3,3.84,3.92,21.66,0
2021-01-18-6,4.28,4.28,13.06,0
2021-01-18-9,4.29,4.38,9.56,0
2021-01-18-12,5.07,5.45,20.80,0
2021-01-18-15,11.41,5.40,137.58,0
2021-01-18-18,2.21,0.00,224.48,0
2021-01-18-21,0.00,0.00,0.00,0
2021-01-19-0,7.44,0.00,87.66,0
2021-01-19-3,5.64,5.76,20.24,0
2021-01-19-6,4.78,4.98,10.79,0
2021-01-19-9,11.86,9.12,47.20,0
2021-01-19-12,22.08,14.95,105.28,0
2021-01-19-15,7.93,4.41,45.04,0
2021-01-19-18,0.00,0.00,0.00,0
2021-01-19-21,0.00,0.00,0.00,0
2021-01-20-0,4.59,0.00,38.12,0
2021-01-20-3,7.89,8.15,15.91,0
2021-01-20-6,20.53,11.99,98.38,0
2021-01-20-9,64.29,56.45,226.85,0
2021-01-20-12,37.74,35.49,122.17,0
2021-01-20-15,19.93,16.91,148.14,0
2021-01-20-18,0.00,0.00,0.00,0
2021-01-20-21,0.00,0.00,0.00,0
2021-01-21-0,3.42,0.00,33.21,0
2021-01-21-3,8.20,6.17,26.10,0
2021-01-21-6,4.74,4.80,23.38,0
2021-01-21-9,4.27,4.09,20.60,0
2021-01-21-12,2.68,2.61,24.10,0
2021-01-21-15,9.43,3.32,125.29,0
2021-01-21-18,0.00,0.00,0.00,0
2021-01-21-21,0.00,0.00,0.00,0
2021-01-22-0,5.59,0.00,124.24,0
2021-01-22-3,6.95,6.94,28.35,0
2021-01-22-6,7.97,7.50,24.65,0
2021-01-22-9,9.15,9.44,22.27,0
2021-01-22-12,4.06,4.28,18.92,0
2021-01-22-15,8.92,5.32,50.00,0
2021-01-22-18,0.00,0.00,0.00,0
2021-01-22-21,0.00,0.00,0.00,0
2021-01-23-0,4.61,0.00,122.28,0
2021-01-23-3,12.12,11.32,29.41,0
2021-01-23-6,10.55,9.30,31.99,0
2021-01-23-9,21.87,21.72,49.59,0
2021-01-23-12,8.84,7.17,248.96,0
2021-01-23-15,9.03,4.69,145.14,0
2021-01-23-18,0.00,0.00,0.00,0
2021-01-23-21,0.00,0.00,0.00,0
2021-01-24-0,3.32,0.00,88.03,0
2021-01-24-3,15.26,14.70,32.24,0
2021-01-24-6,13.37,13.70,30.24,0
2021-01-24-9,11.12,11.00,34.09,0
2021-01-24-12,20.29,17.15,248.39,0
2021-01-24-15,15.87,12.71,145.14,0
2021-01-24-18,0.00,0.00,0.00,0
2021-01-24-21,0.00,0.00,0.00,0
2021-01-25-0,0.97,0.00,220.61,0
2021-01-25-3,19.11,22.34,220.95,1
2021-01-25-6,127.01,132.14,249.07,0
2021-01-25-9,87.06,59.81,248.84,0
2021-01-25-12,75.09,68.70,249.07,0
2021-01-25-15,48.87,43.94,182.26,0
2021-01-25-18,0.00,0.00,0.00,0
2021-01-25-21,0.00,0.00,0.00,0
2021-01-26-0,2.58,0.00,40.96,0
2021-01-26-3,30.37,28.37,249.07,0
2021-01-26-6,22.13,23.06,39.85,0
2021-01-26-9,35.10,31.87,200.64,0
2021-01-26-12,37.80,36.52,239.35,0
2021-01-26-15,26.65,25.87,248.27,0
2021-01-26-18,0.00,0.00,0.00,0
2021-01-26-21,0.00,0.00,0.00,0
2021-01-27-0,2.99,0.00,89.29,0
2021-01-27-3,24.65,22.78,248.96,0
2021-01-27-6,23.46,23.65,38.92,0
2021-01-27-9,75.80,74.94,213.78,0
2021-01-27-12,64.25,66.93,213.20,0
2021-01-27-15,40.46,39.77,248.73,0
2021-01-27-18,0.00,0.00,0.00,0
2021-01-27-21,0.00,0.00,0.00,0
2021-01-28-0,2.61,0.00,73.08,0
2021-01-28-3,24.27,23.00,249.07,0
2021-01-28-6,29.61,26.52,249.07,1
2021-01-28-9,26.12,27.60,36.16,0
2021-01-28-12,24.97,25.33,38.72,0
2021-01-28-15,19.55,22.58,228.78,0
2021-01-28-18,0.00,0.00,0.00,0
2021-01-28-21,0.00,0.00,0.00,0
2021-01-29-0,9.70,0.00,224.48,0
2021-01-29-3,18.48,22.25,246.68,1
2021-01-29-6,37.71,28.59,249.07,1
2021-01-29-9,15.57,15.09,29.32,1
2021-01-29-12,22.00,23.91,32.81,1
2021-01-29-15,15.45,18.54,34.21,0
2021-01-29-18,0.00,0.00,0.00,0
2021-01-29-21,0.00,0.00,0.00,0
2021-01-30-0,1.77,0.00,209.60,0
2021-01-30-3,16.19,15.19,237.02,0
2021-01-30-6,27.19,25.54,248.84,0
2021-01-30-9,38.53,31.05,242.80,0
2021-01-30-12,52.85,45.72,220.82,0
2021-01-30-15,22.80,22.95,139.50,0
2021-01-30-18,0.00,0.00,0.00,0
2021-01-30-21,0.00,0.00,0.00,0
2021-01-31-0,2.60,0.00,38.18,0
2021-01-31-3,7.63,6.76,38.94,0
2021-01-31-6,15.67,16.08,28.06,0
2021-01-31-9,16.60,20.60,28.86,1
2021-01-31-12,15.54,16.22,65.31,1
2021-01-31-15,14.16,16.69,46.38,0
2021-01-31-18,0.00,0.00,0.00,0
2021-01-31-21,0.00,0.00,0.00,0
2021-02-03-0,1.30,0.00,126.30,0
2021-02-03-3,8.59,5.46,126.30,0
2021-02-03-6,11.33,8.64,46.51,0
2021-02-03-9,7.72,7.45,27.08,0
2021-02-03-12,5.98,5.68,22.73,0
2021-02-03-15,23.09,7.82,165.41,0
2021-02-03-18,0.00,0.00,0.00,0
2021-02-03-21,0.00,0.00,0.00,0
2021-02-04-0,0.93,0.00,40.74,0
2021-02-04-3,11.06,9.04,41.03,0
2021-02-04-6,8.48,6.83,31.51,0
2021-02-04-9,12.64,12.88,38.40,0
2021-02-04-12,19.74,17.99,54.52,0
2021-02-04-15,10.03,8.66,45.00,0
2021-02-04-18,0.00,0.00,0.00,0
2021-02-04-21,0.00,0.00,0.00,0
2021-02-05-0,1.07,0.00,130.41,0
2021-02-05-3,9.63,5.21,130.82,0
2021-02-05-6,4.83,4.68,11.45,0
2021-02-05-9,9.13,9.21,24.12,0
2021-02-05-12,22.55,16.42,100.02,0
2021-02-05-15,10.96,7.57,142.56,0
2021-02-05-18,0.00,0.00,0.00,0
2021-02-05-21,0.00,0.00,0.00,0
2021-02-06-0,0.22,0.00,18.38,0
2021-02-06-3,8.12,5.16,36.34,0
2021-02-06-6,4.52,4.80,27.02,0
2021-02-06-9,5.89,6.05,15.96,0
2021-02-06-12,23.48,16.83,85.61,0
2021-02-06-15,25.09,28.52,86.01,0
2021-02-06-18,0.00,0.00,0.00,0
2021-02-06-21,0.00,0.00,0.00,0
2021-02-07-0,0.00,0.00,0.00,0
2021-02-07-3,30.65,23.70,225.49,0
2021-02-07-6,59.35,59.62,217.33,0
2021-02-07-9,56.40,53.47,237.90,0
2021-02-07-12,18.78,18.79,75.65,0
2021-02-07-15,8.75,8.47,31.13,0
2021-02-07-18,0.00,0.00,0.00,0
2021-02-07-21,0.00,0.00,0.00,0
2021-02-08-0,0.00,0.00,0.00,0
2021-02-08-3,10.17,8.01,68.78,0
2021-02-08-6,9.14,8.05,34.67,0
2021-02-08-9,31.38,30.46,106.68,0
2021-02-08-12,10.07,8.94,37.09,0
2021-02-08-15,10.16,6.63,143.56,0
2021-02-08-18,0.00,0.00,0.00,0
2021-02-08-21,0.00,0.00,0.00,0
2021-02-09-0,0.00,0.00,0.00,0
2021-02-09-3,11.18,8.06,128.47,0
2021-02-09-6,13.95,8.25,107.21,0
2021-02-09-9,41.71,34.84,194.57,0
2021-02-09-12,5.73,5.75,24.16,0
2021-02-09-15,8.75,4.39,143.21,0
2021-02-09-18,0.00,0.00,0.00,0
2021-02-09-21,0.00,0.00,0.00,0
2021-02-10-0,0.00,0.00,0.00,0
2021-02-10-3,7.62,4.09,125.13,0
2021-02-10-6,3.72,3.98,8.48,0
2021-02-10-9,5.45,4.27,27.28,0
2021-02-10-12,10.12,8.73,30.98,0
2021-02-10-15,6.28,4.08,40.99,0
2021-02-10-18,0.00,0.00,0.00,0
2021-02-10-21,0.00,0.00,0.00,0
2021-02-11-0,0.00,0.00,0.00,0
2021-02-11-3,6.29,3.98,29.17,0
2021-02-11-6,7.66,4.80,61.35,0
2021-02-11-9,23.96,24.09,100.19,0
2021-02-11-12,6.47,5.57,27.36,0
2021-02-11-15,6.11,3.38,41.62,0
2021-02-11-18,0.00,0.00,0.00,0
2021-02-11-21,0.00,0.00,0.00,0
2021-02-12-0,0.00,0.00,0.00,0
2021-02-12-3,7.50,3.39,126.41,0
2021-02-12-6,3.44,3.68,8.35,0
2021-02-12-9,4.75,4.99,21.27,0
2021-02-12-12,11.07,9.05,39.10,0
2021-02-12-15,6.22,3.42,128.16,0
2021-02-12-18,0.00,0.00,0.00,0
2021-02-12-21,0.00,0.00,0.00,0
2021-02-13-0,0.00,0.00,0.00,0
2021-02-13-3,14.38,11.91,130.23,0
2021-02-13-6,36.75,31.98,233.43,0
2021-02-13-9,113.19,106.89,248.96,0
2021-02-13-12,62.80,64.47,198.18,0
2021-02-13-15,20.91,23.61,125.21,0
2021-02-13-18,0.00,0.00,0.00,0
2021-02-13-21,0.00,0.00,0.00,0
2021-02-14-0,0.00,0.00,0.00,0
2021-02-14-3,6.23,4.27,80.93,0
2021-02-14-6,4.30,4.39,10.43,0
2021-02-14-9,2.92,3.08,23.76,0
2021-02-14-12,7.89,7.15,28.85,0
2021-02-14-15,7.18,6.20,86.20,0
2021-02-14-18,0.00,0.00,0.00,0
2021-02-14-21,0.00,0.00,0.00,0
2021-02-15-0,0.00,0.00,0.00,0
2021-02-15-3,7.00,3.39,127.59,0
2021-02-15-6,3.30,3.39,8.01,0
2021-02-15-9,2.75,2.90,22.99,0
2021-02-15-12,2.59,2.61,7.78,0
2021-02-15-15,5.73,2.50,118.27,0
2021-02-15-18,0.00,0.00,0.00,0
2021-02-15-21,0.00,0.00,0.00,0
2021-02-16-0,0.00,0.00,0.00,0
2021-02-16-3,16.60,13.64,48.38,0
2021-02-16-6,73.45,55.47,226.30,0
2021-02-16-9,76.10,60.89,228.19,0
2021-02-16-12,29.11,28.95,76.23,0
2021-02-16-15,17.75,18.98,82.98,0
2021-02-16-18,0.00,0.00,0.00,0
2021-02-16-21,0.00,0.00,0.00,0
2021-02-17-0,0.00,0.00,0.00,0
2021-02-17-3,4.06,2.61,24.69,0
2021-02-17-6,3.74,3.20,17.52,0
2021-02-17-9,13.89,11.98,70.67,0
2021-02-17-12,12.01,11.43,35.71,0
2021-02-17-15,7.64,4.48,57.08,0
2021-02-17-18,0.00,0.00,0.00,0
2021-02-17-21,0.00,0.00,0.00,0
2021-02-18-0,0.00,0.00,0.00,0
2021-02-18-3,8.75,7.36,39.41,0
2021-02-18-6,11.50,9.44,37.94,0
2021-02-18-9,13.76,12.32,46.50,0
2021-02-18-12,4.54,4.27,13.32,0
2021-02-18-15,8.37,1.60,141.10,0
2021-02-18-18,0.00,0.00,0.00,0
2021-02-18-21,0.00,0.00,0.00,0
2021-02-19-0,0.00,0.00,0.00,0
2021-02-19-3,7.68,7.08,62.06,0
2021-02-19-6,13.56,13.11,44.86,0
2021-02-19-9,23.07,18.89,85.07,0
2021-02-19-12,28.20,27.76,91.32,0
2021-02-19-15,26.48,27.21,224.48,0
2021-02-19-18,0.00,0.00,0.00,0
2021-02-19-21,0.00,0.00,0.00,0
2021-02-20-0,0.00,0.00,0.00,0
2021-02-20-3,15.75,16.56,109.36,0
2021-02-20-6,77.99,65.62,239.45,0
2021-02-20-9,42.58,35.29,249.07,0
2021-02-20-12,75.54,70.92,218.29,0
2021-02-20-15,52.39,0.00,239.45,0
2021-02-20-18,0.00,0.00,0.00,0
2021-02-20-21,0.00,0.00,0.00,0
2021-02-21-0,0.00,0.00,0.00,0
2021-02-21-3,15.56,16.77,115.27,0
2021-02-21-6,44.83,30.43,247.02,0
2021-02-21-9,50.75,39.97,236.46,0
2021-02-21-12,95.86,88.46,248.39,0
2021-02-21-15,40.03,0.00,204.02,0
2021-02-21-18,0.00,0.00,0.00,0
2021-02-21-21,0.00,0.00,0.00,0
2021-02-22-0,0.00,0.00,0.00,0
2021-02-22-3,19.58,21.05,133.34,0
2021-02-22-6,47.76,40.02,163.26,0
2021-02-22-9,51.82,48.67,244.28,0
2021-02-22-12,62.66,59.45,248.16,0
2021-02-22-15,12.02,0.00,154.89,0
2021-02-22-18,0.00,0.00,0.00,0
2021-02-22-21,0.00,0.00,0.00,0
2021-02-23-0,0.00,0.00,0.00,0
2021-02-23-3,10.14,0.00,69.35,0
2021-02-23-6,104.62,120.99,230.05,1
2021-02-23-9,102.24,98.55,240.25,0
2021-02-23-12,74.67,60.52,249.07,0
2021-02-23-15,15.05,0.00,138.45,0
2021-02-23-18,0.00,0.00,0.00,0
2021-02-23-21,0.00,0.00,0.00,0
2021-02-24-0,0.00,0.00,0.00,0
2021-02-24-3,2.21,0.00,28.86,0
2021-02-24-6,13.92,7.92,143.03,1
2021-02-24-9,47.68,21.30,172.68,1
2021-02-24-12,43.41,28.01,242.78,0
2021-02-24-15,10.74,0.00,50.30,0
2021-02-24-18,0.00,0.00,0.00,0
2021-02-24-21,0.00,0.00,0.00,0
2021-02-25-0,0.00,0.00,0.00,0
2021-02-25-3,1.93,0.00,237.42,0
2021-02-25-6,10.50,7.34,29.18,1
2021-02-25-9,11.21,6.93,37.39,1
2021-02-25-12,17.21,17.20,36.36,0
2021-02-25-15,9.32,0.00,203.93,0
2021-02-25-18,0.00,0.00,0.00,0
2021-02-25-21,0.00,0.00,0.00,0
2021-02-26-0,0.00,0.00,0.00,0
2021-02-26-3,3.75,0.00,220.95,0
2021-02-26-6,10.38,7.14,25.76,1
2021-02-26-9,10.53,7.87,29.42,1
2021-02-26-12,22.49,23.87,55.27,1
2021-02-26-15,6.84,0.00,45.30,0
2021-02-26-18,0.00,0.00,0.00,0
2021-02-26-21,0.00,0.00,0.00,0
2021-02-27-0,0.00,0.00,0.00,0
2021-02-27-3,3.54,0.00,32.17,0
2021-02-27-6,10.19,8.90,28.38,1
2021-02-27-9,12.64,11.11,30.62,1
2021-02-27-12,12.83,11.81,27.57,1
2021-02-27-15,10.86,0.00,224.48,0
2021-02-27-18,0.00,0.00,0.00,0
2021-02-27-21,0.00,0.00,0.00,0
2021-02-28-0,0.00,0.00,0.00,0
2021-02-28-3,10.39,7.51,36.63,0
2021-02-28-6,18.65,11.65,248.73,1
2021-02-28-9,11.00,9.03,25.70,1
2021-02-28-12,16.97,19.46,29.45,1
2021-02-28-15,4.43,0.00,49.78,0
2021-02-28-18,0.00,0.00,0.00,0
2021-02-28-21,0.00,0.00,0.00,0
2021-03-01-0,0.00,0.00,0.00,0
2021-03-01-3,7.47,0.00,48.30,0
2021-03-01-6,44.23,35.11,205.94,0
2021-03-01-9,147.10,155.24,249.07,0
2021-03-01-12,33.92,25.68,146.30,1
2021-03-01-15,3.53,0.00,63.70,0
2021-03-01-18,0.00,0.00,0.00,0
2021-03-01-21,0.00,0.00,0.00,0
2021-03-02-0,0.00,0.00,0.00,0
2021-03-02-3,6.13,4.39,45.44,0
2021-03-02-6,29.73,28.86,183.80,0
2021-03-02-9,39.50,31.26,239.15,0
2021-03-02-12,31.50,32.19,133.33,0
2021-03-02-15,19.76,0.00,162.13,0
2021-03-02-18,0.00,0.00,0.00,0
2021-03-02-21,0.00,0.00,0.00,0
2021-03-03-0,0.00,0.00,0.00,0
2021-03-03-3,31.60,20.97,210.03,0
2021-03-03-6,49.33,44.54,215.53,0
2021-03-03-9,41.23,38.63,163.46,0
2021-03-03-12,26.49,27.87,56.82,0
2021-03-03-15,11.30,0.00,79.05,0
2021-03-03-18,0.00,0.00,0.00,0
2021-03-03-21,0.00,0.00,0.00,0
2021-03-04-0,0.00,0.00,0.00,0
2021-03-04-3,5.58,2.50,35.08,0
2021-03-04-6,3.74,3.86,10.52,0
2021-03-04-9,6.15,6.45,12.72,0
2021-03-04-12,22.69,7.66,205.80,0
2021-03-04-15,19.72,0.00,123.49,0
2021-03-04-18,0.00,0.00,0.00,0
2021-03-04-21,0.00,0.00,0.00,0
2021-03-07-0,0.00,0.00,0.00,0
2021-03-07-3,5.17,0.41,36.61,0
2021-03-07-6,2.55,2.78,8.94,0
2021-03-07-9,10.29,10.71,26.40,0
2021-03-07-12,3.48,3.09,12.49,0
2021-03-07-15,5.71,0.00,95.37,0
2021-03-07-18,0.00,0.00,0.00,0
2021-03-07-21,0.00,0.00,0.00,0
2021-03-08-0,0.00,0.00,0.00,0
2021-03-08-3,6.05,0.41,46.85,0
2021-03-08-6,2.19,2.31,19.65,0
2021-03-08-9,2.10,2.12,6.28,0
2021-03-08-12,9.18,7.26,61.13,0
2021-03-08-15,3.91,0.00,37.95,0
2021-03-08-18,0.00,0.00,0.00,0
2021-03-08-21,0.00,0.00,0.00,0
2021-03-09-0,0.00,0.00,0.00,0
2021-03-09-3,6.08,0.00,129.06,0
2021-03-09-6,2.93,3.28,5.71,0
2021-03-09-9,3.81,3.79,11.88,0
2021-03-09-12,5.13,4.88,37.34,0
2021-03-09-15,6.44,0.00,135.97,0
2021-03-09-18,0.00,0.00,0.00,0
2021-03-09-21,0.00,0.00,0.00,0
2021-03-10-0,0.00,0.00,0.00,0
2021-03-10-3,3.86,0.00,26.26,0
2021-03-10-6,2.15,2.50,9.67,0
2021-03-10-9,1.65,1.78,5.37,0
2021-03-10-12,1.59,1.20,17.62,0
2021-03-10-15,4.10,0.00,51.21,0
2021-03-10-18,0.00,0.00,0.00,0
2021-03-10-21,0.00,0.00,0.00,0
2021-03-11-0,0.00,0.00,0.00,0
2021-03-11-3,4.05,0.00,48.85,0
2021-03-11-6,2.04,2.20,5.50,0
2021-03-11-9,2.05,2.20,8.97,0
2021-03-11-12,2.18,1.48,26.12,0
2021-03-11-15,3.70,0.00,42.27,0
2021-03-11-18,0.00,0.00,0.00,0
2021-03-11-21,0.00,0.00,0.00,0
2021-03-12-0,0.00,0.00,0.00,0
2021-03-12-3,5.41,0.00,123.48,0
2021-03-12-6,34.35,32.01,152.46,0
2021-03-12-9,46.82,39.45,203.97,0
2021-03-12-12,21.21,12.17,216.26,0
2021-03-12-15,9.83,0.00,202.00,0
2021-03-12-18,0.00,0.00,0.00,0
2021-03-12-21,0.00,0.00,0.00,0
2021-03-13-0,0.00,0.00,0.00,0
2021-03-13-3,9.87,0.00,241.09,0
2021-03-13-6,34.53,35.84,217.56,0
2021-03-13-9,67.92,59.19,243.09,0
2021-03-13-12,17.31,17.21,70.05,0
2021-03-13-15,1.63,0.00,64.97,0
2021-03-13-18,0.00,0.00,0.00,0
2021-03-13-21,0.00,0.00,0.00,0
2021-03-14-0,0.00,0.00,0.00,0
2021-03-14-3,24.58,0.00,239.50,0
2021-03-14-6,47.26,38.68,246.27,0
2021-03-14-9,45.67,34.19,226.00,0
2021-03-14-12,35.52,28.44,220.95,0
2021-03-14-15,7.76,0.00,209.19,0
2021-03-14-18,0.00,0.00,0.00,0
2021-03-14-21,0.00,0.00,0.00,0
2021-03-15-0,0.00,0.00,0.00,0
2021-03-15-3,6.39,0.00,224.36,0
2021-03-15-6,22.31,7.88,229.58,0
2021-03-15-9,38.68,29.19,228.20,0
2021-03-15-12,9.07,5.15,79.15,0
2021-03-15-15,1.29,0.00,71.65,0
2021-03-15-18,0.00,0.00,0.00,0
2021-03-15-21,0.00,0.00,0.00,0
2021-03-16-0,0.00,0.00,0.00,0
2021-03-16-3,5.26,0.00,41.86,0
2021-03-16-6,1.68,1.61,4.93,0
2021-03-16-9,2.05,2.20,10.56,0
2021-03-16-12,6.00,3.08,36.34,0
2021-03-16-15,0.36,0.00,24.25,0
2021-03-16-18,0.00,0.00,0.00,0
2021-03-16-21,0.00,0.00,0.00,0
2021-03-17-0,0.00,0.00,0.00,0
2021-03-17-3,6.35,0.00,130.23,0
2021-03-17-6,3.02,3.21,9.13,0
2021-03-17-9,4.53,4.69,15.10,0
2021-03-17-12,10.44,6.17,61.03,0
2021-03-17-15,0.62,0.00,41.06,0
2021-03-17-18,0.00,0.00,0.00,0
2021-03-17-21,0.00,0.00,0.00,0
2021-03-18-0,0.00,0.00,0.00,0
2021-03-18-3,5.31,0.00,97.94,0
2021-03-18-6,5.42,4.88,248.16,0
2021-03-18-9,5.00,4.58,20.93,0
2021-03-18-12,9.76,3.91,90.91,0
2021-03-18-15,0.15,0.00,24.21,0
2021-03-18-18,0.00,0.00,0.00,0
2021-03-18-21,0.00,0.00,0.00,0
2021-03-19-0,0.00,0.00,0.00,0
2021-03-19-3,6.31,0.00,90.30,0
2021-03-19-6,25.60,25.33,121.87,0
2021-03-19-9,33.48,32.48,248.05,0
2021-03-19-12,26.67,27.13,64.87,0
2021-03-19-15,0.00,0.00,0.00,0
2021-03-19-18,0.00,0.00,0.00,0
2021-03-19-21,0.00,0.00,0.00,0
2021-03-20-0,0.00,0.00,0.00,0
2021-03-20-3,5.77,0.00,222.60,0
2021-03-20-6,124.48,124.00,249.07,0
2021-03-20-9,92.83,71.95,249.07,0
2021-03-20-12,19.84,18.22,136.78,0
2021-03-20-15,0.00,0.00,0.00,0
2021-03-20-18,0.00,0.00,0.00,0
2021-03-20-21,0.00,0.00,0.00,0
2021-03-21-0,0.00,0.00,0.00,0
2021-03-21-3,5.77,0.00,223.89,0
2021-03-21-6,6.78,5.92,27.85,0
2021-03-21-9,18.71,17.21,248.39,0
2021-03-21-12,93.02,89.48,239.45,0
2021-03-21-15,0.00,0.00,0.00,0
2021-03-21-18,0.00,0.00,0.00,0
