segment,mean,median,max
2021-01-30-15,22.8,22.95,139.5
2021-02-04-12,19.74,17.99,54.52
2021-02-05-12,22.55,16.42,100.02
2021-02-06-12,23.48,16.83,85.61
2021-02-06-15,25.09,28.52,86.01
2021-02-07-3,30.65,23.7,225.49
2021-02-07-6,59.35,59.62,217.33
2021-02-07-9,56.4,53.47,237.9
2021-02-07-12,18.78,18.79,75.65
2021-02-08-9,31.38,30.46,106.68
2021-02-09-9,41.71,34.84,194.57
2021-02-11-9,23.96,24.09,100.19
2021-02-13-6,36.75,31.98,233.43
2021-02-13-9,113.19,106.89,248.96
2021-02-13-12,62.8,64.47,198.18
2021-02-13-15,20.91,23.61,125.21
2021-02-16-6,73.45,55.47,226.3
2021-02-16-9,76.1,60.89,228.19
2021-02-16-12,29.11,28.95,76.23
2021-02-16-15,17.75,18.98,82.98
2021-02-19-9,23.07,18.89,85.07
2021-02-19-12,28.2,27.76,91.32
2021-02-19-15,26.48,27.21,224.48
2021-02-20-3,15.75,16.56,109.36
2021-02-20-6,77.99,65.62,239.45
2021-02-20-9,42.58,35.29,249.07
2021-02-20-12,75.54,70.92,218.29
2021-02-21-3,15.56,16.77,115.27
2021-02-21-6,44.83,30.43,247.02
2021-02-21-9,50.75,39.97,236.46
2021-02-21-12,95.86,88.46,248.39
2021-02-22-3,19.58,21.05,133.34
2021-02-22-6,47.76,40.02,163.26
2021-02-22-9,51.82,48.67,244.28
2021-02-22-12,62.66,59.45,248.16
2021-02-23-9,102.24,98.55,240.25
2021-02-23-12,74.67,60.52,249.07
2021-02-24-12,43.41,28.01,242.78
2021-02-25-12,17.21,17.2,36.36
2021-03-01-6,44.23,35.11,205.94
2021-03-01-9,147.1,155.24,249.07
2021-03-02-6,29.73,28.86,183.8
2021-03-02-9,39.5,31.26,239.15
2021-03-02-12,31.5,32.19,133.33
2021-03-03-3,31.6,20.97,210.03
2021-03-03-6,49.33,44.54,215.53
2021-03-03-9,41.23,38.63,163.46
2021-03-03-12,26.49,27.87,56.82
2021-03-06-6,42.51,27.07,138.55
2021-03-06-9,59.73,53.8,225.4
2021-03-06-12,41.29,25.12,203.33
2021-03-12-6,34.35,32.01,152.46
2021-03-12-9,46.82,39.45,203.97
2021-03-13-6,34.53,35.84,217.56
2021-03-13-9,67.92,59.19,243.09
2021-03-13-12,17.31,17.21,70.05
2021-03-14-6,47.26,38.68,246.27
2021-03-14-9,45.67,34.19,226.0
2021-03-14-12,35.52,28.44,220.95
2021-03-15-9,38.68,29.19,228.2
2021-03-19-6,25.6,25.33,121.87
2021-03-19-9,33.48,32.48,248.05
2021-03-19-12,26.67,27.13,64.87
2021-03-20-6,124.48,124.0,249.07
2021-03-20-9,92.83,71.95,249.07
2021-03-20-12,19.84,18.22,136.78
2021-03-21-9,18.71,17.21,248.39
2021-03-21-12,93.02,89.48,239.45
2021-03-22-6,18.41,18.56,74.99
2021-03-22-9,25.75,26.18,248.5
2021-03-23-6,21.56,24.07,40.11
2021-03-23-9,24.73,26.7,54.79
2021-03-23-12,21.29,19.21,72.81
2021-03-24-9,57.24,50.05,152.03
2021-03-24-12,46.03,48.64,156.07
2021-03-25-12,70.2,78.35,186.98
2021-03-26-9,94.19,90.42,248.5
2021-03-26-12,51.13,56.05,141.44
2021-03-29-6,17.99,19.93,42.84
2021-03-30-9,16.21,16.92,27.99
2021-03-31-6,47.29,41.57,209.08
2021-03-31-9,31.1,30.43,128.33
2021-03-31-12,49.5,51.05,173.07
2021-04-01-6,27.36,26.23,64.38
2021-04-02-12,23.69,24.32,153.13
2021-04-07-6,28.07,24.73,223.89
2021-04-07-9,92.58,77.94,239.45
2021-04-07-12,27.48,25.19,145.61
2021-04-11-6,18.93,15.78,224.48
2021-04-13-6,16.61,15.8,117.72
2021-04-13-9,46.16,48.17,133.34
2021-04-18-6,57.73,41.94,248.05
2021-04-18-9,68.32,57.76,247.31
2021-04-19-6,32.09,24.15,242.92
2021-04-19-9,57.6,42.44,248.96
2021-04-20-6,40.72,39.16,178.85
2021-04-20-9,47.6,42.97,247.82
2021-04-22-9,41.93,40.48,140.08
2021-04-23-9,47.94,46.32,117.93
2021-04-24-9,65.02,64.88,238.85
2021-04-25-9,105.65,95.39,249.07
