segment,mean,median,max,sunlight_contamination
2023-02-13-2,0.00,0.00,0.00,0
2023-02-13-3,34.77,31.58,72.98,0
2023-02-13-4,8.90,8.97,16.36,0
2023-02-13-5,7.36,7.72,11.43,0
2023-02-13-6,7.72,8.11,11.41,0
2023-02-13-7,7.99,8.18,13.63,0
2023-02-13-8,9.10,9.58,14.27,0
2023-02-13-9,10.41,10.58,20.84,0
2023-02-13-10,16.95,16.08,39.29,0
2023-02-13-11,34.40,26.81,76.17,0
2023-02-13-12,51.30,53.69,83.66,0
2023-02-13-13,22.48,20.25,49.52,0
2023-02-13-14,11.95,12.17,20.53,0
2023-02-13-15,9.81,9.58,21.45,0
2023-02-13-16,42.92,38.87,87.18,0
2023-02-13-17,1.36,0.00,43.41,0
2023-02-13-18,0.00,0.00,0.00,0
2023-02-13-19,0.00,0.00,0.00,0
2023-02-13-20,0.00,0.00,0.00,0
2023-02-13-21,0.00,0.00,0.00,0
2023-02-13-22,0.00,0.00,0.00,0
2023-02-13-23,0.00,0.00,0.00,0
2023-02-14-0,0.00,0.00,0.00,0
2023-02-14-1,0.00,0.00,0.00,0
2023-02-14-2,0.00,0.00,0.00,0
2023-02-14-3,31.75,29.67,65.88,0
2023-02-14-4,8.36,7.96,21.10,0
2023-02-14-5,5.76,5.84,10.09,0
2023-02-14-6,5.71,5.75,11.29,0
2023-02-14-7,24.71,22.14,108.34,0
2023-02-14-8,49.16,40.88,196.07,0
2023-02-14-9,67.88,53.97,213.44,0
2023-02-14-10,82.06,71.50,232.87,0
2023-02-14-11,47.87,36.82,195.88,0
2023-02-14-12,22.17,18.80,77.15,0
2023-02-14-13,19.20,15.94,79.76,0
2023-02-14-14,10.43,8.89,38.46,0
2023-02-14-15,8.75,8.44,37.24,0
2023-02-14-16,39.27,36.23,126.11,0
2023-02-14-17,0.00,0.00,0.00,0
2023-02-14-18,0.00,0.00,0.00,0
2023-02-14-19,0.00,0.00,0.00,0
2023-02-14-20,0.00,0.00,0.00,0
2023-02-14-21,0.00,0.00,0.00,0
2023-02-14-22,0.00,0.00,0.00,0
2023-02-14-23,0.00,0.00,0.00,0
2023-02-15-0,0.00,0.00,0.00,0
2023-02-15-1,0.00,0.00,0.00,0
2023-02-15-2,0.00,0.00,0.00,0
2023-02-15-3,0.00,0.00,0.00,0
2023-02-15-4,0.00,0.00,0.00,0
2023-02-15-5,0.00,0.00,0.00,0
2023-02-15-6,0.00,0.00,0.00,0
2023-02-15-7,0.00,0.00,0.00,0
2023-02-15-8,0.00,0.00,0.00,0
2023-02-15-9,0.00,0.00,0.00,0
2023-02-15-10,0.00,0.00,0.00,0
2023-02-15-11,53.51,0.00,229.99,0
2023-02-15-12,102.09,97.13,223.82,0
2023-02-15-13,60.49,50.62,202.10,0
2023-02-15-14,55.12,43.43,225.03,0
2023-02-15-15,76.96,70.02,216.71,0
2023-02-15-16,124.38,133.21,239.45,0
2023-02-15-17,0.00,0.00,0.00,0
2023-02-15-18,0.00,0.00,0.00,0
2023-02-15-19,0.00,0.00,0.00,0
2023-02-15-20,0.00,0.00,0.00,0
2023-02-15-21,0.00,0.00,0.00,0
2023-02-15-22,0.00,0.00,0.00,0
2023-02-15-23,0.00,0.00,0.00,0
2023-02-16-0,0.00,0.00,0.00,0
2023-02-16-1,0.00,0.00,0.00,0
2023-02-16-2,0.00,0.00,0.00,0
2023-02-16-3,33.33,31.13,164.81,0
2023-02-16-4,16.46,15.12,55.59,0
2023-02-16-5,19.93,16.83,88.77,0
2023-02-16-6,65.14,40.38,248.18,0
2023-02-16-7,64.69,64.36,224.57,0
2023-02-16-8,38.22,35.69,163.98,0
2023-02-16-9,98.13,95.64,249.07,0
2023-02-16-10,105.71,102.75,208.55,0
2023-02-16-11,60.89,40.09,236.53,0
2023-02-16-12,32.07,30.60,84.62,0
2023-02-16-13,51.36,28.94,248.73,0
2023-02-16-14,113.69,109.50,238.00,0
2023-02-16-15,89.20,86.25,224.75,0
2023-02-16-16,90.48,101.17,234.39,0
2023-02-16-17,0.00,0.00,0.00,0
2023-02-16-18,0.00,0.00,0.00,0
2023-02-16-19,0.00,0.00,0.00,0
2023-02-16-20,0.00,0.00,0.00,0
2023-02-16-21,0.00,0.00,0.00,0
2023-02-16-22,0.00,0.00,0.00,0
2023-02-16-23,0.00,0.00,0.00,0
2023-02-17-0,0.00,0.00,0.00,0
2023-02-17-1,0.00,0.00,0.00,0
2023-02-17-2,0.00,0.00,0.00,0
2023-02-17-3,32.24,32.03,84.59,0
2023-02-17-4,13.33,12.02,71.06,0
2023-02-17-5,12.15,10.14,42.30,0
2023-02-17-6,8.54,7.59,23.31,0
2023-02-17-7,10.27,8.58,58.63,0
2023-02-17-8,10.28,8.11,54.47,0
2023-02-17-9,10.59,9.57,38.95,0
2023-02-17-10,30.85,30.47,194.30,0
2023-02-17-11,26.04,21.26,155.00,0
2023-02-17-12,12.67,10.88,36.39,0
2023-02-17-13,10.15,8.15,30.86,0
2023-02-17-14,14.09,10.68,72.79,0
2023-02-17-15,21.72,19.09,63.10,0
2023-02-17-16,43.71,44.65,161.04,0
2023-02-17-17,0.00,0.00,0.00,0
2023-02-17-18,0.00,0.00,0.00,0
2023-02-17-19,0.00,0.00,0.00,0
2023-02-17-20,0.00,0.00,0.00,0
2023-02-17-21,0.00,0.00,0.00,0
2023-02-17-22,0.00,0.00,0.00,0
2023-02-17-23,0.00,0.00,0.00,0
2023-02-18-0,0.00,0.00,0.00,0
2023-02-18-1,0.00,0.00,0.00,0
2023-02-18-2,0.00,0.00,0.00,0
2023-02-18-3,28.51,28.17,70.02,0
2023-02-18-4,8.99,7.60,24.95,0
2023-02-18-5,5.68,5.82,8.99,0
2023-02-18-6,5.26,5.35,17.48,0
2023-02-18-7,4.62,4.74,7.40,0
2023-02-18-8,6.88,6.87,13.71,0
2023-02-18-9,11.00,7.65,197.37,0
2023-02-18-10,16.17,9.44,139.04,0
2023-02-18-11,11.08,8.14,74.15,0
2023-02-18-12,10.16,7.89,38.09,0
2023-02-18-13,12.23,9.98,46.26,0
2023-02-18-14,27.75,25.10,69.56,0
2023-02-18-15,12.81,12.57,37.70,0
2023-02-18-16,38.17,37.80,86.64,0
2023-02-18-17,0.00,0.00,0.00,0
2023-02-18-18,0.00,0.00,0.00,0
2023-02-18-19,0.00,0.00,0.00,0
2023-02-18-20,0.00,0.00,0.00,0
2023-02-18-21,0.00,0.00,0.00,0
2023-02-18-22,0.00,0.00,0.00,0
2023-02-18-23,0.00,0.00,0.00,0
2023-02-19-0,0.00,0.00,0.00,0
2023-02-19-1,0.00,0.00,0.00,0
2023-02-19-2,0.00,0.00,0.00,0
2023-02-19-3,28.11,17.61,207.45,0
2023-02-19-4,14.28,10.88,108.23,0
2023-02-19-5,8.52,7.30,24.06,0
2023-02-19-6,8.13,6.92,22.86,0
2023-02-19-7,8.55,6.76,41.98,0
2023-02-19-8,12.99,8.38,129.49,0
2023-02-19-9,25.02,15.91,187.89,0
2023-02-19-10,35.96,24.97,217.40,0
2023-02-19-11,29.06,27.10,190.65,0
2023-02-19-12,18.08,19.22,49.49,0
2023-02-19-13,56.45,56.84,104.96,0
2023-02-19-14,45.48,40.38,99.73,0
2023-02-19-15,25.34,24.96,46.43,0
2023-02-19-16,34.24,33.38,80.98,0
2023-02-19-17,0.00,0.00,0.00,0
2023-02-19-18,0.00,0.00,0.00,0
2023-02-19-19,0.00,0.00,0.00,0
2023-02-19-20,0.00,0.00,0.00,0
2023-02-19-21,0.00,0.00,0.00,0
2023-02-19-22,0.00,0.00,0.00,0
2023-02-19-23,0.00,0.00,0.00,0
2023-02-20-0,0.00,0.00,0.00,0
2023-02-20-1,0.00,0.00,0.00,0
2023-02-20-2,0.00,0.00,0.00,0
2023-02-20-3,23.27,0.21,66.48,0
2023-02-20-4,10.96,7.53,43.52,0
2023-02-20-5,4.55,4.66,7.69,0
2023-02-20-6,4.88,4.71,9.71,0
2023-02-20-7,7.16,7.52,11.66,0
2023-02-20-8,14.90,15.52,27.48,0
2023-02-20-9,9.40,9.01,18.49,0
2023-02-20-10,9.37,8.12,23.06,0
2023-02-20-11,16.33,17.30,26.02,0
2023-02-20-12,9.03,8.66,17.85,0
2023-02-20-13,8.23,8.55,14.09,0
2023-02-20-14,12.94,13.52,22.23,0
2023-02-20-15,18.93,19.88,37.71,0
2023-02-20-16,35.01,36.60,83.34,0
2023-02-20-17,0.00,0.00,0.00,0
2023-02-20-18,0.00,0.00,0.00,0
2023-02-20-19,0.00,0.00,0.00,0
2023-02-20-20,0.00,0.00,0.00,0
2023-02-20-21,0.00,0.00,0.00,0
2023-02-20-22,0.00,0.00,0.00,0
2023-02-20-23,0.00,0.00,0.00,0
2023-02-21-0,0.00,0.00,0.00,0
2023-02-21-1,0.00,0.00,0.00,0
2023-02-21-2,0.00,0.00,0.00,0
2023-02-21-3,22.62,0.00,73.58,0
2023-02-21-4,11.03,8.65,46.61,0
2023-02-21-5,6.99,7.00,13.83,0
2023-02-21-6,6.57,5.75,15.64,0
2023-02-21-7,23.11,23.74,42.58,0
2023-02-21-8,41.34,33.07,125.63,0
2023-02-21-9,87.96,79.33,206.86,0
2023-02-21-10,129.45,153.68,224.20,0
2023-02-21-11,66.82,37.94,219.12,0
2023-02-21-12,47.24,31.37,217.71,0
2023-02-21-13,27.06,25.58,66.58,0
2023-02-21-14,17.62,14.54,50.42,0
2023-02-21-15,18.25,15.75,49.25,0
2023-02-21-16,33.29,32.26,95.28,0
2023-02-21-17,0.00,0.00,0.00,0
2023-02-21-18,0.00,0.00,0.00,0
2023-02-21-19,0.00,0.00,0.00,0
2023-02-21-20,0.00,0.00,0.00,0
2023-02-21-21,0.00,0.00,0.00,0
2023-02-21-22,0.00,0.00,0.00,0
2023-02-21-23,0.00,0.00,0.00,0
2023-02-22-0,0.00,0.00,0.00,0
2023-02-22-1,0.00,0.00,0.00,0
2023-02-22-2,0.00,0.00,0.00,0
2023-02-22-3,20.83,0.00,160.47,0
2023-02-22-4,18.04,11.40,148.42,0
2023-02-22-5,7.00,6.10,18.40,0
2023-02-22-6,6.53,5.58,30.05,0
2023-02-22-7,7.52,5.88,36.80,0
2023-02-22-8,8.70,7.18,36.44,0
2023-02-22-9,15.69,11.42,72.25,0
2023-02-22-10,12.90,10.97,38.28,0
2023-02-22-11,17.60,14.59,57.34,0
2023-02-22-12,35.54,29.84,147.38,0
2023-02-22-13,42.47,40.01,182.15,0
2023-02-22-14,34.13,31.29,78.61,0
2023-02-22-15,30.07,27.72,96.26,0
2023-02-22-16,33.01,18.94,153.70,0
2023-02-22-17,0.00,0.00,0.00,0
2023-02-22-18,0.00,0.00,0.00,0
2023-02-22-19,0.00,0.00,0.00,0
2023-02-22-20,0.00,0.00,0.00,0
2023-02-22-21,0.00,0.00,0.00,0
2023-02-22-22,0.00,0.00,0.00,0
2023-02-22-23,0.00,0.00,0.00,0
2023-02-23-0,0.00,0.00,0.00,0
2023-02-23-1,0.00,0.00,0.00,0
2023-02-23-2,0.00,0.00,0.00,0
2023-02-23-3,17.75,0.00,117.45,0
2023-02-23-4,25.94,17.25,128.87,0
2023-02-23-5,17.26,17.12,38.56,0
2023-02-23-6,16.04,16.35,38.68,0
2023-02-23-7,26.12,25.68,76.29,0
2023-02-23-8,70.63,66.31,196.99,0
2023-02-23-9,51.43,52.04,96.35,0
2023-02-23-10,53.97,53.77,122.24,0
2023-02-23-11,23.81,24.04,47.94,0
2023-02-23-12,22.42,20.68,51.45,0
2023-02-23-13,28.15,29.41,53.63,0
2023-02-23-14,29.67,30.02,52.44,0
2023-02-23-15,43.85,43.16,78.86,0
2023-02-23-16,50.23,56.03,224.48,0
2023-02-23-17,0.00,0.00,0.00,0
2023-02-23-18,0.00,0.00,0.00,0
2023-02-23-19,0.00,0.00,0.00,0
2023-02-23-20,0.00,0.00,0.00,0
2023-02-23-21,0.00,0.00,0.00,0
2023-02-23-22,0.00,0.00,0.00,0
2023-02-23-23,0.00,0.00,0.00,0
2023-02-24-0,0.00,0.00,0.00,0
2023-02-24-1,0.00,0.00,0.00,0
2023-02-24-2,0.00,0.00,0.00,0
2023-02-24-3,13.39,0.00,70.61,0
2023-02-24-4,14.90,7.99,72.69,0
2023-02-24-5,4.91,4.92,9.12,0
2023-02-24-6,9.62,8.30,24.90,0
2023-02-24-7,10.42,9.54,27.95,0
2023-02-24-8,10.71,10.12,26.75,0
2023-02-24-9,26.03,17.82,101.58,0
2023-02-24-10,12.93,12.17,33.17,0
2023-02-24-11,14.56,13.05,46.61,0
2023-02-24-12,7.56,7.71,14.99,0
2023-02-24-13,6.68,6.77,12.47,0
2023-02-24-14,5.60,5.22,12.47,0
2023-02-24-15,10.43,7.19,50.09,0
2023-02-24-16,26.65,0.00,89.91,0
2023-02-24-17,0.00,0.00,0.00,0
2023-02-24-18,0.00,0.00,0.00,0
2023-02-24-19,0.00,0.00,0.00,0
2023-02-24-20,0.00,0.00,0.00,0
2023-02-24-21,0.00,0.00,0.00,0
2023-02-24-22,0.00,0.00,0.00,0
2023-02-24-23,0.00,0.00,0.00,0
2023-02-25-0,0.00,0.00,0.00,0
2023-02-25-1,0.00,0.00,0.00,0
2023-02-25-2,0.00,0.00,0.00,0
2023-02-25-3,12.06,0.00,69.41,0
2023-02-25-4,23.02,14.82,70.01,0
2023-02-25-5,8.12,8.59,13.06,0
2023-02-25-6,7.50,7.61,14.86,0
2023-02-25-7,12.31,12.48,23.05,0
2023-02-25-8,24.82,22.67,112.15,0
2023-02-25-9,58.01,55.18,160.51,0
2023-02-25-10,56.07,45.47,199.93,0
2023-02-25-11,42.52,41.65,106.89,0
2023-02-25-12,25.76,26.17,51.58,0
2023-02-25-13,14.56,15.31,24.68,0
2023-02-25-14,23.10,21.00,55.39,0
2023-02-25-15,65.90,60.96,154.20,0
2023-02-25-16,46.89,0.00,164.65,0
2023-02-25-17,0.00,0.00,0.00,0
2023-02-25-18,0.00,0.00,0.00,0
2023-02-25-19,0.00,0.00,0.00,0
2023-02-25-20,0.00,0.00,0.00,0
2023-02-25-21,0.00,0.00,0.00,0
2023-02-25-22,0.00,0.00,0.00,0
2023-02-25-23,0.00,0.00,0.00,0
2023-02-26-0,0.00,0.00,0.00,0
2023-02-26-1,0.00,0.00,0.00,0
2023-02-26-2,0.00,0.00,0.00,0
2023-02-26-3,11.27,0.00,232.06,0
2023-02-26-4,39.04,32.29,222.13,0
2023-02-26-5,18.81,20.03,30.64,0
2023-02-26-6,19.74,21.31,29.19,0
2023-02-26-7,24.11,25.09,40.04,0
2023-02-26-8,61.08,31.50,195.86,0
2023-02-26-9,104.40,102.38,207.92,0
2023-02-26-10,39.70,39.61,95.81,0
2023-02-26-11,66.76,66.20,151.79,0
2023-02-26-12,56.38,58.50,121.03,0
2023-02-26-13,53.62,58.20,102.38,0
2023-02-26-14,38.26,33.59,88.92,0
2023-02-26-15,37.55,29.71,137.39,0
2023-02-26-16,24.78,0.00,147.73,0
2023-02-26-17,0.00,0.00,0.00,0
2023-02-26-18,0.00,0.00,0.00,0
2023-02-26-19,0.00,0.00,0.00,0
2023-02-26-20,0.00,0.00,0.00,0
2023-02-26-21,0.00,0.00,0.00,0
2023-02-26-22,0.00,0.00,0.00,0
2023-02-26-23,0.00,0.00,0.00,0
2023-02-27-0,0.00,0.00,0.00,0
2023-02-27-1,0.00,0.00,0.00,0
2023-02-27-2,0.00,0.00,0.00,0
2023-02-27-3,1.92,0.00,60.46,0
2023-02-27-4,65.48,58.02,247.70,0
2023-02-27-5,52.41,35.69,248.96,0
2023-02-27-6,89.05,67.36,249.07,0
2023-02-27-7,155.84,171.77,249.07,0
2023-02-27-8,91.63,89.49,225.40,0
2023-02-27-9,64.68,41.05,249.07,0
2023-02-27-10,82.61,49.08,241.64,0
2023-02-27-11,139.83,137.20,240.14,0
2023-02-27-12,90.78,83.96,249.07,0
2023-02-27-13,58.43,40.74,244.91,0
2023-02-27-14,49.43,41.66,190.90,0
2023-02-27-15,67.19,66.70,154.63,0
2023-02-27-16,12.23,0.00,145.55,0
2023-02-27-17,0.00,0.00,0.00,0
2023-02-27-18,0.00,0.00,0.00,0
2023-02-27-19,0.00,0.00,0.00,0
2023-02-27-20,0.00,0.00,0.00,0
2023-02-27-21,0.00,0.00,0.00,0
2023-02-27-22,0.00,0.00,0.00,0
2023-02-27-23,0.00,0.00,0.00,0
2023-02-28-0,0.00,0.00,0.00,0
2023-02-28-1,0.00,0.00,0.00,0
2023-02-28-2,0.00,0.00,0.00,0
2023-02-28-3,1.95,0.00,64.84,0
2023-02-28-4,67.66,66.25,200.04,0
2023-02-28-5,35.81,32.87,223.30,0
2023-02-28-6,27.96,26.95,120.72,0
2023-02-28-7,56.15,46.53,198.49,0
2023-02-28-8,74.43,58.87,222.41,0
2023-02-28-9,77.70,62.51,221.51,0
2023-02-28-10,23.82,22.45,123.87,0
2023-02-28-11,22.09,20.11,65.07,0
2023-02-28-12,24.28,23.87,99.91,0
2023-02-28-13,29.43,27.35,70.52,0
2023-02-28-14,37.38,38.46,71.30,0
2023-02-28-15,49.59,41.72,158.41,0
2023-02-28-16,11.15,0.00,152.07,0
2023-02-28-17,0.00,0.00,0.00,0
2023-02-28-18,0.00,0.00,0.00,0
2023-02-28-19,0.00,0.00,0.00,0
2023-02-28-20,0.00,0.00,0.00,0
2023-02-28-21,0.00,0.00,0.00,0
2023-02-28-22,0.00,0.00,0.00,0
2023-02-28-23,0.00,0.00,0.00,0
2023-03-01-0,0.00,0.00,0.00,0
2023-03-01-1,0.00,0.00,0.00,0
2023-03-01-2,0.00,0.00,0.00,0
2023-03-01-3,0.47,0.00,17.55,0
2023-03-01-4,51.97,46.10,105.64,0
2023-03-01-5,25.18,25.18,53.11,0
2023-03-01-6,25.58,26.44,222.71,0
2023-03-01-7,23.51,24.95,45.29,0
2023-03-01-8,20.99,22.43,31.19,0
2023-03-01-9,23.16,24.96,35.29,0
2023-03-01-10,29.01,29.00,69.23,0
2023-03-01-11,38.38,39.74,62.48,0
2023-03-01-12,31.81,31.88,67.91,0
2023-03-01-13,19.01,18.37,41.20,0
2023-03-01-14,12.44,12.24,39.60,0
2023-03-01-15,37.25,27.36,127.91,0
2023-03-01-16,7.66,0.00,121.74,0
2023-03-01-17,0.00,0.00,0.00,0
2023-03-01-18,0.00,0.00,0.00,0
2023-03-01-19,0.00,0.00,0.00,0
2023-03-01-20,0.00,0.00,0.00,0
2023-03-01-21,0.00,0.00,0.00,0
2023-03-01-22,0.00,0.00,0.00,0
2023-03-01-23,0.00,0.00,0.00,0
2023-03-02-0,0.00,0.00,0.00,0
2023-03-02-1,0.00,0.00,0.00,0
2023-03-02-2,0.00,0.00,0.00,0
2023-03-02-3,0.00,0.00,0.00,0
2023-03-02-4,43.40,39.46,132.64,0
2023-03-02-5,25.54,25.30,63.56,0
2023-03-02-6,37.47,39.77,90.16,0
2023-03-02-7,44.60,48.34,224.48,0
2023-03-02-8,103.48,94.04,229.29,0
2023-03-02-9,95.70,79.34,239.15,0
2023-03-02-10,37.19,39.23,58.79,0
2023-03-02-11,44.70,40.07,147.71,0
2023-03-02-12,45.16,44.84,86.57,0
2023-03-02-13,29.99,31.38,49.84,0
2023-03-02-14,15.59,14.17,39.08,0
2023-03-02-15,39.58,30.19,88.72,0
2023-03-02-16,5.33,0.00,88.11,0
2023-03-02-17,0.00,0.00,0.00,0
2023-03-02-18,0.00,0.00,0.00,0
2023-03-02-19,0.00,0.00,0.00,0
2023-03-02-20,0.00,0.00,0.00,0
2023-03-02-21,0.00,0.00,0.00,0
2023-03-02-22,0.00,0.00,0.00,0
2023-03-02-23,0.00,0.00,0.00,0
2023-03-03-0,0.00,0.00,0.00,0
2023-03-03-1,0.00,0.00,0.00,0
2023-03-03-2,0.00,0.00,0.00,0
2023-03-03-3,0.00,0.00,0.00,0
2023-03-03-4,51.36,51.87,81.60,0
2023-03-03-5,45.73,48.45,63.18,0
2023-03-03-6,59.59,62.29,186.87,0
2023-03-03-7,92.73,75.97,239.45,0
2023-03-03-8,127.23,127.26,239.45,0
2023-03-03-9,80.02,82.01,142.85,0
2023-03-03-10,59.02,46.25,211.64,0
2023-03-03-11,95.64,89.77,207.49,0
2023-03-03-12,89.52,90.73,172.29,0
2023-03-03-13,77.19,72.85,182.45,0
2023-03-03-14,36.36,38.43,70.32,0
2023-03-03-15,64.44,62.07,170.16,0
2023-03-03-16,2.51,0.00,90.86,0
2023-03-03-17,0.00,0.00,0.00,0
2023-03-03-18,0.00,0.00,0.00,0
2023-03-03-19,0.00,0.00,0.00,0
2023-03-03-20,0.00,0.00,0.00,0
2023-03-03-21,0.00,0.00,0.00,0
2023-03-03-22,0.00,0.00,0.00,0
2023-03-03-23,0.00,0.00,0.00,0
2023-03-04-0,0.00,0.00,0.00,0
2023-03-04-1,0.00,0.00,0.00,0
2023-03-04-2,0.00,0.00,0.00,0
2023-03-04-3,0.00,0.00,0.00,0
2023-03-04-4,43.88,43.50,131.44,0
2023-03-04-5,22.19,20.87,66.96,0
2023-03-04-6,32.27,28.07,123.20,0
2023-03-04-7,84.52,68.91,231.98,0
2023-03-04-8,69.04,55.89,224.48,0
2023-03-04-9,45.59,42.08,224.48,0
2023-03-04-10,74.94,70.53,208.06,0
2023-03-04-11,71.60,59.03,187.87,0
2023-03-04-12,47.78,48.02,138.00,0
2023-03-04-13,32.38,32.36,68.09,0
2023-03-04-14,33.39,32.32,84.61,0
2023-03-04-15,53.19,52.77,174.27,0
2023-03-04-16,0.00,0.00,0.00,0
2023-03-04-17,0.00,0.00,0.00,0
2023-03-04-18,0.00,0.00,0.00,0
2023-03-04-19,0.00,0.00,0.00,0
2023-03-04-20,0.00,0.00,0.00,0
2023-03-04-21,0.00,0.00,0.00,0
2023-03-04-22,0.00,0.00,0.00,0
2023-03-04-23,0.00,0.00,0.00,0
2023-03-05-0,0.00,0.00,0.00,0
2023-03-05-1,0.00,0.00,0.00,0
2023-03-05-2,0.00,0.00,0.00,0
2023-03-05-3,0.00,0.00,0.00,0
2023-03-05-4,49.25,49.72,196.45,0
2023-03-05-5,36.62,36.97,143.91,0
2023-03-05-6,29.25,27.09,64.86,0
