segment,mean,median,max
2023-03-05-3,28.4,28.99,196.45
2023-03-05-6,70.38,48.29,239.45
2023-03-05-9,97.14,90.38,239.15
2023-03-05-12,71.4,72.08,163.51
2023-03-06-3,30.65,25.56,224.48
2023-03-06-6,53.03,55.32,144.1
2023-03-06-9,79.37,70.08,224.48
2023-03-06-12,72.03,71.82,165.52
2023-03-07-3,31.8,31.06,224.48
2023-03-07-6,129.65,127.61,239.45
2023-03-07-9,115.67,110.63,239.45
2023-03-07-12,65.47,58.03,216.84
2023-03-08-6,50.36,52.91,205.14
2023-03-08-9,86.6,77.99,236.12
2023-03-08-12,40.03,37.1,224.48
2023-03-09-6,43.69,41.77,160.12
2023-03-09-9,35.81,34.54,88.71
2023-03-09-12,37.64,35.52,104.43
2023-03-10-9,17.15,16.11,46.93
2023-03-10-12,20.87,18.18,219.78
2023-03-11-6,17.63,16.3,80.6
2023-03-11-12,18.78,17.0,209.21
2023-03-12-6,36.04,16.22,220.62
2023-03-12-9,60.47,56.99,189.62
2023-03-12-12,26.72,26.09,79.28
2023-03-14-6,52.61,44.81,230.48
2023-03-14-9,96.3,89.68,249.07
2023-03-14-12,70.9,66.04,192.63
2023-03-15-6,83.44,84.9,249.07
2023-03-15-9,97.04,89.95,247.93
2023-03-15-12,48.66,46.19,154.19
2023-03-16-12,24.55,20.0,224.48
2023-03-17-9,33.24,24.32,217.03
2023-03-17-12,58.66,54.42,223.89
2023-03-18-9,45.33,24.02,247.02
2023-03-18-12,45.26,39.29,205.23
2023-03-19-6,28.07,22.65,197.29
2023-03-19-9,30.09,26.34,176.68
2023-03-19-12,40.45,33.42,161.62
2023-03-20-9,36.09,18.79,221.7
2023-03-20-12,83.42,74.53,224.48
2023-03-21-9,41.14,31.64,195.55
2023-03-21-12,30.65,25.02,179.14
2023-03-22-6,63.12,42.93,236.16
2023-03-22-9,95.28,85.78,248.84
2023-03-22-12,53.24,54.45,224.48
2023-03-23-6,44.2,15.65,213.99
2023-03-23-9,119.92,121.42,248.05
2023-03-23-12,73.7,48.77,248.96
2023-03-24-6,101.75,91.96,248.73
2023-03-24-9,100.4,88.97,248.96
2023-03-24-12,84.83,84.28,214.83
2023-03-25-6,47.54,33.13,249.07
2023-03-25-9,68.94,46.31,244.77
2023-03-25-12,56.27,55.36,224.48
2023-03-26-12,23.73,15.54,161.35
2023-03-28-9,22.26,20.06,144.36
2023-03-28-12,35.4,27.92,180.94
2023-03-29-12,36.17,36.42,118.01
2023-03-30-6,66.7,55.54,223.89
2023-03-30-9,76.58,69.19,221.21
2023-03-30-12,57.79,56.49,199.77
2023-03-31-6,62.07,55.84,224.48
2023-03-31-9,91.3,87.52,227.49
2023-03-31-12,34.53,32.7,108.22
2023-04-01-6,33.57,31.53,221.54
2023-04-01-9,78.37,83.95,214.45
2023-04-01-12,54.16,56.4,224.48
2023-04-02-6,91.62,89.0,223.89
2023-04-02-9,50.48,37.09,211.05
2023-04-02-12,19.73,15.4,104.13
2023-04-03-6,58.73,54.16,194.47
2023-04-03-9,87.56,83.63,226.57
2023-04-03-12,53.41,47.1,224.48
2023-04-04-6,82.74,81.19,209.85
2023-04-04-9,73.66,72.52,224.48
2023-04-04-12,35.6,39.03,106.37
2023-04-05-6,50.56,46.86,111.41
2023-04-05-9,54.52,49.81,214.34
2023-04-05-12,43.5,51.88,119.28
2023-04-06-6,39.86,36.84,114.9
2023-04-06-9,74.26,68.04,229.47
2023-04-06-12,38.07,47.21,223.89
2023-04-07-6,50.67,37.18,211.35
2023-04-07-9,71.64,75.19,204.08
2023-04-07-12,41.79,48.44,224.36
2023-04-08-6,33.95,26.16,135.82
2023-04-08-9,20.38,18.73,184.14
2023-04-10-6,67.7,62.1,223.3
2023-04-10-9,33.2,24.01,249.07
2023-04-11-6,52.26,46.57,216.73
2023-04-14-6,27.75,19.86,205.24
2023-04-14-9,52.42,42.31,235.86
2023-04-15-6,52.82,50.78,213.44
2023-04-15-9,44.59,36.43,204.84
2023-04-16-6,47.39,43.68,221.51
2023-04-16-9,38.02,33.2,123.46
2023-04-17-6,23.78,16.21,99.41
2023-04-17-9,26.54,23.49,136.63
2023-04-19-9,81.63,75.04,224.48
2023-04-21-6,30.74,21.84,237.46
2023-04-21-9,72.13,57.2,239.45
2023-04-23-6,34.01,31.68,155.62
2023-04-23-9,83.44,68.58,239.15
2023-04-24-6,59.45,30.56,239.45
2023-04-24-9,82.75,64.33,239.45
2023-04-25-6,27.52,17.8,224.48
2023-04-25-9,31.28,20.05,224.48
2023-04-26-6,43.36,35.31,232.57
2023-04-26-9,71.78,63.58,224.48
2023-04-27-6,61.77,31.64,239.45
2023-04-27-9,77.94,74.33,223.6
2023-04-28-9,103.78,105.22,236.46
2023-04-29-9,92.78,85.55,238.85
2023-11-02-3,23.42,24.27,223.89
2023-11-02-6,23.95,25.26,61.44
2023-11-02-9,26.85,28.77,62.41
2023-11-02-12,27.9,29.01,61.43
2023-11-02-15,21.86,21.54,108.91
2023-11-05-3,20.05,21.04,62.26
2023-11-05-6,20.71,22.26,62.15
2023-11-05-9,61.91,56.33,211.05
2023-11-05-12,42.86,41.66,150.71
2023-11-08-3,24.66,25.02,86.71
2023-11-08-6,25.12,25.08,99.38
2023-11-08-9,39.89,34.19,219.72
2023-11-08-12,23.34,24.2,59.19
2023-11-08-15,24.5,19.87,224.48
2023-11-10-3,19.71,20.6,57.19
2023-11-10-6,23.12,24.34,58.06
2023-11-10-9,21.97,22.84,58.51
2023-11-10-12,25.05,24.79,59.74
2023-11-10-15,23.44,22.47,166.38
2023-11-12-3,19.13,19.98,56.82
2023-11-12-6,35.44,29.81,192.59
2023-11-12-9,43.91,47.05,77.32
2023-11-12-12,28.53,29.12,60.77
2023-11-12-15,27.49,23.25,224.48
2023-11-13-3,26.22,27.38,59.6
2023-11-13-6,23.22,24.26,58.42
2023-11-13-9,21.68,22.55,62.1
2023-11-13-12,22.29,23.44,58.42
2023-11-13-15,24.8,21.42,209.21
2023-11-15-3,22.2,23.74,51.44
2023-11-15-6,35.26,35.99,166.39
2023-11-15-9,69.14,59.65,205.37
2023-11-15-12,57.09,55.0,200.33
2023-11-15-15,30.5,27.63,166.88
2023-11-18-3,22.1,23.02,48.06
2023-11-18-6,22.44,23.63,81.61
2023-11-18-9,24.08,25.29,109.47
2023-11-18-12,22.49,23.92,51.58
2023-11-18-15,27.35,23.37,166.08
2023-11-19-3,20.78,21.88,49.49
2023-11-19-6,23.48,23.42,74.37
2023-11-19-9,27.0,25.94,66.32
2023-11-19-12,23.02,24.53,49.23
2023-11-19-15,28.01,24.51,166.28
2023-11-20-3,21.19,22.5,51.15
2023-11-20-6,35.84,33.44,71.72
2023-11-20-9,37.69,37.99,75.95
2023-11-20-12,25.06,26.97,53.13
2023-11-20-15,34.62,35.06,166.4
2023-11-21-3,25.19,25.44,58.95
2023-11-21-6,57.33,31.35,239.45
2023-11-21-9,45.73,42.59,158.34
2023-11-21-12,89.8,73.09,239.45
2023-11-21-15,95.05,96.68,239.45
2023-11-22-3,63.81,58.63,239.45
2023-11-22-6,106.42,100.94,248.96
2023-11-22-9,97.86,89.41,239.45
2023-11-22-12,61.25,51.4,229.58
2023-11-22-15,61.98,60.08,219.72
2023-11-23-3,28.92,29.35,90.41
2023-11-23-6,53.1,51.78,224.48
2023-11-23-9,41.57,42.46,122.11
2023-11-23-12,23.97,25.0,42.21
2023-12-01-3,17.36,17.64,213.82
2023-12-01-6,37.61,32.73,202.67
2023-12-01-9,58.58,39.22,239.45
2023-12-01-12,59.14,55.45,221.14
2023-12-01-15,38.82,33.81,161.19
2023-12-02-3,15.87,15.2,72.44
2023-12-02-9,19.36,17.52,172.4
2023-12-02-15,25.69,15.89,224.48
2023-12-04-6,25.82,16.65,197.59
2023-12-04-9,26.16,24.51,83.3
2023-12-04-12,25.96,25.13,64.98
2023-12-04-15,30.3,22.86,224.48
2023-12-05-6,19.08,20.42,83.77
2023-12-05-9,46.15,46.32,191.33
2023-12-05-12,37.19,35.36,118.62
2023-12-05-15,32.77,29.1,220.37
2023-12-06-6,24.74,23.9,60.77
2023-12-06-12,27.03,27.12,52.56
2023-12-06-15,20.91,16.62,162.69
2023-12-14-0,17.74,16.5,159.97
2023-12-14-3,21.79,22.24,64.48
2023-12-14-6,24.6,24.42,86.45
2023-12-14-9,39.89,28.08,187.27
2023-12-14-12,19.01,18.98,44.49
2023-12-14-15,33.11,32.61,162.49
