segment,mean,median,max,sunlight_contamination
2012-02-26-11,36.87,38.21,70.44,0
2012-02-26-12,46.21,46.55,97.77,0
2012-02-26-13,17.63,15.28,52.98,0
2012-02-26-14,6.27,6.21,19.98,0
2012-02-26-15,13.44,7.72,56.98,0
2012-02-26-16,8.91,0.00,55.35,0
2012-02-26-17,0.00,0.00,0.00,0
2012-02-26-18,0.00,0.00,0.00,0
2012-02-26-19,0.00,0.00,0.00,0
2012-02-26-20,0.00,0.00,0.00,0
2012-02-26-21,0.00,0.00,0.00,0
2012-02-26-22,0.00,0.00,0.00,0
2012-02-26-23,0.00,0.00,0.00,0
2012-02-27-0,0.00,0.00,0.00,0
2012-02-27-1,0.00,0.00,0.00,0
2012-02-27-2,0.00,0.00,0.00,0
2012-02-27-3,0.44,0.00,32.31,0
2012-02-27-4,23.51,20.25,106.11,0
2012-02-27-5,9.74,8.63,28.75,0
2012-02-27-6,10.20,10.41,23.42,0
2012-02-27-7,9.77,10.10,22.36,0
2012-02-27-8,13.79,13.34,40.31,0
2012-02-27-9,20.62,20.43,48.55,0
2012-02-27-10,20.47,21.02,39.67,0
2012-02-27-11,35.99,36.15,69.50,0
2012-02-27-12,29.63,29.82,56.40,0
2012-02-27-13,35.38,35.35,70.42,0
2012-02-27-14,49.27,48.79,107.50,0
2012-02-27-15,77.80,78.00,156.93,0
2012-02-27-16,19.07,0.00,152.48,0
2012-02-27-17,0.00,0.00,0.00,0
2012-02-27-18,0.00,0.00,0.00,0
2012-02-27-19,0.00,0.00,0.00,0
2012-02-27-20,0.00,0.00,0.00,0
2012-02-27-21,0.00,0.00,0.00,0
2012-02-27-22,0.00,0.00,0.00,0
2012-02-27-23,0.00,0.00,0.00,0
2012-02-28-0,0.00,0.00,0.00,0
2012-02-28-1,0.00,0.00,0.00,0
2012-02-28-2,0.00,0.00,0.00,0
2012-02-28-3,0.00,0.00,0.00,0
2012-02-28-4,16.09,16.49,36.01,0
2012-02-28-5,10.81,11.88,16.97,0
2012-02-28-6,22.40,14.26,113.73,0
2012-02-28-7,81.94,80.13,168.06,0
2012-02-28-8,97.49,103.57,165.94,0
2012-02-28-9,66.24,63.97,140.34,0
2012-02-28-10,27.87,27.85,60.72,0
2012-02-28-11,22.81,21.04,50.94,0
2012-02-28-12,17.80,16.31,50.27,0
2012-02-28-13,11.68,11.01,29.69,0
2012-02-28-14,9.83,8.63,26.51,0
2012-02-28-15,29.87,17.48,134.04,0
2012-02-28-16,1.70,0.00,136.09,0
2012-02-28-17,0.00,0.00,0.00,0
2012-02-28-18,0.00,0.00,0.00,0
2012-02-28-19,0.00,0.00,0.00,0
2012-02-28-20,0.00,0.00,0.00,0
2012-02-28-21,0.00,0.00,0.00,0
2012-02-28-22,0.00,0.00,0.00,0
2012-02-28-23,0.00,0.00,0.00,0
2012-02-29-0,0.00,0.00,0.00,0
2012-02-29-1,0.00,0.00,0.00,0
2012-02-29-2,0.00,0.00,0.00,0
2012-02-29-3,0.00,0.00,0.00,0
2012-02-29-4,0.00,0.00,0.00,0
2012-02-29-5,12.49,9.82,112.95,0
2012-02-29-6,10.80,8.32,46.22,0
2012-02-29-7,11.44,7.72,55.85,0
2012-02-29-8,18.97,14.96,120.76,0
2012-02-29-9,17.51,14.92,102.07,0
2012-02-29-10,15.23,12.75,57.06,0
2012-02-29-11,12.34,10.70,49.31,0
2012-02-29-12,9.97,8.03,29.74,0
2012-02-29-13,8.79,6.23,52.42,0
2012-02-29-14,8.28,5.35,27.42,0
2012-02-29-15,24.26,17.55,133.17,0
2012-02-29-16,1.92,0.00,94.16,0
2012-02-29-17,0.00,0.00,0.00,0
2012-02-29-18,0.00,0.00,0.00,0
2012-02-29-19,0.00,0.00,0.00,0
2012-02-29-20,0.00,0.00,0.00,0
2012-02-29-21,0.00,0.00,0.00,0
2012-02-29-22,0.00,0.00,0.00,0
2012-02-29-23,0.00,0.00,0.00,0
2012-03-01-0,0.00,0.00,0.00,0
2012-03-01-1,0.00,0.00,0.00,0
2012-03-01-2,0.00,0.00,0.00,0
2012-03-01-3,0.00,0.00,0.00,0
2012-03-01-4,6.59,0.00,97.59,0
2012-03-01-5,29.79,24.38,248.96,0
2012-03-01-6,40.16,27.98,216.23,0
2012-03-01-7,29.70,28.19,142.56,0
2012-03-01-8,31.34,31.44,135.93,0
2012-03-01-9,119.51,123.95,249.07,0
2012-03-01-10,156.64,169.05,249.07,0
2012-03-01-11,111.09,102.28,228.34,0
2012-03-01-12,132.50,136.56,249.07,0
2012-03-01-13,98.29,88.44,205.04,0
2012-03-01-14,73.15,63.74,190.54,0
2012-03-01-15,72.31,72.66,168.80,0
2012-03-01-16,0.00,0.00,0.00,0
2012-03-01-17,0.00,0.00,0.00,0
2012-03-01-18,0.00,0.00,0.00,0
2012-03-01-19,0.00,0.00,0.00,0
2012-03-01-20,0.00,0.00,0.00,0
2012-03-01-21,0.00,0.00,0.00,0
2012-03-01-22,0.00,0.00,0.00,0
2012-03-01-23,0.00,0.00,0.00,0
2012-03-02-0,0.00,0.00,0.00,0
2012-03-02-1,0.00,0.00,0.00,0
2012-03-02-2,0.00,0.00,0.00,0
2012-03-02-3,0.00,0.00,0.00,0
2012-03-02-4,20.73,22.77,200.23,0
2012-03-02-5,31.42,27.34,200.42,0
2012-03-02-6,38.03,35.54,249.07,0
2012-03-02-7,66.20,47.01,248.16,0
2012-03-02-8,50.30,48.86,211.13,0
2012-03-02-9,33.49,32.37,115.43,0
2012-03-02-10,35.08,31.17,197.89,0
2012-03-02-11,51.25,42.82,221.81,0
2012-03-02-12,74.12,73.92,219.68,0
2012-03-02-13,92.30,90.50,206.75,0
2012-03-02-14,52.03,46.97,125.37,0
2012-03-02-15,60.12,52.44,153.01,0
2012-03-02-16,0.00,0.00,0.00,0
2012-03-02-17,0.00,0.00,0.00,0
2012-03-02-18,0.00,0.00,0.00,0
2012-03-02-19,0.00,0.00,0.00,0
2012-03-02-20,0.00,0.00,0.00,0
2012-03-02-21,0.00,0.00,0.00,0
2012-03-02-22,0.00,0.00,0.00,0
2012-03-02-23,0.00,0.00,0.00,0
2012-03-03-0,0.00,0.00,0.00,0
2012-03-03-1,0.00,0.00,0.00,0
2012-03-03-2,0.00,0.00,0.00,0
2012-03-03-3,0.00,0.00,0.00,0
2012-03-03-4,3.01,0.00,28.27,0
2012-03-03-5,32.15,6.84,128.32,1
2012-03-03-6,120.17,125.52,243.60,0
2012-03-03-7,123.99,117.48,248.39,0
2012-03-03-8,143.58,143.12,247.02,0
2012-03-03-9,75.55,77.28,172.82,0
2012-03-03-10,35.28,32.93,88.83,0
2012-03-03-11,38.42,34.21,142.46,0
2012-03-03-12,56.66,58.36,121.27,0
2012-03-03-13,66.93,67.75,139.56,0
2012-03-03-14,49.37,45.93,133.68,0
2012-03-03-15,57.98,60.02,138.24,0
2012-03-03-16,0.00,0.00,0.00,0
2012-03-03-17,0.00,0.00,0.00,0
2012-03-03-18,0.00,0.00,0.00,0
2012-03-03-19,0.00,0.00,0.00,0
2012-03-03-20,0.00,0.00,0.00,0
2012-03-03-21,0.00,0.00,0.00,0
2012-03-03-22,0.00,0.00,0.00,0
2012-03-03-23,0.00,0.00,0.00,0
2012-03-04-0,0.00,0.00,0.00,0
2012-03-04-1,0.00,0.00,0.00,0
2012-03-04-2,0.00,0.00,0.00,0
2012-03-04-3,0.00,0.00,0.00,0
2012-03-04-4,2.43,0.00,29.22,0
2012-03-04-5,4.96,2.39,23.79,1
2012-03-04-6,17.84,22.81,33.00,1
2012-03-04-7,80.16,33.51,249.07,1
2012-03-04-8,112.04,107.11,246.11,0
2012-03-04-9,88.60,82.17,239.45,0
2012-03-04-10,150.19,157.22,244.85,0
2012-03-04-11,113.64,115.27,198.09,0
2012-03-04-12,51.80,49.32,137.29,0
2012-03-04-13,16.37,13.28,57.29,0
2012-03-04-14,18.07,11.86,85.42,0
2012-03-04-15,59.50,60.52,184.82,0
2012-03-04-16,0.00,0.00,0.00,0
2012-03-04-17,0.00,0.00,0.00,0
2012-03-04-18,0.00,0.00,0.00,0
2012-03-04-19,0.00,0.00,0.00,0
2012-03-04-20,0.00,0.00,0.00,0
2012-03-04-21,0.00,0.00,0.00,0
2012-03-04-22,0.00,0.00,0.00,0
2012-03-04-23,0.00,0.00,0.00,0
2012-03-05-0,0.00,0.00,0.00,0
2012-03-05-1,0.00,0.00,0.00,0
2012-03-05-2,0.00,0.00,0.00,0
2012-03-05-3,0.00,0.00,0.00,0
2012-03-05-4,2.74,0.00,34.17,0
2012-03-05-5,18.33,3.23,133.11,1
2012-03-05-6,89.01,99.60,229.33,1
2012-03-05-7,127.74,130.20,248.62,0
2012-03-05-8,105.04,113.51,244.97,1
2012-03-05-9,22.47,9.14,224.48,1
2012-03-05-10,134.71,137.13,249.07,0
2012-03-05-11,128.66,130.51,246.79,0
2012-03-05-12,54.63,60.07,108.02,0
2012-03-05-13,27.62,26.79,79.18,0
2012-03-05-14,40.79,27.23,192.97,0
2012-03-05-15,61.47,52.10,166.76,0
2012-03-05-16,0.00,0.00,0.00,0
2012-03-05-17,0.00,0.00,0.00,0
2012-03-05-18,0.00,0.00,0.00,0
2012-03-05-19,0.00,0.00,0.00,0
2012-03-05-20,0.00,0.00,0.00,0
2012-03-05-21,0.00,0.00,0.00,0
2012-03-05-22,0.00,0.00,0.00,0
2012-03-05-23,0.00,0.00,0.00,0
2012-03-06-0,0.00,0.00,0.00,0
2012-03-06-1,0.00,0.00,0.00,0
2012-03-06-2,0.00,0.00,0.00,0
2012-03-06-3,0.00,0.00,0.00,0
2012-03-06-4,1.52,0.00,28.63,0
2012-03-06-5,4.70,1.77,25.02,1
2012-03-06-6,4.65,2.98,24.09,1
2012-03-06-7,5.97,3.86,30.77,1
2012-03-06-8,6.13,4.75,24.64,1
2012-03-06-9,25.81,9.78,223.89,1
2012-03-06-10,13.57,9.21,218.24,1
2012-03-06-11,15.15,19.80,28.21,1
2012-03-06-12,20.71,21.51,57.39,0
2012-03-06-13,36.31,35.03,72.02,0
2012-03-06-14,76.62,75.86,167.24,0
2012-03-06-15,40.38,44.84,94.19,0
2012-03-06-16,0.00,0.00,0.00,0
2012-03-06-17,0.00,0.00,0.00,0
2012-03-06-18,0.00,0.00,0.00,0
2012-03-06-19,0.00,0.00,0.00,0
2012-03-06-20,0.00,0.00,0.00,0
2012-03-06-21,0.00,0.00,0.00,0
2012-03-06-22,0.00,0.00,0.00,0
2012-03-06-23,0.00,0.00,0.00,0
2012-03-07-0,0.00,0.00,0.00,0
2012-03-07-1,0.00,0.00,0.00,0
2012-03-07-2,0.00,0.00,0.00,0
2012-03-07-3,0.00,0.00,0.00,0
2012-03-07-4,1.51,0.00,36.59,0
2012-03-07-5,3.47,1.77,21.30,1
2012-03-07-6,204.75,232.01,249.07,0
2012-03-07-7,82.37,8.69,243.60,1
2012-03-07-8,70.08,8.84,242.92,1
2012-03-07-9,55.68,6.48,222.80,1
2012-03-07-10,146.31,195.03,246.11,1
2012-03-07-11,44.49,11.20,228.89,1
2012-03-07-12,6.52,3.84,33.02,1
2012-03-07-13,6.08,1.79,26.07,1
2012-03-07-14,15.32,3.86,207.27,1
2012-03-07-15,0.83,0.00,37.11,0
2012-03-07-16,0.00,0.00,0.00,0
2012-03-07-17,0.00,0.00,0.00,0
2012-03-07-18,0.00,0.00,0.00,0
2012-03-07-19,0.00,0.00,0.00,0
2012-03-07-20,0.00,0.00,0.00,0
2012-03-07-21,0.00,0.00,0.00,0
2012-03-07-22,0.00,0.00,0.00,0
2012-03-07-23,0.00,0.00,0.00,0
2012-03-08-0,0.00,0.00,0.00,0
2012-03-08-1,0.00,0.00,0.00,0
2012-03-08-2,0.00,0.00,0.00,0
2012-03-08-3,0.00,0.00,0.00,0
2012-03-08-4,5.15,0.00,32.27,0
2012-03-08-5,18.15,21.79,29.38,1
2012-03-08-6,13.29,15.72,28.29,1
2012-03-08-7,9.39,5.88,27.95,1
2012-03-08-8,6.46,3.29,22.36,1
2012-03-08-9,9.47,7.46,24.60,1
2012-03-08-10,12.78,11.01,215.69,1
2012-03-08-11,201.75,214.82,249.07,1
2012-03-08-12,109.77,68.81,232.77,1
2012-03-08-13,26.60,10.94,227.83,1
2012-03-08-14,123.60,187.83,248.96,1
2012-03-08-15,13.42,0.00,245.31,0
2012-03-08-16,0.00,0.00,0.00,0
2012-03-08-17,0.00,0.00,0.00,0
2012-03-08-18,0.00,0.00,0.00,0
2012-03-08-19,0.00,0.00,0.00,0
2012-03-08-20,0.00,0.00,0.00,0
2012-03-08-21,0.00,0.00,0.00,0
2012-03-08-22,0.00,0.00,0.00,0
2012-03-08-23,0.00,0.00,0.00,0
2012-03-09-0,0.00,0.00,0.00,0
2012-03-09-1,0.00,0.00,0.00,0
2012-03-09-2,0.00,0.00,0.00,0
2012-03-09-3,0.00,0.00,0.00,0
2012-03-09-4,4.14,0.00,39.60,0
2012-03-09-5,23.66,24.84,51.60,0
2012-03-09-6,130.16,122.06,249.07,0
2012-03-09-7,119.20,118.57,246.34,0
2012-03-09-8,118.35,150.46,249.07,1
2012-03-09-9,154.68,167.58,249.07,0
2012-03-09-10,15.10,2.35,138.52,1
2012-03-09-11,114.85,140.91,249.07,1
2012-03-09-12,5.63,2.07,71.33,1
2012-03-09-13,4.77,1.78,59.69,1
2012-03-09-14,4.67,2.30,30.55,1
2012-03-09-15,0.71,0.00,37.29,0
2012-03-09-16,0.00,0.00,0.00,0
2012-03-09-17,0.00,0.00,0.00,0
2012-03-09-18,0.00,0.00,0.00,0
2012-03-09-19,0.00,0.00,0.00,0
2012-03-09-20,0.00,0.00,0.00,0
2012-03-09-21,0.00,0.00,0.00,0
2012-03-09-22,0.00,0.00,0.00,0
2012-03-09-23,0.00,0.00,0.00,0
2012-03-10-0,0.00,0.00,0.00,0
2012-03-10-1,0.00,0.00,0.00,0
2012-03-10-2,0.00,0.00,0.00,0
2012-03-10-3,0.00,0.00,0.00,0
2012-03-10-4,7.92,0.00,67.41,0
2012-03-10-5,41.48,38.05,146.59,0
2012-03-10-6,65.28,61.30,203.31,0
2012-03-10-7,72.15,64.00,234.19,0
2012-03-10-8,76.20,73.22,211.24,0
2012-03-10-9,51.95,54.73,106.96,0
2012-03-10-10,58.13,50.31,194.49,0
2012-03-10-11,90.33,84.71,242.36,0
2012-03-10-12,71.50,74.12,220.32,0
2012-03-10-13,107.26,101.88,249.07,0
2012-03-10-14,97.37,96.27,224.02,0
2012-03-10-15,47.85,0.00,200.62,0
2012-03-10-16,0.00,0.00,0.00,0
2012-03-10-17,0.00,0.00,0.00,0
2012-03-10-18,0.00,0.00,0.00,0
2012-03-10-19,0.00,0.00,0.00,0
2012-03-10-20,0.00,0.00,0.00,0
2012-03-10-21,0.00,0.00,0.00,0
2012-03-10-22,0.00,0.00,0.00,0
2012-03-10-23,0.00,0.00,0.00,0
2012-03-11-0,0.00,0.00,0.00,0
2012-03-11-1,0.00,0.00,0.00,0
2012-03-11-2,0.00,0.00,0.00,0
2012-03-11-3,0.00,0.00,0.00,0
2012-03-11-4,0.40,0.00,218.13,0
2012-03-11-5,10.43,7.43,70.67,0
2012-03-11-6,7.17,5.06,39.49,0
2012-03-11-7,10.11,10.07,22.36,0
2012-03-11-8,20.35,12.44,193.31,0
2012-03-11-9,41.68,22.85,219.64,0
2012-03-11-10,58.47,57.54,169.02,0
2012-03-11-11,48.37,46.55,108.15,0
2012-03-11-12,41.94,39.30,164.55,0
2012-03-11-13,48.24,47.29,115.53,0
2012-03-11-14,33.34,29.01,124.41,0
2012-03-11-15,10.71,0.00,122.03,0
2012-03-11-16,0.00,0.00,0.00,0
2012-03-11-17,0.00,0.00,0.00,0
2012-03-11-18,0.00,0.00,0.00,0
2012-03-11-19,0.00,0.00,0.00,0
2012-03-11-20,0.00,0.00,0.00,0
2012-03-11-21,0.00,0.00,0.00,0
2012-03-11-22,0.00,0.00,0.00,0
2012-03-11-23,0.00,0.00,0.00,0
2012-03-12-0,0.00,0.00,0.00,0
2012-03-12-1,0.00,0.00,0.00,0
2012-03-12-2,0.00,0.00,0.00,0
2012-03-12-3,0.00,0.00,0.00,0
2012-03-12-4,4.42,0.00,33.68,0
2012-03-12-5,13.44,11.24,32.94,0
2012-03-12-6,7.77,6.53,31.10,0
2012-03-12-7,7.78,7.13,26.70,0
2012-03-12-8,14.95,13.06,180.59,0
2012-03-12-9,151.50,202.09,249.07,0
2012-03-12-10,156.31,164.68,249.07,0
2012-03-12-11,109.16,104.41,249.07,0
2012-03-12-12,124.70,107.77,249.07,0
2012-03-12-13,56.31,58.08,99.40,0
2012-03-12-14,57.69,58.81,117.39,0
2012-03-12-15,10.81,0.00,116.06,0
2012-03-12-16,0.00,0.00,0.00,0
2012-03-12-17,0.00,0.00,0.00,0
2012-03-12-18,0.00,0.00,0.00,0
2012-03-12-19,0.00,0.00,0.00,0
2012-03-12-20,0.00,0.00,0.00,0
2012-03-12-21,0.00,0.00,0.00,0
2012-03-12-22,0.00,0.00,0.00,0
2012-03-12-23,0.00,0.00,0.00,0
2012-03-13-0,0.00,0.00,0.00,0
2012-03-13-1,0.00,0.00,0.00,0
2012-03-13-2,0.00,0.00,0.00,0
2012-03-13-3,0.00,0.00,0.00,0
2012-03-13-4,4.93,0.00,159.21,0
2012-03-13-5,23.45,22.06,191.02,0
2012-03-13-6,11.78,8.61,175.52,0
2012-03-13-7,23.29,17.38,181.76,0
2012-03-13-8,26.40,21.81,211.84,0
2012-03-13-9,38.25,27.51,246.79,0
2012-03-13-10,49.85,46.13,236.59,0
2012-03-13-11,29.77,29.67,154.34,0
2012-03-13-12,58.09,56.06,210.22,0
2012-03-13-13,37.94,37.21,107.99,0
2012-03-13-14,27.83,23.47,149.32,0
2012-03-13-15,10.94,0.00,150.49,0
2012-03-13-16,0.00,0.00,0.00,0
2012-03-13-17,0.00,0.00,0.00,0
2012-03-13-18,0.00,0.00,0.00,0
2012-03-13-19,0.00,0.00,0.00,0
2012-03-13-20,0.00,0.00,0.00,0
2012-03-13-21,0.00,0.00,0.00,0
2012-03-13-22,0.00,0.00,0.00,0
2012-03-13-23,0.00,0.00,0.00,0
2012-03-14-0,0.00,0.00,0.00,0
2012-03-14-1,0.00,0.00,0.00,0
2012-03-14-2,0.00,0.00,0.00,0
2012-03-14-3,0.00,0.00,0.00,0
2012-03-14-4,2.88,0.00,47.32,0
2012-03-14-5,14.68,12.20,47.67,0
2012-03-14-6,7.25,4.46,78.94,0
