segment,mean,median,max,sunlight_contamination
2018-01-08-6,13.42,9.19,101.76,0
2018-01-08-9,31.80,17.08,146.59,0
2018-01-08-12,39.90,19.48,236.19,0
2018-01-08-15,55.65,37.17,249.07,0
2018-01-08-18,1.09,0.00,220.25,0
2018-01-08-21,0.00,0.00,0.00,0
2018-01-09-0,6.60,0.00,248.96,0
2018-01-09-3,10.70,7.82,179.26,0
2018-01-09-6,14.49,9.16,196.46,0
2018-01-09-9,27.21,15.71,214.63,0
2018-01-09-12,30.07,21.40,134.94,0
2018-01-09-15,26.01,20.45,124.93,0
2018-01-09-18,2.83,0.00,121.38,0
2018-01-09-21,0.00,0.00,0.00,0
2018-01-10-0,7.28,0.00,247.48,0
2018-01-10-3,7.44,6.04,34.83,0
2018-01-10-6,11.41,6.57,223.31,0
2018-01-10-9,15.76,10.32,174.65,0
2018-01-10-12,15.41,11.50,69.51,0
2018-01-10-15,12.13,7.81,73.06,0
2018-01-10-18,1.14,0.00,71.42,0
2018-01-10-21,0.00,0.00,0.00,0
2018-01-11-0,7.12,0.00,55.60,0
2018-01-11-3,3.96,3.98,24.33,0
2018-01-11-6,4.05,4.10,24.15,0
2018-01-11-9,6.24,5.75,72.89,0
2018-01-11-12,6.01,5.76,25.37,0
2018-01-11-15,10.33,5.81,69.25,0
2018-01-11-18,2.62,0.00,67.25,0
2018-01-11-21,0.00,0.00,0.00,0
2018-01-12-0,9.31,0.00,224.48,0
2018-01-12-3,5.33,4.38,30.98,0
2018-01-12-6,9.44,4.39,227.79,0
2018-01-12-9,28.72,17.92,235.05,0
2018-01-12-12,25.06,13.71,143.60,0
2018-01-12-15,15.41,7.13,160.29,0
2018-01-12-18,2.73,0.00,155.27,0
2018-01-12-21,0.00,0.00,0.00,0
2018-01-13-0,7.98,0.00,224.06,0
2018-01-13-3,5.74,4.99,31.21,0
2018-01-13-6,11.32,6.88,182.78,0
2018-01-13-9,60.55,53.57,239.45,0
2018-01-13-12,54.70,43.54,236.94,0
2018-01-13-15,21.90,12.62,145.80,0
2018-01-13-18,2.46,0.00,143.74,0
2018-01-13-21,0.00,0.00,0.00,0
2018-01-14-0,6.96,0.00,46.82,0
2018-01-14-3,22.38,12.51,128.05,0
2018-01-14-6,28.96,27.29,167.36,0
2018-01-14-9,24.37,19.47,197.76,0
2018-01-14-12,30.08,30.51,59.63,0
2018-01-14-15,16.36,13.60,59.68,0
2018-01-14-18,1.51,0.00,57.56,0
2018-01-14-21,0.00,0.00,0.00,0
2018-01-15-0,5.85,0.00,35.30,0
2018-01-15-3,8.68,7.95,27.97,0
2018-01-15-6,29.02,27.33,106.57,0
2018-01-15-9,26.21,23.84,89.10,0
2018-01-15-12,8.56,7.94,27.12,0
2018-01-15-15,15.88,13.67,43.09,0
2018-01-15-18,0.20,0.00,21.99,0
2018-01-15-21,0.00,0.00,0.00,0
2018-01-16-0,6.61,0.00,221.90,0
2018-01-16-3,5.48,4.58,25.95,0
2018-01-16-6,7.32,5.17,52.28,0
2018-01-16-9,29.44,22.63,212.60,0
2018-01-16-12,10.56,9.65,57.15,0
2018-01-16-15,13.92,7.51,91.66,0
2018-01-16-18,0.94,0.00,72.45,0
2018-01-16-21,0.00,0.00,0.00,0
2018-01-17-0,6.17,0.00,66.01,0
2018-01-17-3,2.19,2.08,25.09,0
2018-01-17-6,1.88,1.90,11.58,0
2018-01-17-9,3.96,3.09,19.72,0
2018-01-17-12,1.48,1.31,12.88,0
2018-01-17-15,6.87,3.10,39.89,0
2018-01-17-18,0.00,0.00,0.00,0
2018-01-17-21,0.00,0.00,0.00,0
2018-01-18-0,6.95,0.00,55.87,0
2018-01-18-3,4.72,4.10,25.83,0
2018-01-18-6,4.87,4.28,27.03,0
2018-01-18-9,5.66,4.69,29.19,0
2018-01-18-12,5.78,4.99,25.19,0
2018-01-18-15,12.09,5.77,66.80,0
2018-01-18-18,0.04,0.00,5.98,0
2018-01-18-21,0.00,0.00,0.00,0
2018-01-19-0,7.67,0.00,60.73,0
2018-01-19-3,7.42,4.93,62.71,0
2018-01-19-6,43.81,42.87,223.89,0
2018-01-19-9,58.19,48.96,220.54,0
2018-01-19-12,19.53,14.93,81.02,0
2018-01-19-15,11.11,8.25,42.50,0
2018-01-19-18,0.00,0.00,0.00,0
2018-01-19-21,0.00,0.00,0.00,0
2018-01-20-0,7.28,0.00,52.61,0
2018-01-20-3,17.18,10.57,96.10,0
2018-01-20-6,58.86,45.04,212.02,0
2018-01-20-9,11.82,0.00,197.81,0
2018-01-20-12,0.00,0.00,0.00,0
2018-01-20-15,0.00,0.00,0.00,0
2018-01-20-18,0.00,0.00,0.00,0
2018-01-20-21,0.00,0.00,0.00,0
2018-01-21-0,3.04,0.00,58.46,0
2018-01-21-3,5.42,5.47,23.86,0
2018-01-21-6,14.08,8.36,185.05,0
2018-01-21-9,39.13,37.97,172.74,0
2018-01-21-12,72.89,64.30,239.35,0
2018-01-21-15,31.02,22.24,168.79,0
2018-01-21-18,0.00,0.00,0.00,0
2018-01-21-21,0.00,0.00,0.00,0
2018-01-22-0,5.67,0.00,57.45,0
2018-01-22-3,8.42,8.47,29.51,0
2018-01-22-6,22.52,21.41,57.09,0
2018-01-22-9,34.44,30.36,202.33,0
2018-01-22-12,15.30,14.10,46.50,0
2018-01-22-15,13.09,6.64,62.37,0
2018-01-22-18,0.00,0.00,0.00,0
2018-01-22-21,0.00,0.00,0.00,0
2018-01-23-0,5.27,0.00,39.75,0
2018-01-23-3,7.83,8.17,19.22,0
2018-01-23-6,4.06,4.57,8.05,0
2018-01-23-9,5.25,5.55,15.97,0
2018-01-23-12,7.64,6.57,22.13,0
2018-01-23-15,11.14,5.15,78.42,0
2018-01-23-18,0.00,0.00,0.00,0
2018-01-23-21,0.00,0.00,0.00,0
2018-01-24-0,3.69,0.00,42.96,0
2018-01-24-3,7.94,8.66,22.62,0
2018-01-24-6,0.00,0.00,0.00,0
2018-01-24-9,3.09,2.67,62.34,0
2018-01-24-12,28.83,24.69,94.64,0
2018-01-24-15,26.21,21.68,86.76,0
2018-01-24-18,0.00,0.00,0.00,0
2018-01-24-21,0.00,0.00,0.00,0
2018-01-25-0,1.81,0.00,36.57,0
2018-01-25-3,23.33,24.23,220.95,0
2018-01-25-6,24.92,27.08,247.25,0
2018-01-25-9,45.87,35.28,232.87,0
2018-01-25-12,17.08,13.14,52.49,0
2018-01-25-15,43.93,40.56,126.79,0
2018-01-25-18,0.00,0.00,0.00,0
2018-01-25-21,0.00,0.00,0.00,0
2018-01-26-0,1.48,0.00,36.46,0
2018-01-26-3,19.53,20.63,66.69,0
2018-01-26-6,33.72,26.73,232.87,1
2018-01-26-9,23.74,20.13,197.26,0
2018-01-26-12,12.42,8.70,65.30,0
2018-01-26-15,14.77,7.00,114.80,0
2018-01-26-18,0.00,0.00,0.00,0
2018-01-26-21,0.00,0.00,0.00,0
2018-01-27-0,0.59,0.00,29.77,0
2018-01-27-3,14.15,14.00,29.18,1
2018-01-27-6,12.90,9.56,32.86,1
2018-01-27-9,23.81,25.80,86.58,0
2018-01-27-12,46.89,41.14,117.99,0
2018-01-27-15,15.77,12.66,61.53,0
2018-01-27-18,0.00,0.00,0.00,0
2018-01-27-21,0.00,0.00,0.00,0
2018-01-28-0,3.52,0.00,79.14,0
2018-01-28-3,16.63,15.51,106.38,0
2018-01-28-6,22.67,20.91,248.84,0
2018-01-28-9,43.55,29.21,237.66,0
2018-01-28-12,58.66,48.53,196.02,0
2018-01-28-15,18.77,13.02,124.16,0
2018-01-28-18,0.00,0.00,0.00,0
2018-01-28-21,0.00,0.00,0.00,0
2018-01-29-0,3.21,0.00,100.43,0
2018-01-29-3,19.95,19.13,101.61,0
2018-01-29-6,25.57,23.36,245.08,0
2018-01-29-9,95.97,87.40,249.07,0
2018-01-29-12,44.10,33.80,134.46,0
2018-01-29-15,21.94,14.93,118.96,0
2018-01-29-18,0.00,0.00,0.00,0
2018-01-29-21,0.00,0.00,0.00,0
2018-01-30-0,0.27,0.00,29.56,0
2018-01-30-3,17.69,18.52,33.03,1
2018-01-30-6,29.55,23.00,221.95,1
2018-01-30-9,21.72,16.22,224.48,1
2018-01-30-12,18.16,18.55,39.49,1
2018-01-30-15,19.31,15.38,98.91,0
2018-01-30-18,0.00,0.00,0.00,0
2018-01-30-21,0.00,0.00,0.00,0
2018-01-31-0,6.95,0.00,248.96,0
2018-01-31-3,26.42,26.00,224.48,0
2018-01-31-6,25.32,27.64,96.53,1
2018-01-31-9,161.43,166.11,249.07,0
2018-01-31-12,39.58,32.66,140.52,0
2018-01-31-15,35.68,28.91,220.59,0
2018-01-31-18,0.00,0.00,0.00,0
2018-01-31-21,0.00,0.00,0.00,0
2018-02-01-0,1.15,0.00,58.22,0
2018-02-01-3,17.37,16.61,63.47,0
2018-02-01-6,23.12,22.52,198.75,0
2018-02-01-9,40.78,29.14,245.65,1
2018-02-01-12,27.18,22.89,249.07,0
2018-02-01-15,19.72,17.55,121.01,0
2018-02-01-18,0.00,0.00,0.00,0
2018-02-01-21,0.00,0.00,0.00,0
2018-02-02-0,1.35,0.00,110.87,0
2018-02-02-3,11.66,8.94,113.11,0
2018-02-02-6,17.82,15.60,197.61,0
2018-02-02-9,26.51,21.66,156.98,0
2018-02-02-12,27.13,23.49,248.96,0
2018-02-02-15,17.83,14.89,118.93,0
2018-02-02-18,0.00,0.00,0.00,0
2018-02-02-21,0.00,0.00,0.00,0
2018-02-03-0,0.77,0.00,83.09,0
2018-02-03-3,9.05,5.99,88.69,0
2018-02-03-6,13.00,10.40,176.26,0
2018-02-03-9,32.32,21.59,207.08,0
2018-02-03-12,22.91,19.36,248.73,0
2018-02-03-15,15.09,13.66,107.98,0
2018-02-03-18,0.00,0.00,0.00,0
2018-02-03-21,0.00,0.00,0.00,0
2018-02-04-0,0.42,0.00,61.76,0
2018-02-04-3,9.80,6.46,93.12,0
2018-02-04-6,10.35,8.07,191.15,0
2018-02-04-9,14.91,11.11,219.57,0
2018-02-04-12,13.05,10.61,156.71,0
2018-02-04-15,13.17,11.72,248.84,0
2018-02-04-18,0.00,0.00,0.00,0
2018-02-04-21,0.00,0.00,0.00,0
2018-02-05-0,0.07,0.00,21.87,0
2018-02-05-3,9.77,6.69,58.74,0
2018-02-05-6,19.03,7.67,226.00,0
2018-02-05-9,38.95,27.24,226.81,0
2018-02-05-12,42.59,29.03,198.26,0
2018-02-05-15,0.00,0.00,0.00,0
2018-02-05-18,0.00,0.00,0.00,0
2018-02-05-21,0.00,0.00,0.00,0
2018-02-06-0,0.00,0.00,0.00,0
2018-02-06-3,0.06,0.00,22.78,0
2018-02-06-6,12.73,6.36,214.43,0
2018-02-06-9,37.43,27.84,226.30,0
2018-02-06-12,21.19,12.65,128.22,0
2018-02-06-15,9.83,7.05,74.33,0
2018-02-06-18,0.00,0.00,0.00,0
2018-02-06-21,0.00,0.00,0.00,0
2018-02-07-0,0.00,0.00,0.00,0
2018-02-07-3,8.75,5.00,105.62,0
2018-02-07-6,5.53,3.69,128.60,0
2018-02-07-9,13.28,4.58,219.12,0
2018-02-07-12,22.58,13.94,165.96,0
2018-02-07-15,8.97,5.03,78.28,0
2018-02-07-18,0.00,0.00,0.00,0
2018-02-07-21,0.00,0.00,0.00,0
2018-02-08-0,0.00,0.00,0.00,0
2018-02-08-3,8.93,4.23,130.23,0
2018-02-08-6,7.23,4.28,168.07,0
2018-02-08-9,20.74,9.82,205.70,0
2018-02-08-12,9.18,4.99,72.81,0
2018-02-08-15,8.30,4.38,81.12,0
2018-02-08-18,0.00,0.00,0.00,0
2018-02-08-21,0.00,0.00,0.00,0
2018-02-09-0,0.00,0.00,0.00,0
2018-02-09-3,13.81,8.82,224.48,0
2018-02-09-6,5.77,4.39,39.20,0
2018-02-09-9,6.64,4.69,127.33,0
2018-02-09-12,7.85,5.47,137.62,0
2018-02-09-15,10.00,5.59,84.52,0
2018-02-09-18,0.00,0.00,0.00,0
2018-02-09-21,0.00,0.00,0.00,0
2018-02-10-0,0.00,0.00,0.00,0
2018-02-10-3,10.24,5.10,210.97,0
2018-02-10-6,6.53,4.28,46.94,0
2018-02-10-9,67.13,50.81,248.27,0
2018-02-10-12,39.73,29.05,202.45,0
2018-02-10-15,18.14,14.84,102.25,0
2018-02-10-18,0.00,0.00,0.00,0
2018-02-10-21,0.00,0.00,0.00,0
2018-02-11-0,0.00,0.00,0.00,0
2018-02-11-3,6.76,4.29,43.90,0
2018-02-11-6,4.45,3.68,25.26,0
2018-02-11-9,7.04,5.88,167.44,0
2018-02-11-12,7.79,6.88,53.86,0
2018-02-11-15,5.59,3.48,38.62,0
2018-02-11-18,0.00,0.00,0.00,0
2018-02-11-21,0.00,0.00,0.00,0
2018-02-12-0,0.00,0.00,0.00,0
2018-02-12-3,7.59,5.19,34.14,0
2018-02-12-6,4.15,4.10,23.67,0
2018-02-12-9,2.51,2.50,23.74,0
2018-02-12-12,2.37,2.38,23.86,0
2018-02-12-15,4.83,1.61,37.01,0
2018-02-12-18,0.00,0.00,0.00,0
2018-02-12-21,0.00,0.00,0.00,0
2018-02-13-0,0.00,0.00,0.00,0
2018-02-13-3,5.40,3.09,40.43,0
2018-02-13-6,2.68,2.79,5.89,0
2018-02-13-9,3.50,3.39,10.46,0
2018-02-13-12,1.69,1.61,8.67,0
2018-02-13-15,6.26,1.31,57.35,0
2018-02-13-18,0.00,0.00,0.00,0
2018-02-13-21,0.00,0.00,0.00,0
2018-02-14-0,0.00,0.00,0.00,0
2018-02-14-3,7.02,4.46,45.12,0
2018-02-14-6,3.36,3.51,8.37,0
2018-02-14-9,2.32,2.38,7.37,0
2018-02-14-12,2.55,2.51,7.19,0
2018-02-14-15,5.27,1.24,41.96,0
2018-02-14-18,0.00,0.00,0.00,0
2018-02-14-21,0.00,0.00,0.00,0
2018-02-15-0,0.00,0.00,0.00,0
2018-02-15-3,4.93,2.14,35.87,0
2018-02-15-6,2.74,1.91,15.38,0
2018-02-15-9,21.81,17.77,65.75,0
2018-02-15-12,49.42,43.49,159.32,0
2018-02-15-15,54.61,51.16,220.81,0
2018-02-15-18,0.00,0.00,0.00,0
2018-02-15-21,0.00,0.00,0.00,0
2018-02-16-0,0.00,0.00,0.00,0
2018-02-16-3,11.06,9.62,46.20,0
2018-02-16-6,8.32,7.96,21.64,0
2018-02-16-9,10.17,9.33,37.79,0
2018-02-16-12,7.49,7.84,16.73,0
2018-02-16-15,9.03,4.68,47.29,0
2018-02-16-18,0.00,0.00,0.00,0
2018-02-16-21,0.00,0.00,0.00,0
2018-02-17-0,0.00,0.00,0.00,0
2018-02-17-3,22.80,21.14,189.53,0
2018-02-17-6,27.15,25.13,134.91,0
2018-02-17-9,59.64,57.97,225.40,0
2018-02-17-12,57.78,49.73,214.34,0
2018-02-17-15,11.13,7.15,53.48,0
2018-02-17-18,0.00,0.00,0.00,0
2018-02-17-21,0.00,0.00,0.00,0
2018-02-18-0,0.00,0.00,0.00,0
2018-02-18-3,9.06,5.69,57.56,0
2018-02-18-6,17.34,17.26,38.26,0
2018-02-18-9,48.37,37.80,207.03,0
2018-02-18-12,41.28,31.12,174.21,0
2018-02-18-15,38.58,32.11,226.00,0
2018-02-18-18,0.00,0.00,0.00,0
2018-02-18-21,0.00,0.00,0.00,0
2018-02-19-0,0.00,0.00,0.00,0
2018-02-19-3,11.44,9.95,41.48,0
2018-02-19-6,5.10,4.98,16.88,0
2018-02-19-9,21.19,15.86,63.46,0
2018-02-19-12,39.58,33.80,154.58,0
2018-02-19-15,16.49,11.10,74.73,0
2018-02-19-18,0.00,0.00,0.00,0
2018-02-19-21,0.00,0.00,0.00,0
2018-02-20-0,0.00,0.00,0.00,0
2018-02-20-3,10.87,10.53,60.57,0
2018-02-20-6,8.89,9.39,28.84,0
2018-02-20-9,9.48,9.81,27.85,0
2018-02-20-12,6.98,7.03,26.82,0
2018-02-20-15,11.69,1.57,224.48,0
2018-02-20-18,0.00,0.00,0.00,0
2018-02-20-21,0.00,0.00,0.00,0
2018-02-21-0,0.00,0.00,0.00,0
2018-02-21-3,7.27,6.59,32.82,0
2018-02-21-6,6.82,6.94,45.50,0
2018-02-21-9,40.09,36.10,118.51,0
2018-02-21-12,4.91,0.00,52.97,0
2018-02-21-15,0.00,0.00,0.00,0
2018-02-21-18,0.00,0.00,0.00,0
2018-02-21-21,0.00,0.00,0.00,0
2018-02-22-0,0.00,0.00,0.00,0
2018-02-22-3,8.64,7.17,42.13,0
2018-02-22-6,4.99,4.80,12.90,0
2018-02-22-9,21.42,19.21,78.57,0
2018-02-22-12,17.20,16.37,45.62,0
2018-02-22-15,16.87,0.00,97.28,0
2018-02-22-18,0.00,0.00,0.00,0
2018-02-22-21,0.00,0.00,0.00,0
2018-02-23-0,0.00,0.00,0.00,0
2018-02-23-3,12.61,12.95,49.07,0
2018-02-23-6,32.08,31.50,100.34,0
2018-02-23-9,99.18,90.95,234.67,0
2018-02-23-12,24.36,18.87,111.14,0
2018-02-23-15,8.78,0.00,59.74,0
2018-02-23-18,0.00,0.00,0.00,0
2018-02-23-21,0.00,0.00,0.00,0
2018-02-24-0,0.00,0.00,0.00,0
2018-02-24-3,13.28,11.50,99.19,0
2018-02-24-6,39.45,26.49,247.36,0
2018-02-24-9,34.43,30.47,210.58,0
2018-02-24-12,18.99,18.00,64.47,0
2018-02-24-15,10.12,0.00,136.96,0
2018-02-24-18,0.00,0.00,0.00,0
2018-02-24-21,0.00,0.00,0.00,0
2018-02-25-0,0.00,0.00,0.00,0
2018-02-25-3,8.60,0.00,50.92,0
2018-02-25-6,15.12,17.68,27.59,1
2018-02-25-9,16.65,18.11,27.59,0
2018-02-25-12,6.13,5.07,24.48,0
2018-02-25-15,5.39,0.00,43.57,0
2018-02-25-18,0.00,0.00,0.00,0
2018-02-25-21,0.00,0.00,0.00,0
2018-02-26-0,0.00,0.00,0.00,0
2018-02-26-3,1.30,0.00,27.57,0
2018-02-26-6,9.63,6.58,29.07,1
2018-02-26-9,66.83,35.79,213.94,1
2018-02-26-12,26.30,25.67,65.54,0
2018-02-26-15,16.07,0.00,95.23,0
2018-02-26-18,0.00,0.00,0.00,0
2018-02-26-21,0.00,0.00,0.00,0
2018-02-27-0,0.00,0.00,0.00,0
2018-02-27-3,4.35,0.00,224.68,0
2018-02-27-6,10.72,8.60,224.48,1
2018-02-27-9,10.81,7.35,223.30,1
2018-02-27-12,105.83,97.53,249.07,0
2018-02-27-15,30.92,0.00,137.87,0
2018-02-27-18,0.00,0.00,0.00,0
2018-02-27-21,0.00,0.00,0.00,0
2018-02-28-0,0.00,0.00,0.00,0
2018-02-28-3,21.77,0.00,224.48,0
2018-02-28-6,11.16,9.69,40.49,1
2018-02-28-9,118.64,116.75,229.83,1
2018-02-28-12,55.39,45.46,225.70,0
2018-02-28-15,15.46,0.00,165.99,0
2018-02-28-18,0.00,0.00,0.00,0
2018-02-28-21,0.00,0.00,0.00,0
2018-03-01-0,0.00,0.00,0.00,0
2018-03-01-3,23.59,19.42,234.18,0
2018-03-01-6,27.38,27.14,211.42,0
2018-03-01-9,105.24,97.10,247.36,1
2018-03-01-12,58.60,57.10,193.84,0
2018-03-01-15,10.69,0.00,144.89,0
2018-03-01-18,0.00,0.00,0.00,0
2018-03-01-21,0.00,0.00,0.00,0
2018-03-02-0,0.00,0.00,0.00,0
2018-03-02-3,14.18,17.84,100.88,0
2018-03-02-6,22.54,26.03,175.02,1
2018-03-02-9,20.25,16.13,223.30,1
2018-03-02-12,15.38,10.46,227.71,1
2018-03-02-15,0.66,0.00,32.82,0
2018-03-02-18,0.00,0.00,0.00,0
2018-03-02-21,0.00,0.00,0.00,0
2018-03-03-0,0.00,0.00,0.00,0
2018-03-03-3,9.71,7.03,58.69,0
2018-03-03-6,16.79,18.56,28.52,1
2018-03-03-9,46.97,17.25,154.60,1
2018-03-03-12,60.43,27.01,232.56,1
2018-03-03-15,1.21,0.00,47.77,0
2018-03-03-18,0.00,0.00,0.00,0
2018-03-03-21,0.00,0.00,0.00,0
2018-03-04-0,0.00,0.00,0.00,0
2018-03-04-3,8.01,6.20,40.92,0
2018-03-04-6,13.88,13.45,33.69,0
2018-03-04-9,20.97,23.31,37.54,0
2018-03-04-12,21.06,23.09,42.10,0
2018-03-04-15,5.38,0.00,53.43,0
2018-03-04-18,0.00,0.00,0.00,0
2018-03-04-21,0.00,0.00,0.00,0
2018-03-05-0,0.00,0.00,0.00,0
2018-03-05-3,7.28,4.58,100.00,0
2018-03-05-6,11.88,7.36,162.63,0
2018-03-05-9,21.01,21.45,99.35,0
2018-03-05-12,33.04,29.72,248.73,0
2018-03-05-15,9.02,0.00,139.75,0
2018-03-05-18,0.00,0.00,0.00,0
2018-03-05-21,0.00,0.00,0.00,0
2018-03-06-0,0.00,0.00,0.00,0
2018-03-06-3,5.31,1.90,53.59,0
2018-03-06-6,2.77,2.79,9.19,0
2018-03-06-9,13.70,11.74,55.03,0
2018-03-06-12,17.32,14.88,57.31,0
2018-03-06-15,5.73,0.00,56.45,0
2018-03-06-18,0.00,0.00,0.00,0
2018-03-06-21,0.00,0.00,0.00,0
2018-03-07-0,0.00,0.00,0.00,0
2018-03-07-3,6.33,1.17,61.90,0
2018-03-07-6,4.82,4.98,25.49,0
2018-03-07-9,0.49,0.00,60.91,0
2018-03-07-12,0.00,0.00,0.00,0
2018-03-07-15,0.00,0.00,0.00,0
2018-03-07-18,0.00,0.00,0.00,0
2018-03-07-21,0.00,0.00,0.00,0
2018-03-08-0,0.00,0.00,0.00,0
2018-03-08-3,7.52,0.00,94.77,0
2018-03-08-6,12.83,7.35,171.72,0
2018-03-08-9,9.79,5.65,152.18,0
2018-03-08-12,9.31,7.07,37.09,0
2018-03-08-15,4.64,0.00,74.53,0
2018-03-08-18,0.00,0.00,0.00,0
2018-03-08-21,0.00,0.00,0.00,0
2018-03-09-0,0.00,0.00,0.00,0
2018-03-09-3,5.83,0.00,45.02,0
2018-03-09-6,4.94,4.86,26.17,0
2018-03-09-9,7.11,6.28,26.78,0
2018-03-09-12,5.52,5.05,26.11,0
2018-03-09-15,5.74,0.00,54.77,0
2018-03-09-18,0.00,0.00,0.00,0
2018-03-09-21,0.00,0.00,0.00,0
2018-03-10-0,0.00,0.00,0.00,0
2018-03-10-3,20.62,0.00,222.62,0
2018-03-10-6,90.70,78.12,239.45,0
2018-03-10-9,51.02,48.68,199.63,0
2018-03-10-12,30.66,28.21,104.53,0
2018-03-10-15,5.58,0.00,63.13,0
2018-03-10-18,0.00,0.00,0.00,0
2018-03-10-21,0.00,0.00,0.00,0
2018-03-11-0,0.00,0.00,0.00,0
2018-03-11-3,5.69,0.00,98.46,0
2018-03-11-6,19.52,11.60,236.46,0
2018-03-11-9,12.28,9.83,114.96,0
2018-03-11-12,8.39,5.86,134.34,0
2018-03-11-15,4.95,0.00,205.10,0
2018-03-11-18,0.00,0.00,0.00,0
2018-03-11-21,0.00,0.00,0.00,0
2018-03-12-0,0.00,0.00,0.00,0
2018-03-12-3,6.91,0.00,106.75,0
2018-03-12-6,5.05,4.58,27.32,0
2018-03-12-9,4.96,4.86,26.07,0
2018-03-12-12,10.37,8.05,93.98,0
2018-03-12-15,6.12,0.00,138.71,0
2018-03-12-18,0.00,0.00,0.00,0
2018-03-12-21,0.00,0.00,0.00,0
2018-03-13-0,0.00,0.00,0.00,0
2018-03-13-3,5.27,0.00,64.58,0
2018-03-13-6,11.89,7.66,124.62,0
2018-03-13-9,52.08,44.66,222.41,0
2018-03-13-12,25.63,20.75,107.28,0
2018-03-13-15,3.69,0.00,56.49,0
2018-03-13-18,0.00,0.00,0.00,0
2018-03-13-21,0.00,0.00,0.00,0
2018-03-14-0,0.00,0.00,0.00,0
2018-03-14-3,4.47,0.00,29.89,0
2018-03-14-6,4.39,3.50,30.23,0
2018-03-14-9,17.91,16.37,76.38,0
2018-03-14-12,29.05,27.43,96.27,0
2018-03-14-15,5.40,0.00,93.19,0
2018-03-14-18,0.00,0.00,0.00,0
2018-03-14-21,0.00,0.00,0.00,0
2018-03-15-0,0.00,0.00,0.00,0
2018-03-15-3,5.81,0.00,32.80,0
2018-03-15-6,10.08,9.82,27.52,0
2018-03-15-9,52.58,40.87,208.70,0
2018-03-15-12,12.03,10.83,38.77,0
2018-03-15-15,1.02,0.00,38.30,0
2018-03-15-18,0.00,0.00,0.00,0
2018-03-15-21,0.00,0.00,0.00,0
2018-03-16-0,0.00,0.00,0.00,0
2018-03-16-3,18.27,0.00,139.00,0
2018-03-16-6,79.08,66.34,232.51,0
2018-03-16-9,74.10,62.53,235.27,0
2018-03-16-12,69.30,62.76,211.71,0
2018-03-16-15,3.82,0.00,157.50,0
2018-03-16-18,0.00,0.00,0.00,0
2018-03-16-21,0.00,0.00,0.00,0
2018-03-17-0,0.00,0.00,0.00,0
2018-03-17-3,6.43,0.00,41.76,0
2018-03-17-6,13.63,12.62,33.86,0
2018-03-17-9,29.97,25.20,167.24,0
2018-03-17-12,39.46,37.05,105.16,0
2018-03-17-15,0.95,0.00,71.39,0
2018-03-17-18,0.00,0.00,0.00,0
