segment,mean,median,max,sunlight_contamination,dark_segment
2020-01-05-10,10.0,9.25,25.95,0,1
2020-01-05-11,9.56,8.46,26.91,0,1
2020-01-05-12,44.79,33.84,135.95,0,0
2020-01-05-13,33.15,28.08,101.65,0,0
2020-01-05-14,17.05,16.98,57.9,0,0
2020-01-05-15,5.84,5.86,13.98,0,1
2020-01-05-16,4.9,4.98,12.24,0,1
2020-01-05-17,19.29,11.25,223.89,0,1
2020-01-05-18,14.71,0.0,221.07,0,1
2020-01-05-19,0.0,0.0,0.0,0,1
2020-01-05-20,0.0,0.0,0.0,0,1
2020-01-05-21,0.0,0.0,0.0,0,1
2020-01-05-22,0.0,0.0,0.0,0,1
2020-01-05-23,0.0,0.0,0.0,0,1
2020-01-06-0,0.0,0.0,0.0,0,1
2020-01-06-1,5.19,0.0,62.79,0,1
2020-01-06-2,21.55,20.91,64.39,0,0
2020-01-06-3,17.88,18.78,30.21,0,0
2020-01-06-4,18.08,20.52,28.29,0,0
2020-01-06-5,19.67,21.27,36.19,0,0
2020-01-06-6,18.37,19.29,28.58,0,0
2020-01-06-7,16.67,17.06,28.41,0,0
2020-01-06-8,17.98,19.13,28.29,0,0
2020-01-06-9,18.59,20.14,27.82,0,0
2020-01-06-10,17.07,18.09,30.13,0,0
2020-01-06-11,15.36,15.98,27.18,0,0
2020-01-06-12,11.19,10.79,28.65,0,1
2020-01-06-13,5.76,5.57,24.33,0,1
2020-01-06-14,4.15,4.08,22.8,0,1
2020-01-06-15,3.46,3.67,7.58,0,1
2020-01-06-16,3.23,3.38,8.41,0,1
2020-01-06-17,16.36,8.41,205.69,0,1
2020-01-06-18,12.52,0.0,166.64,0,1
2020-01-06-19,0.0,0.0,0.0,0,1
2020-01-06-20,0.0,0.0,0.0,0,1
2020-01-06-21,0.0,0.0,0.0,0,1
2020-01-06-22,0.0,0.0,0.0,0,1
2020-01-06-23,0.0,0.0,0.0,0,1
2020-01-07-0,0.0,0.0,0.0,0,1
2020-01-07-1,8.6,0.0,211.36,0,1
2020-01-07-2,25.64,21.32,249.07,0,0
2020-01-07-3,15.33,14.67,248.96,0,1
2020-01-07-4,14.35,12.26,32.05,0,1
2020-01-07-5,14.28,13.73,29.22,0,1
2020-01-07-6,14.18,14.03,29.32,0,1
2020-01-07-7,15.37,14.81,28.27,0,1
2020-01-07-8,12.89,12.78,27.33,0,1
2020-01-07-9,13.77,13.71,28.16,0,1
2020-01-07-10,16.35,15.93,29.68,0,0
2020-01-07-11,15.3,14.7,28.98,0,1
2020-01-07-12,16.83,17.2,28.52,0,0
2020-01-07-13,12.76,11.62,241.66,0,1
2020-01-07-14,13.63,11.57,247.13,0,1
2020-01-07-15,13.57,11.26,40.54,0,1
2020-01-07-16,9.07,8.97,21.92,0,1
2020-01-07-17,19.02,10.68,148.73,0,1
2020-01-07-18,11.96,0.0,147.56,0,1
2020-01-07-19,0.0,0.0,0.0,0,1
2020-01-07-20,0.0,0.0,0.0,0,1
2020-01-07-21,0.0,0.0,0.0,0,1
2020-01-07-22,0.0,0.0,0.0,0,1
2020-01-07-23,0.0,0.0,0.0,0,1
2020-01-08-0,0.0,0.0,0.0,0,1
2020-01-08-1,9.65,0.0,120.34,0,1
2020-01-08-2,23.46,19.45,243.94,0,0
2020-01-08-3,22.88,19.74,249.07,0,0
2020-01-08-4,21.08,19.53,248.84,0,0
2020-01-08-5,15.99,15.04,29.89,0,0
2020-01-08-6,17.87,17.41,30.82,0,0
2020-01-08-7,16.92,17.72,29.89,0,0
2020-01-08-8,18.47,18.41,38.27,0,0
2020-01-08-9,29.52,32.22,54.47,1,0
2020-01-08-10,25.79,26.7,40.38,0,0
2020-01-08-11,18.19,18.06,34.4,0,0
2020-01-08-12,19.21,18.05,39.51,0,0
2020-01-08-13,16.75,15.58,46.71,0,0
2020-01-08-14,18.68,16.2,246.2,0,0
2020-01-08-15,28.28,24.67,248.96,0,0
2020-01-08-16,15.22,14.15,75.33,0,1
2020-01-08-17,22.52,15.34,223.89,0,0
2020-01-08-18,10.63,0.0,203.76,0,1
2020-01-08-19,0.0,0.0,0.0,0,1
2020-01-08-20,0.0,0.0,0.0,0,1
2020-01-08-21,0.0,0.0,0.0,0,1
2020-01-08-22,0.0,0.0,0.0,0,1
2020-01-08-23,0.0,0.0,0.0,0,1
2020-01-10-0,0.0,0.0,0.0,0,1
2020-01-10-1,34.44,0.0,227.69,0,1
2020-01-10-2,31.05,25.35,132.55,0,0
2020-01-10-3,20.63,20.05,33.36,0,0
2020-01-10-4,23.11,22.87,248.62,0,0
2020-01-10-5,35.04,29.2,248.73,1,0
2020-01-10-6,42.39,31.63,249.07,1,0
2020-01-10-7,20.3,17.82,37.84,1,0
2020-01-10-8,27.57,30.05,37.91,1,0
2020-01-10-9,28.49,30.57,40.85,1,0
2020-01-10-10,69.86,69.96,151.97,0,0
2020-01-10-11,142.34,129.32,234.89,0,0
2020-01-10-12,87.31,90.68,151.12,0,0
2020-01-10-13,35.89,35.09,71.15,1,0
2020-01-10-14,29.21,29.12,224.48,1,0
2020-01-10-15,27.48,26.61,219.78,1,0
2020-01-10-16,43.21,28.52,249.07,1,0
2020-01-10-17,43.72,34.99,248.73,0,0
2020-01-10-18,1.96,0.0,80.75,0,1
2020-01-10-19,0.0,0.0,0.0,0,1
2020-01-10-20,0.0,0.0,0.0,0,1
2020-01-10-21,0.0,0.0,0.0,0,1
2020-01-10-22,0.0,0.0,0.0,0,1
2020-01-10-23,0.0,0.0,0.0,0,1
2020-01-11-0,0.0,0.0,0.0,0,1
2020-01-11-1,8.28,0.0,128.47,0,1
2020-01-11-2,25.99,22.08,127.0,0,0
2020-01-11-3,17.12,16.1,32.32,0,0
2020-01-11-4,18.89,17.92,31.83,0,0
2020-01-11-5,22.66,22.5,248.96,0,0
2020-01-11-6,39.32,32.18,249.07,1,0
2020-01-11-7,41.65,30.37,248.96,1,0
2020-01-11-8,25.52,27.14,33.66,1,0
2020-01-11-9,26.59,28.29,36.54,1,0
2020-01-11-10,27.36,29.52,42.98,0,0
2020-01-11-11,43.83,40.29,87.75,0,0
2020-01-11-12,26.57,27.48,40.9,0,0
2020-01-11-13,24.75,26.01,34.23,0,0
2020-01-11-14,23.33,23.43,35.12,0,0
2020-01-11-15,22.67,22.07,200.51,0,0
2020-01-11-16,32.93,30.58,224.48,1,0
2020-01-11-17,28.57,25.89,221.54,0,0
2020-01-11-18,0.83,0.0,61.54,0,1
2020-01-11-19,0.0,0.0,0.0,0,1
2020-01-11-20,0.0,0.0,0.0,0,1
2020-01-11-21,0.0,0.0,0.0,0,1
2020-01-11-22,0.0,0.0,0.0,0,1
2020-01-11-23,0.0,0.0,0.0,0,1
2020-01-12-0,0.0,0.0,0.0,0,1
2020-01-12-1,6.28,0.0,129.06,0,1
2020-01-12-2,20.64,14.72,127.59,0,1
2020-01-12-3,10.26,9.78,25.16,0,1
2020-01-12-4,13.34,12.05,31.46,0,1
2020-01-12-5,15.91,14.45,32.35,0,1
2020-01-12-6,18.01,16.82,246.11,0,0
2020-01-12-7,30.86,25.49,248.96,0,0
2020-01-12-8,26.83,24.23,245.65,0,0
2020-01-12-9,22.43,22.79,33.6,0,0
2020-01-12-10,22.62,23.01,36.54,0,0
2020-01-12-11,20.86,21.74,33.28,0,0
2020-01-12-12,19.45,20.02,32.62,0,0
2020-01-12-13,18.59,18.82,34.74,0,0
2020-01-12-14,17.44,17.63,31.73,0,0
2020-01-12-15,16.51,16.42,31.94,0,0
2020-01-12-16,16.88,15.59,33.34,0,0
2020-01-12-17,24.72,22.43,110.45,0,0
2020-01-12-18,1.26,0.0,67.93,0,1
2020-01-12-19,0.0,0.0,0.0,0,1
2020-01-12-20,0.0,0.0,0.0,0,1
2020-01-12-21,0.0,0.0,0.0,0,1
2020-01-12-22,0.0,0.0,0.0,0,1
2020-01-12-23,0.0,0.0,0.0,0,1
2020-01-13-0,0.0,0.0,0.0,0,1
2020-01-13-1,5.96,0.0,129.82,0,1
2020-01-13-2,19.27,12.29,129.65,0,1
2020-01-13-3,5.31,5.57,20.55,0,1
2020-01-13-4,7.11,6.88,26.47,0,1
2020-01-13-5,10.28,9.4,26.31,0,1
2020-01-13-6,13.41,11.71,32.48,0,1
2020-01-13-7,15.22,13.79,245.99,0,1
2020-01-13-8,21.56,22.11,248.62,0,0
2020-01-13-9,14.59,15.82,28.75,1,0
2020-01-13-10,13.12,11.07,28.98,1,1
2020-01-13-11,16.75,18.94,29.68,1,0
2020-01-13-12,11.97,10.59,29.81,1,1
2020-01-13-13,11.19,10.17,30.89,1,1
2020-01-13-14,10.18,8.66,29.22,1,1
2020-01-13-15,19.95,25.31,30.15,1,0
2020-01-13-16,19.99,24.01,29.22,1,0
2020-01-13-17,20.17,24.17,33.1,1,0
2020-01-13-18,0.75,0.0,30.22,0,1
2020-01-13-19,0.0,0.0,0.0,0,1
2020-01-13-20,0.0,0.0,0.0,0,1
2020-01-13-21,0.0,0.0,0.0,0,1
2020-01-13-22,0.0,0.0,0.0,0,1
2020-01-13-23,0.0,0.0,0.0,0,1
2020-01-14-0,0.0,0.0,0.0,0,1
2020-01-14-1,3.89,0.0,50.79,0,1
2020-01-14-2,15.83,9.84,52.19,0,1
2020-01-14-3,3.56,3.78,7.28,0,1
2020-01-14-4,3.53,3.67,6.75,0,1
2020-01-14-5,4.22,4.38,8.65,0,1
2020-01-14-6,6.57,6.77,13.54,0,1
2020-01-14-7,9.41,9.48,19.05,0,1
2020-01-14-8,13.87,14.12,27.36,0,1
2020-01-14-9,16.87,17.58,27.93,0,0
2020-01-14-10,18.54,20.42,30.17,0,0
2020-01-14-11,20.39,23.31,32.16,1,0
2020-01-14-12,19.47,22.61,31.57,1,0
2020-01-14-13,17.9,21.02,32.04,1,0
2020-01-14-14,17.52,20.02,29.35,1,0
2020-01-14-15,18.71,19.98,28.99,0,0
2020-01-14-16,19.16,20.11,43.21,0,0
2020-01-14-17,22.45,20.92,46.65,0,0
2020-01-14-18,2.2,0.0,46.71,0,1
2020-01-14-19,0.0,0.0,0.0,0,1
2020-01-14-20,0.0,0.0,0.0,0,1
2020-01-14-21,0.0,0.0,0.0,0,1
2020-01-14-22,0.0,0.0,0.0,0,1
2020-01-14-23,0.0,0.0,0.0,0,1
2020-01-15-0,0.0,0.0,0.0,0,1
2020-01-15-1,0.53,0.0,16.35,0,1
2020-01-15-2,13.41,11.58,31.82,0,1
2020-01-15-3,3.33,3.48,6.51,0,1
2020-01-15-4,3.36,3.67,6.45,0,1
2020-01-15-5,3.64,3.85,6.58,0,1
2020-01-15-6,3.62,3.79,6.64,0,1
2020-01-15-7,4.88,5.16,8.96,0,1
2020-01-15-8,7.07,7.36,13.58,0,1
2020-01-15-9,18.14,14.64,68.21,0,1
2020-01-15-10,37.26,37.08,78.53,0,0
2020-01-15-11,22.17,23.66,42.25,0,0
2020-01-15-12,17.16,16.98,28.77,0,0
2020-01-15-13,17.43,18.51,31.63,0,0
2020-01-15-14,17.74,19.29,27.0,0,0
2020-01-15-15,16.87,18.51,26.36,0,0
2020-01-15-16,15.2,16.68,23.8,0,0
2020-01-15-17,21.82,20.06,40.82,0,0
2020-01-15-18,1.71,0.0,33.47,0,1
2020-01-15-19,0.0,0.0,0.0,0,1
2020-01-15-20,0.0,0.0,0.0,0,1
2020-01-15-21,0.0,0.0,0.0,0,1
2020-01-15-22,0.0,0.0,0.0,0,1
2020-01-15-23,0.0,0.0,0.0,0,1
2020-01-16-0,0.0,0.0,0.0,0,1
2020-01-16-1,0.2,0.0,20.38,0,1
2020-01-16-2,16.53,14.8,90.4,0,1
2020-01-16-3,4.35,4.57,18.77,0,1
2020-01-16-4,4.24,4.38,22.16,0,1
2020-01-16-5,4.27,4.57,8.77,0,1
2020-01-16-6,4.45,4.68,12.46,0,1
2020-01-16-7,5.19,5.57,8.04,0,1
2020-01-16-8,4.82,4.98,11.84,0,1
2020-01-16-9,9.29,6.65,44.55,0,1
2020-01-16-10,32.65,32.42,246.68,0,0
2020-01-16-11,38.95,39.58,83.87,0,0
2020-01-16-12,17.94,15.9,41.72,0,0
2020-01-16-13,8.51,8.3,26.53,0,1
2020-01-16-14,7.57,7.39,24.45,0,1
2020-01-16-15,8.34,8.15,25.15,0,1
2020-01-16-16,7.56,7.06,19.61,0,1
2020-01-16-17,21.2,17.61,143.25,0,0
2020-01-16-18,0.69,0.0,72.51,0,1
2020-01-16-19,0.0,0.0,0.0,0,1
2020-01-16-20,0.0,0.0,0.0,0,1
2020-01-16-21,0.0,0.0,0.0,0,1
2020-01-16-22,0.0,0.0,0.0,0,1
2020-01-16-23,0.0,0.0,0.0,0,1
2020-01-17-0,0.0,0.0,0.0,0,1
2020-01-17-1,0.0,0.0,0.0,0,1
2020-01-17-2,15.54,14.18,60.64,0,1
2020-01-17-3,3.98,4.09,18.95,0,1
2020-01-17-4,3.17,3.38,18.79,0,1
2020-01-17-5,2.77,2.91,5.51,0,1
2020-01-17-6,3.05,3.21,11.15,0,1
2020-01-17-7,3.57,3.98,6.52,0,1
2020-01-17-8,4.06,4.28,9.38,0,1
2020-01-17-9,3.84,3.98,7.89,0,1
2020-01-17-10,3.93,4.08,8.66,0,1
2020-01-17-11,5.08,4.68,24.98,0,1
2020-01-17-12,4.94,4.68,21.74,0,1
2020-01-17-13,4.66,4.51,23.74,0,1
2020-01-17-14,5.04,4.99,13.2,0,1
2020-01-17-15,7.7,6.29,43.4,0,1
2020-01-17-16,13.91,12.55,45.71,0,1
2020-01-17-17,25.28,22.0,141.8,0,0
2020-01-17-18,0.11,0.0,12.25,0,1
2020-01-17-19,0.0,0.0,0.0,0,1
2020-01-17-20,0.0,0.0,0.0,0,1
2020-01-17-21,0.0,0.0,0.0,0,1
2020-01-17-22,0.0,0.0,0.0,0,1
2020-01-17-23,0.0,0.0,0.0,0,1
2020-01-18-0,0.0,0.0,0.0,0,1
2020-01-18-1,0.0,0.0,0.0,0,1
2020-01-18-2,14.96,13.94,75.5,0,1
2020-01-18-3,4.07,4.09,19.96,0,1
2020-01-18-4,3.55,3.79,21.64,0,1
2020-01-18-5,3.26,3.51,6.22,0,1
2020-01-18-6,3.32,3.68,10.74,0,1
2020-01-18-7,3.57,3.79,6.35,0,1
2020-01-18-8,5.65,5.58,20.7,0,1
2020-01-18-9,7.34,7.05,22.0,0,1
2020-01-18-10,4.81,4.98,8.35,0,1
2020-01-18-11,5.3,5.58,9.67,0,1
2020-01-18-12,4.21,4.38,26.81,0,1
2020-01-18-13,3.89,3.88,20.26,0,1
2020-01-18-14,3.87,3.97,8.67,0,1
2020-01-18-15,4.04,4.09,7.56,0,1
2020-01-18-16,4.23,4.09,17.94,0,1
2020-01-18-17,23.1,17.84,220.95,0,0
2020-01-18-18,0.38,0.0,42.7,0,1
2020-01-18-19,0.0,0.0,0.0,0,1
2020-01-18-20,0.0,0.0,0.0,0,1
2020-01-18-21,0.0,0.0,0.0,0,1
2020-01-18-22,0.0,0.0,0.0,0,1
2020-01-18-23,0.0,0.0,0.0,0,1
2020-01-19-0,0.0,0.0,0.0,0,1
2020-01-19-1,0.0,0.0,0.0,0,1
2020-01-19-2,19.63,15.34,126.13,0,0
2020-01-19-3,4.05,4.21,19.68,0,1
2020-01-19-4,3.46,3.68,21.45,0,1
2020-01-19-5,3.26,3.57,6.4,0,1
2020-01-19-6,3.28,3.57,11.35,0,1
2020-01-19-7,3.49,3.69,8.97,0,1
2020-01-19-8,3.66,3.86,8.78,0,1
2020-01-19-9,4.28,4.55,8.17,0,1
2020-01-19-10,3.1,3.38,6.27,0,1
2020-01-19-11,2.78,3.08,8.17,0,1
2020-01-19-12,2.79,3.08,23.74,0,1
2020-01-19-13,2.55,2.79,20.52,0,1
2020-01-19-14,2.65,2.91,5.28,0,1
2020-01-19-15,2.85,3.08,5.57,0,1
2020-01-19-16,3.49,3.68,11.11,0,1
2020-01-19-17,23.82,16.77,149.02,0,0
2020-01-19-18,0.38,0.0,37.7,0,1
2020-01-19-19,0.0,0.0,0.0,0,1
2020-01-19-20,0.0,0.0,0.0,0,1
2020-01-19-21,0.0,0.0,0.0,0,1
2020-01-19-22,0.0,0.0,0.0,0,1
2020-01-19-23,0.0,0.0,0.0,0,1
2020-01-20-0,0.0,0.0,0.0,0,1
2020-01-20-1,0.0,0.0,0.0,0,1
2020-01-20-2,18.99,14.13,127.89,0,1
2020-01-20-3,3.57,3.68,17.94,0,1
2020-01-20-4,3.38,3.68,20.56,0,1
2020-01-20-5,3.24,3.57,5.92,0,1
2020-01-20-6,3.49,3.86,10.58,0,1
2020-01-20-7,3.77,4.09,9.08,0,1
2020-01-20-8,3.87,4.09,7.66,0,1
2020-01-20-9,3.87,4.09,7.66,0,1
2020-01-20-10,3.6,3.98,6.06,0,1
2020-01-20-11,3.07,3.38,5.58,0,1
2020-01-20-12,2.95,3.2,23.92,0,1
2020-01-20-13,3.11,3.38,21.1,0,1
2020-01-20-14,3.53,3.85,6.27,0,1
2020-01-20-15,3.92,4.27,7.88,0,1
2020-01-20-16,4.2,4.27,22.01,0,1
2020-01-20-17,26.67,19.51,223.89,0,0
2020-01-20-18,0.0,0.0,0.0,0,1
2020-01-20-19,0.0,0.0,0.0,0,1
2020-01-20-20,0.0,0.0,0.0,0,1
2020-01-20-21,0.0,0.0,0.0,0,1
2020-01-20-22,0.0,0.0,0.0,0,1
2020-01-20-23,0.0,0.0,0.0,0,1
2020-01-21-0,0.0,0.0,0.0,0,1
2020-01-21-1,0.0,0.0,0.0,0,1
2020-01-21-2,20.37,15.54,128.17,0,0
2020-01-21-3,4.61,4.86,20.69,0,1
2020-01-21-4,3.69,3.98,16.57,0,1
2020-01-21-5,3.17,3.57,6.1,0,1
2020-01-21-6,2.64,2.79,5.88,0,1
2020-01-21-7,3.48,3.98,7.96,0,1
2020-01-21-8,5.63,5.28,15.2,0,1
2020-01-21-9,11.1,9.72,28.94,0,1
2020-01-21-10,5.65,6.05,11.14,0,1
2020-01-21-11,3.51,3.86,6.76,0,1
2020-01-21-12,3.75,4.27,8.56,0,1
2020-01-21-13,3.68,4.15,6.65,0,1
2020-01-21-14,7.06,6.05,37.7,0,1
2020-01-21-15,69.23,74.87,150.18,0,0
2020-01-21-16,40.34,37.56,145.9,0,0
2020-01-21-17,33.56,26.87,151.95,0,0
2020-01-21-18,0.0,0.0,0.0,0,1
2020-01-21-19,0.0,0.0,0.0,0,1
2020-01-21-20,0.0,0.0,0.0,0,1
2020-01-21-21,0.0,0.0,0.0,0,1
2020-01-21-22,0.0,0.0,0.0,0,1
2020-01-21-23,0.0,0.0,0.0,0,1
2020-01-22-0,0.0,0.0,0.0,0,1
2020-01-22-1,0.0,0.0,0.0,0,1
2020-01-22-2,18.77,15.63,84.69,0,0
2020-01-22-3,6.04,6.52,15.02,0,1
2020-01-22-4,4.91,5.45,18.23,0,1
2020-01-22-5,5.17,5.57,11.28,0,1
2020-01-22-6,9.44,9.88,19.59,0,1
2020-01-22-7,5.39,5.76,10.82,0,1
2020-01-22-8,3.64,3.98,6.88,0,1
2020-01-22-9,6.63,6.35,16.18,0,1
2020-01-22-10,51.86,53.73,155.53,0,0
2020-01-22-11,58.95,65.03,103.33,0,0
2020-01-22-12,46.75,49.64,83.02,0,0
2020-01-22-13,34.79,38.15,75.28,0,0
2020-01-22-14,17.71,15.86,47.92,0,0
2020-01-22-15,6.15,6.45,11.94,0,1
2020-01-22-16,4.35,4.79,8.16,0,1
2020-01-22-17,22.87,16.61,100.15,0,0
2020-01-22-18,0.0,0.0,0.0,0,1
2020-01-22-19,0.0,0.0,0.0,0,1
2020-01-22-20,0.0,0.0,0.0,0,1
2020-01-22-21,0.0,0.0,0.0,0,1
2020-01-22-22,0.0,0.0,0.0,0,1
2020-01-22-23,0.0,0.0,0.0,0,1
2020-01-23-0,0.0,0.0,0.0,0,1
2020-01-23-1,0.0,0.0,0.0,0,1
2020-01-23-2,14.06,12.35,39.02,0,1
2020-01-23-3,5.09,5.57,10.81,0,1
2020-01-23-4,8.26,7.15,26.3,0,1
2020-01-23-5,3.5,3.79,9.93,0,1
2020-01-23-6,3.62,3.98,7.13,0,1
2020-01-23-7,3.75,4.16,5.88,0,1
2020-01-23-8,3.49,3.86,5.88,0,1
2020-01-23-9,3.75,4.09,6.65,0,1
2020-01-23-10,5.22,5.28,13.83,0,1
2020-01-23-11,6.24,6.86,13.43,0,1
2020-01-23-12,3.91,4.15,7.76,0,1
2020-01-23-13,2.93,3.31,6.88,0,1
2020-01-23-14,2.3,2.5,6.98,0,1
2020-01-23-15,2.34,2.5,5.16,0,1
2020-01-23-16,3.16,3.31,10.97,0,1
2020-01-23-17,25.58,19.09,121.84,0,0
2020-01-23-18,0.0,0.0,0.0,0,1
2020-01-23-19,0.0,0.0,0.0,0,1
2020-01-23-20,0.0,0.0,0.0,0,1
2020-01-23-21,0.0,0.0,0.0,0,1
2020-01-23-22,0.0,0.0,0.0,0,1
2020-01-23-23,0.0,0.0,0.0,0,1
2020-01-24-0,0.0,0.0,0.0,0,1
2020-01-24-1,0.0,0.0,0.0,0,1
2020-01-24-2,15.58,13.79,39.32,0,1
2020-01-24-3,4.46,4.58,10.68,0,1
2020-01-24-4,3.13,3.39,14.74,0,1
2020-01-24-5,2.7,2.91,4.88,0,1
2020-01-24-6,3.03,3.28,6.99,0,1
2020-01-24-7,3.82,4.09,7.44,0,1
2020-01-24-8,4.96,5.45,12.44,0,1
2020-01-24-9,4.2,4.68,7.65,0,1
2020-01-24-10,3.81,4.27,6.46,0,1
2020-01-24-11,3.72,4.09,7.28,0,1
2020-01-24-12,4.49,4.75,10.25,0,1
2020-01-24-13,7.19,7.84,13.0,0,1
2020-01-24-14,3.82,3.78,9.75,0,1
2020-01-24-15,2.29,2.5,4.58,0,1
2020-01-24-16,2.49,2.61,5.96,0,1
2020-01-24-17,20.63,14.57,64.22,0,1
2020-01-24-18,0.0,0.0,0.0,0,1
2020-01-24-19,0.0,0.0,0.0,0,1
2020-01-24-20,0.0,0.0,0.0,0,1
2020-01-24-21,0.0,0.0,0.0,0,1
2020-01-24-22,0.0,0.0,0.0,0,1
2020-01-24-23,0.0,0.0,0.0,0,1
2020-01-25-0,0.0,0.0,0.0,0,1
2020-01-25-1,0.0,0.0,0.0,0,1
2020-01-25-2,12.21,11.55,30.72,0,1
2020-01-25-3,3.84,3.79,9.94,0,1
2020-01-25-4,2.5,2.68,8.26,0,1
