segment,mean,median,max,sunlight_contamination,dark_segment
2016-01-07-18,0.71,0.0,36.96,0,1
2016-01-07-21,0.0,0.0,0.0,0,1
2016-01-08-0,6.32,0.0,245.08,0,1
2016-01-08-3,5.68,4.45,30.54,0,1
2016-01-08-6,15.21,7.72,190.83,0,1
2016-01-08-9,33.9,23.48,239.45,0,0
2016-01-08-12,44.71,37.5,200.2,0,0
2016-01-08-15,12.64,8.02,76.41,0,1
2016-01-08-18,1.2,0.0,64.21,0,1
2016-01-08-21,0.0,0.0,0.0,0,1
2016-01-09-0,8.31,0.0,245.99,0,1
2016-01-09-3,6.51,5.64,41.8,0,1
2016-01-09-6,13.16,6.53,201.79,0,1
2016-01-09-9,39.66,32.07,198.32,0,0
2016-01-09-12,30.31,19.92,134.78,0,0
2016-01-09-15,19.41,10.09,141.1,0,1
2016-01-09-18,4.27,0.0,135.96,0,1
2016-01-09-21,0.0,0.0,0.0,0,1
2016-01-10-0,6.55,0.0,49.48,0,1
2016-01-10-3,4.67,4.76,86.88,0,1
2016-01-10-6,16.1,8.03,170.09,0,1
2016-01-10-9,59.07,53.49,214.08,0,0
2016-01-10-12,39.92,30.57,219.85,0,0
2016-01-10-15,18.97,11.85,147.83,0,1
2016-01-10-18,5.16,0.0,142.22,0,1
2016-01-10-21,0.0,0.0,0.0,0,1
2016-01-11-0,0.0,0.0,0.0,0,1
2016-01-11-3,5.01,3.88,91.86,0,1
2016-01-11-6,15.47,11.25,106.42,0,1
2016-01-11-9,8.8,7.14,67.97,0,1
2016-01-11-12,10.45,7.41,43.54,0,1
2016-01-11-15,25.72,22.52,79.15,0,0
2016-01-11-18,1.65,0.0,60.09,0,1
2016-01-11-21,0.0,0.0,0.0,0,1
2016-01-12-0,9.47,0.0,248.05,0,1
2016-01-12-3,10.54,9.48,45.35,0,1
2016-01-12-6,31.03,22.4,221.81,0,0
2016-01-12-9,23.53,21.3,87.95,0,0
2016-01-12-12,29.56,21.34,173.35,0,0
2016-01-12-15,15.15,8.91,116.27,0,1
2016-01-12-18,2.67,0.0,106.92,0,1
2016-01-12-21,0.0,0.0,0.0,0,1
2016-01-13-0,7.58,0.0,45.77,0,1
2016-01-13-3,7.31,6.52,24.35,0,1
2016-01-13-6,15.13,8.59,88.88,0,1
2016-01-13-9,17.9,14.51,69.02,0,1
2016-01-13-12,32.12,28.29,166.53,0,0
2016-01-13-15,18.62,14.01,103.63,0,1
2016-01-13-18,0.59,0.0,63.31,0,1
2016-01-13-21,0.0,0.0,0.0,0,1
2016-01-14-0,5.28,0.0,35.58,0,1
2016-01-14-3,1.98,1.78,9.24,0,1
2016-01-14-6,12.95,5.94,113.27,0,1
2016-01-14-9,21.71,11.81,92.81,0,1
2016-01-14-12,28.11,24.81,80.52,0,0
2016-01-14-15,37.76,31.91,163.04,0,0
2016-01-14-18,2.51,0.0,101.3,0,1
2016-01-14-21,0.0,0.0,0.0,0,1
2016-01-15-0,5.82,0.0,246.45,0,1
2016-01-15-3,8.78,6.87,247.25,0,1
2016-01-15-6,9.2,5.64,188.21,0,1
2016-01-15-9,18.17,10.07,224.5,0,1
2016-01-15-12,34.28,26.26,228.69,0,0
2016-01-15-15,15.07,10.64,77.8,0,1
2016-01-15-18,0.22,0.0,31.11,0,1
2016-01-15-21,0.0,0.0,0.0,0,1
2016-01-16-0,4.34,0.0,37.94,0,1
2016-01-16-3,9.37,7.4,247.36,0,1
2016-01-16-6,10.55,6.26,172.27,0,1
2016-01-16-9,31.23,16.59,247.59,0,0
2016-01-16-12,9.05,5.04,67.15,0,1
2016-01-16-15,10.5,5.05,93.01,0,1
2016-01-16-18,0.22,0.0,44.3,0,1
2016-01-16-21,0.0,0.0,0.0,0,1
2016-01-17-0,6.13,0.0,219.19,0,1
2016-01-17-3,10.06,8.04,247.48,0,1
2016-01-17-6,19.4,9.52,228.39,0,1
2016-01-17-9,14.2,8.29,175.47,0,1
2016-01-17-12,27.81,13.67,190.97,0,1
2016-01-17-15,25.93,12.96,206.44,0,1
2016-01-17-18,0.0,0.0,0.0,0,1
2016-01-17-21,0.0,0.0,0.0,0,1
2016-01-18-0,5.0,0.0,247.36,0,1
2016-01-18-3,9.98,8.34,30.01,0,1
2016-01-18-6,11.41,9.22,248.62,0,1
2016-01-18-9,10.2,6.25,183.52,0,1
2016-01-18-12,25.77,13.54,203.24,0,1
2016-01-18-15,21.01,8.91,167.35,0,1
2016-01-18-18,0.0,0.0,0.0,0,1
2016-01-18-21,0.0,0.0,0.0,0,1
2016-01-19-0,4.67,0.0,88.65,0,1
2016-01-19-3,30.64,17.8,167.48,0,0
2016-01-19-6,111.77,115.21,246.27,1,0
2016-01-19-9,57.14,42.88,234.62,0,0
2016-01-19-12,17.29,16.3,60.03,0,0
2016-01-19-15,11.08,8.34,46.27,0,1
2016-01-19-18,0.0,0.0,0.0,0,1
2016-01-19-21,0.0,0.0,0.0,0,1
2016-01-20-0,1.98,0.0,29.97,0,1
2016-01-20-3,11.44,7.16,26.42,1,1
2016-01-20-6,55.7,13.7,230.08,1,1
2016-01-20-9,130.92,139.26,247.36,0,0
2016-01-20-12,94.83,76.48,249.07,0,0
2016-01-20-15,110.75,100.86,249.07,0,0
2016-01-20-18,0.0,0.0,0.0,0,1
2016-01-20-21,0.0,0.0,0.0,0,1
2016-01-21-0,0.8,0.0,34.51,0,1
2016-01-21-3,28.18,24.15,244.4,0,0
2016-01-21-6,72.94,76.92,248.27,1,0
2016-01-21-9,101.46,96.25,249.07,0,0
2016-01-21-12,45.95,42.38,220.94,0,0
2016-01-21-15,67.33,69.42,185.61,0,0
2016-01-21-18,0.0,0.0,0.0,0,1
2016-01-21-21,0.0,0.0,0.0,0,1
2016-01-22-0,3.36,0.0,39.19,0,1
2016-01-22-3,20.62,18.77,223.63,0,0
2016-01-22-6,31.91,28.97,198.8,0,0
2016-01-22-9,99.96,88.64,249.07,0,0
2016-01-22-12,60.54,55.45,233.72,0,0
2016-01-22-15,32.4,30.02,129.13,0,0
2016-01-22-18,0.0,0.0,0.0,0,1
2016-01-22-21,0.0,0.0,0.0,0,1
2016-01-23-0,0.88,0.0,30.2,0,1
2016-01-23-3,23.31,21.52,231.38,0,0
2016-01-23-6,94.72,109.55,249.07,1,0
2016-01-23-9,76.51,69.99,249.07,1,0
2016-01-23-12,102.8,119.91,243.49,0,0
2016-01-23-15,46.6,51.15,103.72,0,0
2016-01-23-18,0.0,0.0,0.0,0,1
2016-01-23-21,0.0,0.0,0.0,0,1
2016-01-24-0,4.52,0.0,244.8,0,1
2016-01-24-3,19.63,19.69,93.14,0,0
2016-01-24-6,26.02,23.53,206.59,0,0
2016-01-24-9,74.44,34.54,249.07,1,0
2016-01-24-12,90.14,98.43,247.82,0,0
2016-01-24-15,53.61,36.15,229.03,0,0
2016-01-24-18,0.0,0.0,0.0,0,1
2016-01-24-21,0.0,0.0,0.0,0,1
2016-01-25-0,6.18,0.0,216.84,0,1
2016-01-25-3,11.41,10.51,35.7,0,1
2016-01-25-6,14.82,14.18,57.3,0,1
2016-01-25-9,21.16,19.81,202.38,0,0
2016-01-25-12,11.33,5.31,227.06,1,1
2016-01-25-15,14.32,18.13,41.83,0,0
2016-01-25-18,0.0,0.0,0.0,0,1
2016-01-25-21,0.0,0.0,0.0,0,1
2016-01-26-0,5.01,0.0,243.03,0,1
2016-01-26-3,7.48,6.26,28.79,0,1
2016-01-26-6,11.9,10.63,38.63,0,1
2016-01-26-9,18.72,15.13,227.2,0,0
2016-01-26-12,23.42,19.18,232.18,1,0
2016-01-26-15,16.65,19.89,47.31,0,0
2016-01-26-18,0.0,0.0,0.0,0,1
2016-01-26-21,0.0,0.0,0.0,0,1
2016-01-27-0,4.16,0.0,42.67,0,1
2016-01-27-3,4.77,4.45,24.71,0,1
2016-01-27-6,11.02,9.81,34.67,0,1
2016-01-27-9,15.34,13.05,146.9,0,1
2016-01-27-12,24.9,20.14,248.96,0,0
2016-01-27-15,16.22,16.64,82.5,0,0
2016-01-27-18,0.0,0.0,0.0,0,1
2016-01-27-21,0.0,0.0,0.0,0,1
2016-01-28-0,4.17,0.0,247.13,0,1
2016-01-28-3,6.95,6.51,175.91,0,1
2016-01-28-6,34.97,8.29,249.07,0,1
2016-01-28-9,84.34,79.46,244.51,0,0
2016-01-28-12,52.49,53.75,218.81,0,0
2016-01-28-15,18.02,15.84,248.37,0,0
2016-01-28-18,0.0,0.0,0.0,0,1
2016-01-28-21,0.0,0.0,0.0,0,1
2016-01-29-0,4.89,0.0,132.28,0,1
2016-01-29-3,6.35,5.06,120.49,0,1
2016-01-29-6,10.05,6.22,175.8,0,1
2016-01-29-9,15.94,12.17,154.29,0,1
2016-01-29-12,17.34,18.14,55.33,0,0
2016-01-29-15,18.84,19.29,218.64,0,0
2016-01-29-18,0.0,0.0,18.84,0,1
2016-01-29-21,0.0,0.0,0.0,0,1
2016-01-30-0,5.77,0.0,73.14,0,1
2016-01-30-3,3.64,2.96,30.9,0,1
2016-01-30-6,3.25,3.26,10.09,0,1
2016-01-30-9,10.09,7.7,44.23,0,1
2016-01-30-12,14.06,13.95,36.98,0,1
2016-01-30-15,11.8,9.22,54.92,0,1
2016-01-30-18,0.0,0.0,0.0,0,1
2016-01-30-21,0.0,0.0,0.0,0,1
2016-01-31-0,3.82,0.0,130.52,0,1
2016-01-31-3,9.68,5.66,128.06,0,1
2016-01-31-6,40.69,27.29,219.47,0,0
2016-01-31-9,54.26,44.03,247.13,0,0
2016-01-31-12,76.09,61.88,236.13,0,0
2016-01-31-15,76.05,61.72,232.73,0,0
2016-01-31-18,0.0,0.0,0.0,0,1
2016-01-31-21,0.0,0.0,0.0,0,1
2016-02-01-0,0.71,0.0,44.68,0,1
2016-02-01-3,28.92,26.08,228.76,0,0
2016-02-01-6,68.85,61.06,236.44,0,0
2016-02-01-9,27.84,19.99,215.33,0,0
2016-02-01-12,20.42,16.34,67.67,0,0
2016-02-01-15,9.79,5.63,47.48,0,1
2016-02-01-18,0.0,0.0,0.0,0,1
2016-02-01-21,0.0,0.0,0.0,0,1
2016-02-02-0,1.61,0.0,120.94,0,1
2016-02-02-3,7.33,3.59,208.4,0,1
2016-02-02-6,7.66,4.75,73.48,0,1
2016-02-02-9,16.02,8.01,191.34,0,1
2016-02-02-12,17.61,8.33,132.13,0,1
2016-02-02-15,35.72,25.94,190.1,0,0
2016-02-02-18,0.0,0.0,0.0,0,1
2016-02-02-21,0.0,0.0,0.0,0,1
2016-02-03-0,0.42,0.0,52.08,0,1
2016-02-03-3,49.13,49.68,208.87,0,0
2016-02-03-6,44.06,35.74,248.96,0,0
2016-02-03-9,29.14,24.18,229.91,0,0
2016-02-03-12,12.29,8.31,59.66,0,1
2016-02-03-15,10.41,3.86,117.76,0,1
2016-02-03-18,0.0,0.0,0.0,0,1
2016-02-03-21,0.0,0.0,0.0,0,1
2016-02-04-0,0.8,0.0,32.23,0,1
2016-02-04-3,6.81,3.58,32.74,0,1
2016-02-04-6,4.56,3.28,32.43,0,1
2016-02-04-9,17.22,12.71,230.47,0,1
2016-02-04-12,38.64,31.42,207.86,0,0
2016-02-04-15,13.43,12.15,48.44,0,1
2016-02-04-18,0.0,0.0,0.0,0,1
2016-02-04-21,0.0,0.0,0.0,0,1
2016-02-05-0,0.53,0.0,53.31,0,1
2016-02-05-3,18.09,11.87,188.16,0,1
2016-02-05-6,12.36,10.97,75.45,0,1
2016-02-05-9,66.68,62.14,220.23,0,0
2016-02-05-12,35.57,30.38,161.3,0,0
2016-02-05-15,21.36,14.18,149.4,0,1
2016-02-05-18,0.0,0.0,0.0,0,1
2016-02-05-21,0.0,0.0,0.0,0,1
2016-02-06-0,0.11,0.0,31.58,0,1
2016-02-06-3,9.77,6.25,103.53,0,1
2016-02-06-6,6.74,5.94,95.85,0,1
2016-02-06-9,34.48,31.2,173.68,0,0
2016-02-06-12,12.45,6.51,61.3,0,1
2016-02-06-15,6.96,2.37,55.85,0,1
2016-02-06-18,0.0,0.0,0.0,0,1
2016-02-06-21,0.0,0.0,0.0,0,1
2016-02-07-0,0.0,0.0,0.0,0,1
2016-02-07-3,10.87,6.25,123.16,0,1
2016-02-07-6,7.33,5.96,37.29,0,1
2016-02-07-9,35.21,13.05,225.06,0,1
2016-02-07-12,78.56,74.4,215.47,0,0
2016-02-07-15,59.34,50.86,213.08,0,0
2016-02-07-18,0.0,0.0,0.0,0,1
2016-02-07-21,0.0,0.0,0.0,0,1
2016-02-08-0,0.0,0.0,0.0,0,1
2016-02-08-3,20.66,18.72,197.4,0,0
2016-02-08-6,66.5,56.19,249.07,0,0
2016-02-08-9,32.44,24.34,216.31,0,0
2016-02-08-12,16.07,14.8,65.81,0,1
2016-02-08-15,16.85,13.08,125.54,0,1
2016-02-08-18,0.0,0.0,0.0,0,1
2016-02-08-21,0.0,0.0,0.0,0,1
2016-02-09-0,0.0,0.0,0.0,0,1
2016-02-09-3,8.14,4.76,100.05,0,1
2016-02-09-6,7.93,4.16,232.91,0,1
2016-02-09-9,83.75,57.16,249.07,0,0
2016-02-09-12,64.47,57.06,232.59,0,0
2016-02-09-15,20.13,16.67,122.02,0,0
2016-02-09-18,0.0,0.0,0.0,0,1
2016-02-09-21,0.0,0.0,0.0,0,1
2016-02-10-0,0.0,0.0,0.0,0,1
2016-02-10-3,4.44,2.38,71.61,0,1
2016-02-10-6,23.2,12.73,201.11,0,1
2016-02-10-9,35.31,29.33,224.5,0,0
2016-02-10-12,9.87,5.63,62.68,0,1
2016-02-10-15,10.6,2.38,130.79,0,1
2016-02-10-18,0.0,0.0,0.0,0,1
2016-02-10-21,0.0,0.0,0.0,0,1
2016-02-11-0,0.0,0.0,0.0,0,1
2016-02-11-3,19.1,11.69,156.19,0,1
2016-02-11-6,39.12,39.43,189.32,0,0
2016-02-11-9,44.36,32.72,159.37,0,0
2016-02-11-12,68.14,63.9,231.72,0,0
2016-02-11-15,46.39,48.59,145.02,0,0
2016-02-11-18,0.0,0.0,0.0,0,1
2016-02-11-21,0.0,0.0,0.0,0,1
2016-02-12-0,0.0,0.0,0.0,0,1
2016-02-12-3,11.26,11.0,76.38,0,1
2016-02-12-6,13.72,12.44,60.84,0,1
2016-02-12-9,84.02,60.16,249.07,0,0
2016-02-12-12,106.4,101.0,249.07,0,0
2016-02-12-15,17.25,9.78,85.07,0,1
2016-02-12-18,0.0,0.0,0.0,0,1
2016-02-12-21,0.0,0.0,0.0,0,1
2016-02-13-0,0.0,0.0,0.0,0,1
2016-02-13-3,10.31,8.93,114.24,0,1
2016-02-13-6,20.92,20.17,163.38,0,0
2016-02-13-9,47.5,35.11,236.76,0,0
2016-02-13-12,23.89,19.85,84.34,0,0
2016-02-13-15,10.49,5.95,114.38,0,1
2016-02-13-18,0.0,0.0,0.0,0,1
2016-02-13-21,0.0,0.0,0.0,0,1
2016-02-14-0,0.0,0.0,0.0,0,1
2016-02-14-3,13.67,10.05,248.62,0,1
2016-02-14-6,52.88,29.93,248.16,0,0
2016-02-14-9,60.57,52.33,237.96,0,0
2016-02-14-12,32.78,27.3,131.87,0,0
2016-02-14-15,48.66,24.62,237.77,0,0
2016-02-14-18,0.0,0.0,0.0,0,1
2016-02-14-21,0.0,0.0,0.0,0,1
2016-02-15-0,0.0,0.0,0.0,0,1
2016-02-15-3,16.37,13.94,248.96,0,1
2016-02-15-6,30.42,25.38,177.11,0,0
2016-02-15-9,49.69,39.03,248.32,0,0
2016-02-15-12,42.02,42.04,122.27,0,0
2016-02-15-15,17.23,15.42,129.19,0,0
2016-02-15-18,0.0,0.0,0.0,0,1
2016-02-15-21,0.0,0.0,0.0,0,1
2016-02-16-0,0.0,0.0,0.0,0,1
2016-02-16-3,10.03,0.0,112.16,0,1
2016-02-16-6,113.18,125.3,246.66,1,0
2016-02-16-9,113.23,94.75,249.07,0,0
2016-02-16-12,136.34,137.73,249.07,0,0
2016-02-16-15,45.33,0.0,236.76,0,1
2016-02-16-18,0.0,0.0,0.0,0,1
2016-02-16-21,0.0,0.0,0.0,0,1
2016-02-17-0,0.0,0.0,0.0,0,1
2016-02-17-3,15.53,13.47,241.59,0,1
2016-02-17-6,83.81,75.09,248.96,0,0
2016-02-17-9,64.81,53.21,249.07,0,0
2016-02-17-12,100.05,82.42,245.28,0,0
2016-02-17-15,23.03,3.36,151.07,0,1
2016-02-17-18,0.0,0.0,0.0,0,1
2016-02-17-21,0.0,0.0,0.0,0,1
2016-02-18-0,0.0,0.0,0.0,0,1
2016-02-18-3,28.14,16.34,249.07,0,0
2016-02-18-6,93.56,72.2,249.07,0,0
2016-02-18-9,76.27,57.23,249.07,0,0
2016-02-18-12,35.89,31.26,182.07,0,0
2016-02-18-15,22.24,3.35,108.54,0,1
2016-02-18-18,0.0,0.0,0.0,0,1
2016-02-18-21,0.0,0.0,0.0,0,1
2016-02-19-0,0.0,0.0,0.0,0,1
2016-02-19-3,14.88,14.87,177.73,0,1
2016-02-19-6,68.0,39.92,248.16,0,0
2016-02-19-9,118.55,118.22,247.25,0,0
2016-02-19-12,52.42,51.1,183.14,0,0
2016-02-19-15,52.98,9.04,239.45,0,1
2016-02-19-18,0.0,0.0,0.0,0,1
2016-02-19-21,0.0,0.0,0.0,0,1
2016-02-20-0,0.0,0.0,0.0,0,1
2016-02-20-3,9.54,0.0,224.8,0,1
2016-02-20-6,41.08,31.57,236.33,0,0
2016-02-20-9,29.15,19.45,248.39,1,0
2016-02-20-12,19.24,22.45,54.96,1,0
2016-02-20-15,17.97,0.0,87.43,0,1
2016-02-20-18,0.0,0.0,0.0,0,1
2016-02-20-21,0.0,0.0,0.0,0,1
2016-02-21-0,0.0,0.0,0.0,0,1
2016-02-21-3,13.01,16.27,83.94,0,0
2016-02-21-6,10.61,5.6,31.38,1,1
2016-02-21-9,5.44,3.59,221.54,1,1
2016-02-21-12,7.06,2.69,81.13,1,1
2016-02-21-15,10.41,0.0,50.0,0,1
2016-02-21-18,0.0,0.0,0.0,0,1
2016-02-21-21,0.0,0.0,0.0,0,1
2016-02-22-0,0.0,0.0,0.0,0,1
2016-02-22-3,2.55,0.0,30.42,0,1
2016-02-22-6,5.4,4.15,24.33,1,1
2016-02-22-9,5.14,3.59,25.73,1,1
2016-02-22-12,4.88,2.39,27.14,1,1
2016-02-22-15,8.39,0.0,121.0,0,1
2016-02-22-18,0.0,0.0,0.0,0,1
2016-02-22-21,0.0,0.0,0.0,0,1
2016-02-23-0,0.0,0.0,0.0,0,1
2016-02-23-3,14.99,17.36,76.99,0,0
2016-02-23-6,17.32,16.91,43.71,0,0
2016-02-23-9,23.47,22.12,248.96,0,0
2016-02-23-12,29.37,23.78,249.07,0,0
2016-02-23-15,0.0,0.0,0.0,0,1
2016-02-23-18,0.0,0.0,0.0,0,1
2016-02-23-21,0.0,0.0,0.0,0,1
2016-02-24-0,0.0,0.0,0.0,0,1
2016-02-24-3,9.23,7.74,41.61,0,1
2016-02-24-6,23.6,23.41,107.82,0,0
2016-02-24-9,25.04,4.72,136.7,1,1
2016-02-24-12,25.71,24.08,105.78,0,0
2016-02-24-15,8.81,0.0,45.79,0,1
2016-02-24-18,0.0,0.0,0.0,0,1
2016-02-24-21,0.0,0.0,0.0,0,1
2016-02-25-0,0.0,0.0,0.0,0,1
2016-02-25-3,9.03,3.57,128.17,0,1
2016-02-25-6,16.28,15.17,82.23,0,0
2016-02-25-9,18.3,22.81,110.3,1,0
2016-02-25-12,14.67,15.45,74.72,0,0
2016-02-25-15,7.59,0.0,45.47,0,1
2016-02-25-18,0.0,0.0,0.0,0,1
2016-02-25-21,0.0,0.0,0.0,0,1
2016-02-26-0,0.0,0.0,0.0,0,1
2016-02-26-3,8.05,3.86,120.8,0,1
2016-02-26-6,7.89,5.35,76.81,0,1
2016-02-26-9,9.21,6.26,44.62,0,1
2016-02-26-12,26.53,19.79,249.07,0,0
2016-02-26-15,10.25,0.0,153.01,0,1
2016-02-26-18,0.0,0.0,0.0,0,1
2016-02-26-21,0.0,0.0,0.0,0,1
2016-02-27-0,0.0,0.0,0.0,0,1
2016-02-27-3,5.9,3.58,35.64,0,1
2016-02-27-6,20.34,14.01,86.98,0,1
2016-02-27-9,34.69,28.0,134.39,0,0
2016-02-27-12,9.88,7.14,60.15,0,1
2016-02-27-15,5.66,0.0,248.05,0,1
2016-02-27-18,0.0,0.0,0.0,0,1
2016-02-27-21,0.0,0.0,0.0,0,1
2016-02-28-0,0.0,0.0,0.0,0,1
2016-02-28-3,5.69,2.98,75.17,0,1
2016-02-28-6,6.76,3.57,201.71,0,1
2016-02-28-9,13.02,6.21,232.22,0,1
2016-02-28-12,35.17,24.98,189.16,0,0
2016-02-28-15,6.66,0.0,61.71,0,1
2016-02-28-18,0.0,0.0,0.0,0,1
2016-02-28-21,0.0,0.0,0.0,0,1
2016-02-29-0,0.0,0.0,0.0,0,1
2016-02-29-3,6.75,3.29,109.28,0,1
2016-02-29-6,4.66,3.26,222.38,0,1
2016-02-29-9,16.94,7.71,226.13,0,1
2016-02-29-12,16.25,12.16,102.53,0,1
2016-02-29-15,9.24,0.0,97.29,0,1
2016-02-29-18,0.0,0.0,0.0,0,1
2016-02-29-21,0.0,0.0,0.0,0,1
2016-03-01-0,0.0,0.0,0.0,0,1
2016-03-01-3,6.08,2.98,76.02,0,1
2016-03-01-6,10.6,5.92,114.78,0,1
2016-03-01-9,30.17,11.52,248.62,0,1
2016-03-01-12,19.46,10.72,146.18,0,1
2016-03-01-15,4.07,0.0,59.98,0,1
2016-03-01-18,0.0,0.0,0.0,0,1
2016-03-01-21,0.0,0.0,0.0,0,1
2016-03-02-0,0.0,0.0,0.0,0,1
2016-03-02-3,6.57,2.99,82.81,0,1
2016-03-02-6,6.68,3.86,37.36,0,1
2016-03-02-9,21.57,7.72,241.55,0,1
2016-03-02-12,20.38,10.11,131.69,0,1
2016-03-02-15,20.65,0.0,191.66,0,1
2016-03-02-18,0.0,0.0,0.0,0,1
2016-03-02-21,0.0,0.0,0.0,0,1
2016-03-03-0,0.0,0.0,0.0,0,1
2016-03-03-3,5.57,2.98,32.45,0,1
2016-03-03-6,14.31,5.64,187.18,0,1
2016-03-03-9,40.37,30.36,204.93,0,0
2016-03-03-12,13.91,9.5,92.79,0,1
2016-03-03-15,9.89,0.0,89.56,0,1
2016-03-03-18,0.0,0.0,0.0,0,1
2016-03-03-21,0.0,0.0,0.0,0,1
2016-03-04-0,0.0,0.0,0.0,0,1
2016-03-04-3,8.02,3.59,94.6,0,1
2016-03-04-6,4.49,3.88,22.36,0,1
2016-03-04-9,10.07,5.66,125.25,0,1
2016-03-04-12,4.73,2.96,41.36,0,1
2016-03-04-15,5.97,0.0,62.91,0,1
2016-03-04-18,0.0,0.0,0.0,0,1
2016-03-04-21,0.0,0.0,0.0,0,1
2016-03-05-0,0.0,0.0,0.0,0,1
2016-03-05-3,5.98,2.09,67.54,0,1
2016-03-05-6,7.09,2.39,185.0,0,1
2016-03-05-9,31.92,23.95,209.39,0,0
2016-03-05-12,29.85,14.58,195.25,0,1
2016-03-05-15,7.17,0.0,138.34,0,1
2016-03-05-18,0.0,0.0,0.0,0,1
2016-03-05-21,0.0,0.0,0.0,0,1
2016-03-06-0,0.0,0.0,0.0,0,1
2016-03-06-3,6.24,0.0,83.62,0,1
2016-03-06-6,3.42,2.39,25.0,0,1
2016-03-06-9,4.3,2.09,25.29,0,1
2016-03-06-12,19.75,8.32,233.34,0,1
2016-03-06-15,4.8,0.0,158.23,0,1
2016-03-06-18,0.0,0.0,0.0,0,1
2016-03-06-21,0.0,0.0,0.0,0,1
2016-03-07-0,0.0,0.0,0.0,0,1
2016-03-07-3,7.55,0.0,131.93,0,1
2016-03-07-6,39.87,23.25,239.6,0,0
2016-03-07-9,64.3,49.77,246.94,0,0
2016-03-07-12,52.58,47.23,243.66,0,0
2016-03-07-15,15.29,0.0,207.46,0,1
2016-03-07-18,0.0,0.0,0.0,0,1
2016-03-07-21,0.0,0.0,0.0,0,1
2016-03-08-0,0.0,0.0,0.0,0,1
2016-03-08-3,6.23,0.0,46.64,0,1
2016-03-08-6,12.99,8.29,120.14,0,1
2016-03-08-9,57.38,55.69,209.12,0,0
2016-03-08-12,71.35,67.11,239.45,0,0
2016-03-08-15,21.5,0.0,234.46,0,1
2016-03-08-18,0.0,0.0,0.0,0,1
2016-03-08-21,0.0,0.0,0.0,0,1
2016-03-09-0,0.0,0.0,0.0,0,1
2016-03-09-3,0.0,0.0,0.0,0,1
2016-03-09-6,16.72,4.76,215.83,0,1
2016-03-09-9,44.01,42.1,214.04,0,0
2016-03-09-12,61.24,57.99,214.45,0,0
2016-03-09-15,13.61,0.0,119.91,0,1
2016-03-09-18,0.0,0.0,0.0,0,1
2016-03-09-21,0.0,0.0,0.0,0,1
2016-03-10-0,0.0,0.0,0.0,0,1
2016-03-10-3,9.18,0.0,86.46,0,1
2016-03-10-6,26.17,24.08,153.92,0,0
2016-03-10-9,31.97,30.92,91.91,0,0
2016-03-10-12,33.57,33.05,80.37,0,0
