segment,mean,median,max,sunlight_contamination
2013-01-03-1,12.37,0.00,225.46,0
2013-01-03-2,13.77,9.39,244.85,0
2013-01-03-3,6.21,5.94,24.66,0
2013-01-03-4,5.66,5.63,23.80,0
2013-01-03-5,5.71,5.05,24.32,0
2013-01-03-6,5.98,5.05,24.93,0
2013-01-03-7,5.80,5.05,26.72,0
2013-01-03-8,7.54,5.92,33.78,0
2013-01-03-9,11.94,8.89,174.38,0
2013-01-03-10,13.88,10.97,105.43,0
2013-01-03-11,15.42,13.95,74.41,0
2013-01-03-12,16.03,17.05,28.90,0
2013-01-03-13,15.41,16.36,25.86,0
2013-01-03-14,11.58,11.61,29.10,0
2013-01-03-15,12.93,12.49,34.19,0
2013-01-03-16,12.70,10.41,248.62,0
2013-01-03-17,18.91,17.15,49.79,0
2013-01-03-18,7.23,0.00,48.31,0
2013-01-03-19,0.00,0.00,0.00,0
2013-01-03-20,0.00,0.00,0.00,0
2013-01-03-21,0.00,0.00,0.00,0
2013-01-03-22,0.00,0.00,0.00,0
2013-01-03-23,0.00,0.00,0.00,0
2013-01-04-0,0.00,0.00,0.00,0
2013-01-04-1,9.89,0.00,67.60,0
2013-01-04-2,12.70,9.45,67.47,0
2013-01-04-3,5.59,5.34,24.12,0
2013-01-04-4,4.50,4.15,22.95,0
2013-01-04-5,4.94,4.46,22.95,0
2013-01-04-6,5.01,4.75,22.95,0
2013-01-04-7,5.03,5.04,23.53,0
2013-01-04-8,4.61,4.76,22.36,0
2013-01-04-9,4.69,4.77,22.36,0
2013-01-04-10,6.41,6.22,27.04,0
2013-01-04-11,4.09,3.88,22.17,0
2013-01-04-12,7.08,7.44,24.23,0
2013-01-04-13,7.63,7.73,23.22,0
2013-01-04-14,6.72,5.65,25.38,0
2013-01-04-15,6.87,5.65,26.44,0
2013-01-04-16,6.85,5.36,25.79,0
2013-01-04-17,16.12,13.50,246.11,0
2013-01-04-18,4.76,0.00,36.68,0
2013-01-04-19,0.00,0.00,0.00,0
2013-01-04-20,0.00,0.00,0.00,0
2013-01-04-21,0.00,0.00,0.00,0
2013-01-04-22,0.00,0.00,0.00,0
2013-01-04-23,0.00,0.00,0.00,0
2013-01-05-0,0.00,0.00,0.00,0
2013-01-05-1,4.57,0.00,33.06,0
2013-01-05-2,11.43,8.76,33.12,0
2013-01-05-3,5.16,5.05,23.82,0
2013-01-05-4,5.59,5.34,26.47,0
2013-01-05-5,5.38,5.06,29.40,0
2013-01-05-6,6.89,5.35,33.80,0
2013-01-05-7,7.04,5.63,42.72,0
2013-01-05-8,6.63,5.92,29.06,0
2013-01-05-9,6.83,5.62,29.03,0
2013-01-05-10,7.33,5.62,58.88,0
2013-01-05-11,1.00,0.00,26.52,0
2013-01-05-12,0.00,0.00,0.00,0
2013-01-05-13,0.00,0.00,0.00,0
2013-01-05-14,0.00,0.00,0.00,0
2013-01-05-15,0.00,0.00,0.00,0
2013-01-05-16,0.00,0.00,0.00,0
2013-01-05-17,4.81,0.00,133.02,0
2013-01-05-18,13.48,0.00,105.79,0
2013-01-05-19,0.00,0.00,0.00,0
2013-01-05-20,0.00,0.00,0.00,0
2013-01-05-21,0.00,0.00,0.00,0
2013-01-05-22,0.00,0.00,0.00,0
2013-01-05-23,0.00,0.00,0.00,0
2013-01-06-0,0.00,0.00,0.00,0
2013-01-06-1,9.57,0.00,126.82,0
2013-01-06-2,16.74,12.35,127.89,0
2013-01-06-3,6.80,6.23,24.23,0
2013-01-06-4,5.39,4.45,25.86,0
2013-01-06-5,5.82,4.45,31.73,0
2013-01-06-6,5.71,4.45,28.52,0
2013-01-06-7,5.97,4.45,29.38,0
2013-01-06-8,5.54,4.43,24.71,0
2013-01-06-9,5.35,3.85,27.88,0
2013-01-06-10,7.79,5.95,52.17,0
2013-01-06-11,10.22,7.73,93.11,0
2013-01-06-12,10.37,8.63,36.98,0
2013-01-06-13,6.56,6.23,24.70,0
2013-01-06-14,5.49,5.34,22.36,0
2013-01-06-15,4.90,4.77,21.77,0
2013-01-06-16,4.17,4.17,22.11,0
2013-01-06-17,13.61,8.72,44.42,0
2013-01-06-18,6.50,0.00,44.37,0
2013-01-06-19,0.00,0.00,0.00,0
2013-01-06-20,0.00,0.00,0.00,0
2013-01-06-21,0.00,0.00,0.00,0
2013-01-06-22,0.00,0.00,0.00,0
2013-01-06-23,0.00,0.00,0.00,0
2013-01-07-0,0.00,0.00,0.00,0
2013-01-07-1,8.46,0.00,224.13,0
2013-01-07-2,16.89,11.90,246.45,0
2013-01-07-3,5.65,5.06,26.47,0
2013-01-07-4,4.53,3.28,28.52,0
2013-01-07-5,4.26,2.99,41.21,0
2013-01-07-6,4.75,2.99,50.07,0
2013-01-07-7,7.00,3.58,83.90,0
2013-01-07-8,9.51,4.16,170.57,0
2013-01-07-9,6.53,2.98,92.34,0
2013-01-07-10,5.12,2.38,31.97,0
2013-01-07-11,4.10,2.68,33.60,0
2013-01-07-12,2.51,2.09,21.18,0
2013-01-07-13,2.23,1.79,20.60,0
2013-01-07-14,2.56,2.39,21.18,0
2013-01-07-15,3.04,2.39,24.70,0
2013-01-07-16,3.59,2.69,25.00,0
2013-01-07-17,14.87,7.98,99.16,0
2013-01-07-18,8.20,0.00,94.81,0
2013-01-07-19,0.00,0.00,0.00,0
2013-01-07-20,0.00,0.00,0.00,0
2013-01-07-21,0.00,0.00,0.00,0
2013-01-07-22,0.00,0.00,0.00,0
2013-01-07-23,0.00,0.00,0.00,0
2013-01-08-0,0.00,0.00,0.00,0
2013-01-08-1,6.12,0.00,217.90,0
2013-01-08-2,15.85,10.82,222.71,0
2013-01-08-3,4.40,3.29,20.94,0
2013-01-08-4,2.97,1.79,21.46,0
2013-01-08-5,2.73,1.49,21.70,0
2013-01-08-6,2.19,1.49,14.60,0
2013-01-08-7,2.31,1.49,19.92,0
2013-01-08-8,2.34,1.49,22.30,0
2013-01-08-9,2.23,1.49,21.12,0
2013-01-08-10,2.96,1.20,76.45,0
2013-01-08-11,2.31,1.20,23.77,0
2013-01-08-12,2.37,1.49,19.35,0
2013-01-08-13,2.72,1.49,25.25,0
2013-01-08-14,2.74,1.49,27.64,0
2013-01-08-15,3.20,2.39,31.15,0
2013-01-08-16,4.67,3.29,43.49,0
2013-01-08-17,18.50,14.74,68.71,0
2013-01-08-18,4.73,0.00,50.93,0
2013-01-08-19,0.00,0.00,0.00,0
2013-01-08-20,0.00,0.00,0.00,0
2013-01-08-21,0.00,0.00,0.00,0
2013-01-08-22,0.00,0.00,0.00,0
2013-01-08-23,0.00,0.00,0.00,0
2013-01-09-0,0.00,0.00,0.00,0
2013-01-09-1,4.12,0.00,86.99,0
2013-01-09-2,13.64,9.46,92.71,0
2013-01-09-3,3.79,3.59,228.21,0
2013-01-09-4,1.75,1.49,24.64,0
2013-01-09-5,1.61,1.49,5.66,0
2013-01-09-6,6.77,4.75,67.89,0
2013-01-09-7,8.70,5.36,134.03,0
2013-01-09-8,13.59,5.63,192.26,0
2013-01-09-9,46.60,33.74,226.63,0
2013-01-09-10,29.39,25.60,88.39,0
2013-01-09-11,9.44,8.56,41.10,0
2013-01-09-12,6.88,4.17,53.96,0
2013-01-09-13,3.43,2.39,24.90,0
2013-01-09-14,2.59,1.79,26.10,0
2013-01-09-15,1.91,1.79,20.18,0
2013-01-09-16,2.00,2.09,20.30,0
2013-01-09-17,15.68,11.53,42.82,0
2013-01-09-18,4.24,0.00,42.28,0
2013-01-09-19,0.00,0.00,0.00,0
2013-01-09-20,0.00,0.00,0.00,0
2013-01-09-21,0.00,0.00,0.00,0
2013-01-09-22,0.00,0.00,0.00,0
2013-01-09-23,0.00,0.00,0.00,0
2013-01-10-0,0.00,0.00,0.00,0
2013-01-10-1,4.78,0.00,222.30,0
2013-01-10-2,17.52,12.58,247.31,0
2013-01-10-3,5.24,3.59,28.52,0
2013-01-10-4,4.05,2.09,32.92,0
2013-01-10-5,3.81,2.09,23.75,0
2013-01-10-6,3.76,2.39,18.70,0
2013-01-10-7,4.26,2.69,23.49,0
2013-01-10-8,4.54,2.99,23.78,0
2013-01-10-9,7.90,3.59,189.21,0
2013-01-10-10,16.58,6.87,234.98,0
2013-01-10-11,27.35,26.15,96.52,0
2013-01-10-12,11.99,8.89,55.08,0
2013-01-10-13,2.78,2.38,20.89,0
2013-01-10-14,2.08,2.08,20.60,0
2013-01-10-15,1.61,1.49,20.30,0
2013-01-10-16,1.46,1.49,11.66,0
2013-01-10-17,14.48,8.58,49.80,0
2013-01-10-18,4.99,0.00,48.92,0
2013-01-10-19,0.00,0.00,0.00,0
2013-01-10-20,0.00,0.00,0.00,0
2013-01-10-21,0.00,0.00,0.00,0
2013-01-10-22,0.00,0.00,0.00,0
2013-01-10-23,0.00,0.00,0.00,0
2013-01-11-0,0.00,0.00,0.00,0
2013-01-11-1,2.87,0.00,40.76,0
2013-01-11-2,13.25,8.96,40.53,0
2013-01-11-3,2.13,2.09,6.87,0
2013-01-11-4,1.67,1.49,4.77,0
2013-01-11-5,2.54,2.39,5.97,0
2013-01-11-6,2.70,2.69,6.57,0
2013-01-11-7,2.76,2.98,6.26,0
2013-01-11-8,3.19,3.28,7.44,0
2013-01-11-9,6.62,5.35,24.32,0
2013-01-11-10,13.12,12.45,33.26,0
2013-01-11-11,31.05,25.89,80.00,0
2013-01-11-12,34.68,23.70,148.48,0
2013-01-11-13,10.82,10.34,72.65,0
2013-01-11-14,6.55,6.25,22.95,0
2013-01-11-15,3.32,3.28,22.06,0
2013-01-11-16,3.46,3.58,21.30,0
2013-01-11-17,16.18,11.45,46.90,0
2013-01-11-18,4.41,0.00,46.51,0
2013-01-11-19,0.00,0.00,0.00,0
2013-01-11-20,0.00,0.00,0.00,0
2013-01-11-21,0.00,0.00,0.00,0
2013-01-11-22,0.00,0.00,0.00,0
2013-01-11-23,0.00,0.00,0.00,0
2013-01-12-0,0.00,0.00,0.00,0
2013-01-12-1,1.82,0.00,32.91,0
2013-01-12-2,11.83,8.86,32.94,0
2013-01-12-3,1.47,1.49,5.36,0
2013-01-12-4,1.14,1.20,8.69,0
2013-01-12-5,1.10,1.20,3.58,0
2013-01-12-6,1.31,1.49,4.16,0
2013-01-12-7,2.09,2.09,5.35,0
2013-01-12-8,3.24,3.58,9.56,0
2013-01-12-9,3.63,3.86,8.89,0
2013-01-12-10,4.52,4.16,23.68,0
2013-01-12-11,14.74,14.84,33.65,0
2013-01-12-12,19.56,20.69,35.81,0
2013-01-12-13,13.05,13.07,28.22,0
2013-01-12-14,8.36,8.62,16.01,0
2013-01-12-15,6.17,5.96,22.36,0
2013-01-12-16,2.82,2.98,21.18,0
2013-01-12-17,13.42,5.87,61.95,0
2013-01-12-18,7.11,0.00,60.16,0
2013-01-12-19,0.00,0.00,0.00,0
2013-01-12-20,0.00,0.00,0.00,0
2013-01-12-21,0.00,0.00,0.00,0
2013-01-12-22,0.00,0.00,0.00,0
2013-01-12-23,0.00,0.00,0.00,0
2013-01-13-0,0.00,0.00,0.00,0
2013-01-13-1,2.91,0.00,46.99,0
2013-01-13-2,16.40,11.98,47.55,0
2013-01-13-3,3.85,3.89,21.41,0
2013-01-13-4,3.82,3.29,21.18,0
2013-01-13-5,3.75,3.29,21.47,0
2013-01-13-6,6.70,4.77,90.37,0
2013-01-13-7,14.92,13.10,68.42,0
2013-01-13-8,11.52,11.89,25.00,0
2013-01-13-9,8.60,8.88,21.47,0
2013-01-13-10,7.55,7.70,22.06,0
2013-01-13-11,8.51,8.56,24.78,0
2013-01-13-12,13.93,14.43,31.26,0
2013-01-13-13,9.71,9.46,27.68,0
2013-01-13-14,14.29,13.76,31.52,0
2013-01-13-15,16.55,17.31,33.28,0
2013-01-13-16,12.59,12.15,30.34,0
2013-01-13-17,16.70,12.37,54.85,0
2013-01-13-18,4.70,0.00,53.04,0
2013-01-13-19,0.00,0.00,0.00,0
2013-01-13-20,0.00,0.00,0.00,0
2013-01-13-21,0.00,0.00,0.00,0
2013-01-13-22,0.00,0.00,0.00,0
2013-01-13-23,0.00,0.00,0.00,0
2013-01-14-0,0.00,0.00,0.00,0
2013-01-14-1,0.63,0.00,26.63,0
2013-01-14-2,18.72,17.70,38.28,0
2013-01-14-3,7.70,7.13,22.95,0
2013-01-14-4,2.61,2.39,29.07,0
2013-01-14-5,1.51,1.20,29.07,0
2013-01-14-6,3.99,2.93,32.87,0
2013-01-14-7,16.15,14.82,42.18,0
2013-01-14-8,21.64,20.41,68.32,0
2013-01-14-9,32.25,30.20,78.68,0
2013-01-14-10,39.52,39.08,84.38,0
2013-01-14-11,48.89,41.19,147.76,0
2013-01-14-12,44.19,44.85,97.35,0
2013-01-14-13,35.22,36.26,57.96,0
2013-01-14-14,18.26,13.31,58.95,0
2013-01-14-15,3.74,3.86,22.36,0
2013-01-14-16,2.29,1.79,21.18,0
2013-01-14-17,9.21,3.28,75.50,0
2013-01-14-18,18.33,0.00,143.45,0
2013-01-14-19,0.00,0.00,0.00,0
2013-01-14-20,0.00,0.00,0.00,0
2013-01-14-21,0.00,0.00,0.00,0
2013-01-14-22,0.00,0.00,0.00,0
2013-01-14-23,0.00,0.00,0.00,0
2013-01-15-0,0.00,0.00,0.00,0
2013-01-15-1,0.00,0.00,0.00,0
2013-01-15-2,12.85,11.87,32.02,0
2013-01-15-3,4.16,3.89,11.03,0
2013-01-15-4,3.04,2.98,7.16,0
2013-01-15-5,1.97,1.49,6.25,0
2013-01-15-6,1.96,1.79,5.65,0
2013-01-15-7,4.50,4.15,17.79,0
2013-01-15-8,19.27,18.12,46.44,0
2013-01-15-9,14.78,13.91,44.13,0
2013-01-15-10,13.16,12.70,34.22,0
2013-01-15-11,27.16,27.50,58.01,0
2013-01-15-12,28.98,28.72,58.45,0
2013-01-15-13,6.99,5.63,26.48,0
2013-01-15-14,3.92,4.15,18.91,0
2013-01-15-15,3.13,3.27,12.81,0
2013-01-15-16,3.38,3.27,17.73,0
2013-01-15-17,0.00,0.00,0.00,0
2013-01-15-18,0.00,0.00,0.00,0
2013-01-15-19,0.00,0.00,0.00,0
2013-01-15-20,0.00,0.00,0.00,0
2013-01-15-21,0.00,0.00,0.00,0
2013-01-15-22,0.00,0.00,0.00,0
2013-01-15-23,0.00,0.00,0.00,0
2013-01-16-0,0.00,0.00,0.00,0
2013-01-16-1,0.00,0.00,0.00,0
2013-01-16-2,0.00,0.00,0.00,0
2013-01-16-3,0.79,0.00,14.01,0
2013-01-16-4,5.91,6.53,16.10,0
2013-01-16-5,5.37,5.65,17.00,0
2013-01-16-6,4.89,5.34,17.61,0
2013-01-16-7,5.07,5.34,18.56,0
2013-01-16-8,5.40,5.34,22.66,0
2013-01-16-9,8.25,6.82,52.91,0
2013-01-16-10,21.85,19.21,76.54,0
2013-01-16-11,21.55,18.76,63.02,0
2013-01-16-12,11.05,8.88,58.07,0
2013-01-16-13,10.35,9.45,30.03,0
2013-01-16-14,13.19,12.71,36.60,0
2013-01-16-15,10.52,10.07,43.17,0
2013-01-16-16,6.56,6.52,52.99,0
2013-01-16-17,20.67,20.39,40.19,0
2013-01-16-18,0.00,0.00,0.00,0
2013-01-16-19,0.00,0.00,0.00,0
2013-01-16-20,0.00,0.00,0.00,0
2013-01-16-21,0.00,0.00,0.00,0
2013-01-16-22,0.00,0.00,0.00,0
2013-01-16-23,0.00,0.00,0.00,0
2013-01-17-0,0.00,0.00,0.00,0
2013-01-17-1,0.00,0.00,0.00,0
2013-01-17-2,16.85,19.11,36.03,0
2013-01-17-3,8.98,8.93,23.70,0
2013-01-17-4,5.58,5.66,21.47,0
2013-01-17-5,5.55,5.65,12.16,0
2013-01-17-6,5.98,6.22,12.76,0
2013-01-17-7,5.92,6.22,12.76,0
2013-01-17-8,5.02,5.34,11.29,0
2013-01-17-9,4.08,4.15,10.39,0
2013-01-17-10,5.90,6.23,12.77,0
2013-01-17-11,9.08,9.19,22.56,0
2013-01-17-12,14.24,13.07,47.55,0
2013-01-17-13,17.47,16.62,74.49,0
2013-01-17-14,23.27,26.45,72.49,1
2013-01-17-15,86.67,87.70,181.80,0
2013-01-17-16,134.86,139.36,248.84,0
2013-01-17-17,94.69,101.17,243.37,0
2013-01-17-18,0.00,0.00,0.00,0
2013-01-17-19,0.00,0.00,0.00,0
2013-01-17-20,0.00,0.00,0.00,0
2013-01-17-21,0.00,0.00,0.00,0
2013-01-17-22,0.00,0.00,0.00,0
2013-01-17-23,0.00,0.00,0.00,0
2013-01-18-0,0.00,0.00,0.00,0
2013-01-18-1,0.00,0.00,0.00,0
2013-01-18-2,16.47,20.64,83.38,0
2013-01-18-3,20.67,20.00,173.97,0
2013-01-18-4,24.57,20.56,247.70,0
2013-01-18-5,14.90,12.45,75.38,0
2013-01-18-6,13.62,11.84,40.02,0
2013-01-18-7,12.65,11.84,48.03,0
2013-01-18-8,13.65,10.97,54.88,0
2013-01-18-9,14.91,11.24,54.79,0
2013-01-18-10,14.41,10.10,44.46,0
2013-01-18-11,10.91,8.00,52.88,0
2013-01-18-12,10.24,6.82,104.63,0
2013-01-18-13,11.31,8.91,108.78,0
2013-01-18-14,8.76,7.42,29.69,0
2013-01-18-15,7.96,6.81,52.57,0
2013-01-18-16,9.17,8.31,27.64,0
2013-01-18-17,18.09,20.11,55.89,0
2013-01-18-18,0.00,0.00,0.00,0
2013-01-18-19,0.00,0.00,0.00,0
2013-01-18-20,0.00,0.00,0.00,0
2013-01-18-21,0.00,0.00,0.00,0
2013-01-18-22,0.00,0.00,0.00,0
2013-01-18-23,0.00,0.00,0.00,0
2013-01-19-0,0.00,0.00,0.00,0
2013-01-19-1,0.00,0.00,0.00,0
2013-01-19-2,17.46,20.19,217.34,0
2013-01-19-3,13.42,12.75,31.94,0
2013-01-19-4,12.00,10.38,31.09,0
2013-01-19-5,14.08,12.17,248.84,0
2013-01-19-6,10.74,8.88,68.55,0
2013-01-19-7,10.40,8.29,39.67,0
2013-01-19-8,10.09,8.31,27.41,0
2013-01-19-9,9.37,7.71,33.56,0
2013-01-19-10,8.29,6.82,61.74,0
2013-01-19-11,5.57,4.73,22.20,0
2013-01-19-12,5.65,3.84,36.78,0
2013-01-19-13,6.30,4.45,37.42,0
2013-01-19-14,7.81,6.21,62.90,0
2013-01-19-15,8.37,6.52,35.85,0
2013-01-19-16,8.14,6.22,46.02,0
2013-01-19-17,19.59,19.13,70.09,0
2013-01-19-18,0.00,0.00,0.00,0
2013-01-19-19,0.00,0.00,0.00,0
2013-01-19-20,0.00,0.00,0.00,0
2013-01-19-21,0.00,0.00,0.00,0
2013-01-19-22,0.00,0.00,0.00,0
2013-01-19-23,0.00,0.00,0.00,0
2013-01-20-0,0.00,0.00,0.00,0
2013-01-20-1,0.00,0.00,0.00,0
2013-01-20-2,15.81,15.37,128.53,0
2013-01-20-3,23.00,28.84,108.05,1
2013-01-20-4,27.90,33.16,183.81,1
2013-01-20-5,31.24,33.56,127.79,0
2013-01-20-6,33.47,28.67,249.07,0
2013-01-20-7,69.14,56.09,222.20,0
2013-01-20-8,117.82,105.92,248.84,0
2013-01-20-9,89.81,85.58,231.14,0
2013-01-20-10,83.79,83.92,151.65,0
2013-01-20-11,34.50,34.43,128.48,0
2013-01-20-12,30.45,29.86,61.09,0
2013-01-20-13,39.52,39.51,79.88,0
2013-01-20-14,22.28,18.44,61.42,0
2013-01-20-15,2.68,2.37,13.94,0
2013-01-20-16,1.37,1.20,6.50,0
2013-01-20-17,13.98,9.53,44.75,0
2013-01-20-18,0.00,0.00,0.00,0
2013-01-20-19,0.00,0.00,0.00,0
2013-01-20-20,0.00,0.00,0.00,0
2013-01-20-21,0.00,0.00,0.00,0
2013-01-20-22,0.00,0.00,0.00,0
2013-01-20-23,0.00,0.00,0.00,0
2013-01-21-0,0.00,0.00,0.00,0
2013-01-21-1,0.00,0.00,0.00,0
2013-01-21-2,10.49,8.27,31.14,0
2013-01-21-3,15.09,15.72,26.55,0
2013-01-21-4,15.72,16.79,26.21,0
2013-01-21-5,16.79,18.76,26.68,0
2013-01-21-6,16.88,20.06,223.89,1
2013-01-21-7,17.69,20.15,211.56,0
2013-01-21-8,18.82,20.38,32.08,0
2013-01-21-9,17.82,19.07,30.31,0
2013-01-21-10,21.02,22.34,54.65,0
2013-01-21-11,39.69,33.47,192.37,0
2013-01-21-12,35.23,33.12,100.92,0
2013-01-21-13,20.91,15.09,129.12,0
2013-01-21-14,11.91,8.00,50.04,0
2013-01-21-15,7.65,5.64,41.82,0
2013-01-21-16,9.02,6.52,52.17,0
2013-01-21-17,29.11,26.47,140.24,0
2013-01-21-18,0.00,0.00,0.00,0
2013-01-21-19,0.00,0.00,0.00,0
2013-01-21-20,0.00,0.00,0.00,0
2013-01-21-21,0.00,0.00,0.00,0
2013-01-21-22,0.00,0.00,0.00,0
2013-01-21-23,0.00,0.00,0.00,0
2013-01-22-0,0.00,0.00,0.00,0
2013-01-22-1,0.00,0.00,0.00,0
2013-01-22-2,20.17,21.28,242.35,0
2013-01-22-3,13.20,12.46,33.45,0
2013-01-22-4,11.54,10.52,33.70,0
2013-01-22-5,12.88,11.75,32.92,0
2013-01-22-6,14.88,12.91,33.52,0
2013-01-22-7,20.01,17.64,248.73,0
2013-01-22-8,15.68,12.82,84.22,0
2013-01-22-9,14.86,11.82,177.94,0
2013-01-22-10,13.45,9.79,173.12,0
2013-01-22-11,12.17,9.01,142.97,0
2013-01-22-12,14.16,8.42,192.23,0
2013-01-22-13,16.95,9.18,179.49,0
2013-01-22-14,13.60,8.61,56.92,0
2013-01-22-15,8.52,5.94,42.78,0
2013-01-22-16,7.14,5.64,32.88,0
2013-01-22-17,25.26,22.95,118.19,0
2013-01-22-18,0.00,0.00,0.00,0
2013-01-22-19,0.00,0.00,0.00,0
2013-01-22-20,0.00,0.00,0.00,0
2013-01-22-21,0.00,0.00,0.00,0
2013-01-22-22,0.00,0.00,0.00,0
2013-01-22-23,0.00,0.00,0.00,0
2013-01-23-0,0.00,0.00,0.00,0
2013-01-23-1,0.00,0.00,0.00,0
2013-01-23-2,12.79,9.28,215.86,0
2013-01-23-3,13.87,13.03,35.64,0
2013-01-23-4,12.44,11.69,34.52,0
2013-01-23-5,13.42,12.60,57.97,0
2013-01-23-6,14.69,13.58,55.42,0
2013-01-23-7,17.57,15.90,158.48,0
2013-01-23-8,29.60,20.71,248.62,0
2013-01-23-9,18.79,15.36,184.97,0
2013-01-23-10,0.00,0.00,0.00,0
2013-01-23-11,0.00,0.00,0.00,0
2013-01-23-12,0.00,0.00,0.00,0
2013-01-23-13,0.00,0.00,0.00,0
2013-01-23-14,0.00,0.00,0.00,0
2013-01-23-15,0.00,0.00,0.00,0
2013-01-23-16,0.00,0.00,0.00,0
2013-01-23-17,0.00,0.00,0.00,0
2013-01-23-18,0.00,0.00,0.00,0
2013-01-23-19,0.00,0.00,0.00,0
2013-01-23-20,0.00,0.00,0.00,0
2013-01-23-21,0.00,0.00,0.00,0
2013-01-23-22,0.00,0.00,0.00,0
2013-01-23-23,0.00,0.00,0.00,0
2013-01-24-0,0.00,0.00,0.00,0
2013-01-24-1,0.00,0.00,0.00,0
2013-01-24-2,2.87,0.00,28.98,0
2013-01-24-3,12.01,8.39,26.69,1
2013-01-24-4,2.96,1.47,20.89,1
2013-01-24-5,3.56,2.09,21.18,1
2013-01-24-6,4.29,2.69,18.42,1
2013-01-24-7,5.13,3.54,20.07,1
2013-01-24-8,5.10,3.54,21.81,1
2013-01-24-9,4.22,2.95,19.57,1
2013-01-24-10,3.54,2.09,24.12,1
2013-01-24-11,3.77,1.79,23.23,1
2013-01-24-12,12.37,3.29,64.03,1
2013-01-24-13,16.54,14.33,54.19,0
2013-01-24-14,10.85,8.23,48.15,0
2013-01-24-15,8.42,6.51,34.68,0
2013-01-24-16,7.29,6.23,37.17,0
2013-01-24-17,26.96,23.01,123.59,0
2013-01-24-18,0.00,0.00,0.00,0
2013-01-24-19,0.00,0.00,0.00,0
2013-01-24-20,0.00,0.00,0.00,0
2013-01-24-21,0.00,0.00,0.00,0
2013-01-24-22,0.00,0.00,0.00,0
2013-01-24-23,0.00,0.00,0.00,0
2013-01-25-0,0.00,0.00,0.00,0
2013-01-25-1,0.00,0.00,0.00,0
2013-01-25-2,11.72,0.00,73.88,0
2013-01-25-3,16.30,15.60,35.41,0
2013-01-25-4,16.14,15.96,30.26,0
2013-01-25-5,19.66,22.35,29.28,0
2013-01-25-6,16.93,23.59,30.74,1
2013-01-25-7,21.11,23.90,30.28,1
2013-01-25-8,32.74,24.79,202.22,0
2013-01-25-9,49.55,27.35,249.07,1
2013-01-25-10,93.86,91.32,248.96,1
2013-01-25-11,95.47,102.82,213.92,0
2013-01-25-12,52.39,39.31,164.61,0
2013-01-25-13,19.85,17.34,72.40,0
2013-01-25-14,13.23,11.27,61.02,0
2013-01-25-15,10.92,8.42,74.92,0
2013-01-25-16,10.67,7.72,99.35,0
2013-01-25-17,31.97,24.49,200.52,0
2013-01-25-18,0.00,0.00,0.00,0
2013-01-25-19,0.00,0.00,0.00,0
2013-01-25-20,0.00,0.00,0.00,0
2013-01-25-21,0.00,0.00,0.00,0
2013-01-25-22,0.00,0.00,0.00,0
2013-01-25-23,0.00,0.00,0.00,0
2013-01-26-0,0.00,0.00,0.00,0
2013-01-26-1,0.00,0.00,0.00,0
2013-01-26-2,8.90,0.00,38.04,0
2013-01-26-3,22.63,22.41,70.89,0
2013-01-26-4,23.66,24.59,44.01,0
2013-01-26-5,24.29,25.18,38.73,1
2013-01-26-6,24.57,30.34,112.44,1
