segment,mean,median,max,sunlight_contamination,dark_segment
2022-02-01-13,37.39,27.67,148.14,0,0
2022-02-01-14,30.93,20.3,141.69,0,0
2022-02-01-15,29.79,18.66,139.93,0,0
2022-02-01-16,31.16,20.65,139.34,0,0
2022-02-01-17,11.12,0.0,132.55,0,1
2022-02-01-18,0.0,0.0,0.0,0,1
2022-02-01-19,0.0,0.0,0.0,0,1
2022-02-01-20,0.0,0.0,0.0,0,1
2022-02-01-21,0.0,0.0,0.0,0,1
2022-02-01-22,0.0,0.0,0.0,0,1
2022-02-01-23,0.0,0.0,0.0,0,1
2022-02-02-0,0.0,0.0,0.0,0,1
2022-02-02-1,0.0,0.0,0.0,0,1
2022-02-02-2,5.59,0.0,118.5,0,1
2022-02-02-3,30.48,22.72,136.99,0,0
2022-02-02-4,27.67,17.19,138.75,0,0
2022-02-02-5,27.78,16.27,138.75,0,0
2022-02-02-6,27.99,16.61,138.75,0,0
2022-02-02-7,28.29,16.96,138.75,0,0
2022-02-02-8,28.77,16.95,138.75,0,0
2022-02-02-9,29.18,17.23,139.93,0,0
2022-02-02-10,29.64,18.14,139.63,0,0
2022-02-02-11,29.98,19.66,139.93,0,0
2022-02-02-12,20.0,11.2,141.43,0,1
2022-02-02-13,30.8,19.34,141.97,0,0
2022-02-02-14,30.45,19.06,138.45,0,0
2022-02-02-15,33.16,22.39,231.41,0,0
2022-02-02-16,49.46,37.27,218.02,0,0
2022-02-02-17,7.33,0.0,142.6,0,1
2022-02-02-18,0.0,0.0,0.0,0,1
2022-02-02-19,0.0,0.0,0.0,0,1
2022-02-02-20,0.0,0.0,0.0,0,1
2022-02-02-21,0.0,0.0,0.0,0,1
2022-02-02-22,0.0,0.0,0.0,0,1
2022-02-02-23,0.0,0.0,0.0,0,1
2022-02-03-0,0.0,0.0,0.0,0,1
2022-02-03-1,0.0,0.0,0.0,0,1
2022-02-03-2,5.18,0.0,178.75,0,1
2022-02-03-3,18.31,12.35,163.41,0,1
2022-02-03-4,16.32,9.26,86.35,0,1
2022-02-03-5,26.67,14.35,180.19,0,1
2022-02-03-6,54.27,44.14,213.44,0,0
2022-02-03-7,64.22,60.1,217.17,0,0
2022-02-03-8,90.49,79.18,239.15,0,0
2022-02-03-9,107.49,99.1,238.26,0,0
2022-02-03-10,119.39,102.01,235.56,0,0
2022-02-03-11,73.67,57.84,223.9,0,0
2022-02-03-12,91.13,83.41,233.84,0,0
2022-02-03-13,43.03,38.51,159.29,0,0
2022-02-03-14,66.1,58.08,219.12,0,0
2022-02-03-15,55.25,51.95,139.54,0,0
2022-02-03-16,74.28,68.28,150.7,0,0
2022-02-03-17,40.26,0.0,212.15,0,1
2022-02-03-18,0.0,0.0,0.0,0,1
2022-02-03-19,0.0,0.0,0.0,0,1
2022-02-03-20,0.0,0.0,0.0,0,1
2022-02-03-21,0.0,0.0,0.0,0,1
2022-02-03-22,0.0,0.0,0.0,0,1
2022-02-03-23,0.0,0.0,0.0,0,1
2022-02-04-0,0.0,0.0,0.0,0,1
2022-02-04-1,0.0,0.0,0.0,0,1
2022-02-04-2,15.63,0.0,221.99,0,1
2022-02-04-3,36.94,32.1,222.13,0,0
2022-02-04-4,20.93,12.68,206.26,0,1
2022-02-04-5,40.83,29.15,210.18,0,0
2022-02-04-6,42.81,38.05,216.13,0,0
2022-02-04-7,73.44,58.44,205.96,0,0
2022-02-04-8,121.59,118.31,225.7,0,0
2022-02-04-9,99.96,93.89,214.04,0,0
2022-02-04-10,82.12,73.52,202.97,0,0
2022-02-04-11,74.91,63.37,218.59,0,0
2022-02-04-12,46.09,39.87,193.93,0,0
2022-02-04-13,91.46,75.47,213.44,0,0
2022-02-04-14,120.08,113.85,239.45,0,0
2022-02-04-15,104.68,105.3,227.49,0,0
2022-02-04-16,64.59,64.93,190.85,0,0
2022-02-04-17,56.62,0.0,224.48,0,1
2022-02-04-18,0.0,0.0,0.0,0,1
2022-02-04-19,0.0,0.0,0.0,0,1
2022-02-04-20,0.0,0.0,0.0,0,1
2022-02-04-21,0.0,0.0,0.0,0,1
2022-02-04-22,0.0,0.0,0.0,0,1
2022-02-04-23,0.0,0.0,0.0,0,1
2022-02-05-0,0.0,0.0,0.0,0,1
2022-02-05-1,0.0,0.0,0.0,0,1
2022-02-05-2,10.54,0.0,89.46,0,1
2022-02-05-3,33.93,29.99,90.19,0,0
2022-02-05-4,12.79,8.66,44.92,0,1
2022-02-05-5,13.48,9.34,41.95,0,1
2022-02-05-6,13.49,9.73,38.77,0,1
2022-02-05-7,20.2,18.94,45.27,0,0
2022-02-05-8,28.47,29.65,53.27,0,0
2022-02-05-9,45.53,45.57,113.42,0,0
2022-02-05-10,38.89,38.62,76.53,0,0
2022-02-05-11,62.7,58.08,196.99,0,0
2022-02-05-12,49.38,51.73,83.11,0,0
2022-02-05-13,31.25,33.62,55.75,0,0
2022-02-05-14,38.04,40.1,160.26,0,0
2022-02-05-15,28.54,24.94,173.35,0,0
2022-02-05-16,30.34,24.45,140.64,0,0
2022-02-05-17,20.14,0.0,161.27,0,1
2022-02-05-18,0.0,0.0,0.0,0,1
2022-02-05-19,0.0,0.0,0.0,0,1
2022-02-05-20,0.0,0.0,0.0,0,1
2022-02-05-21,0.0,0.0,0.0,0,1
2022-02-05-22,0.0,0.0,0.0,0,1
2022-02-05-23,0.0,0.0,0.0,0,1
2022-02-07-0,0.0,0.0,0.0,0,1
2022-02-07-1,0.0,0.0,0.0,0,1
2022-02-07-2,33.62,0.0,224.48,0,1
2022-02-07-3,36.66,30.8,123.99,0,0
2022-02-07-4,16.27,13.47,202.76,0,1
2022-02-07-5,14.15,11.48,39.88,0,1
2022-02-07-6,13.45,9.55,41.05,0,1
2022-02-07-7,13.36,9.06,41.52,0,1
2022-02-07-8,15.31,10.59,42.05,0,1
2022-02-07-9,17.01,11.77,45.84,0,1
2022-02-07-10,22.24,18.03,54.93,0,0
2022-02-07-11,33.84,30.95,79.21,0,0
2022-02-07-12,22.34,19.23,55.92,0,0
2022-02-07-13,16.1,13.55,40.78,0,1
2022-02-07-14,15.23,13.03,39.42,0,1
2022-02-07-15,26.91,27.72,50.61,0,0
2022-02-07-16,41.45,41.58,92.65,0,0
2022-02-07-17,34.45,0.0,224.48,0,1
2022-02-07-18,0.0,0.0,0.0,0,1
2022-02-07-19,0.0,0.0,0.0,0,1
2022-02-07-20,0.0,0.0,0.0,0,1
2022-02-07-21,0.0,0.0,0.0,0,1
2022-02-07-22,0.0,0.0,0.0,0,1
2022-02-07-23,0.0,0.0,0.0,0,1
2022-02-08-0,0.0,0.0,0.0,0,1
2022-02-08-1,0.0,0.0,0.0,0,1
2022-02-08-2,11.73,0.0,224.48,0,1
2022-02-08-3,43.56,35.08,155.73,0,0
2022-02-08-4,22.79,21.26,223.89,0,0
2022-02-08-5,21.19,19.66,133.58,0,0
2022-02-08-6,17.71,15.24,48.43,0,0
2022-02-08-7,16.02,13.83,39.0,0,1
2022-02-08-8,16.48,14.82,38.29,0,1
2022-02-08-9,25.34,23.14,76.83,0,0
2022-02-08-10,42.46,37.94,193.11,0,0
2022-02-08-11,46.54,44.73,138.94,0,0
2022-02-08-12,46.72,48.41,79.83,0,0
2022-02-08-13,41.76,44.12,85.22,0,0
2022-02-08-14,33.31,31.75,74.17,0,0
2022-02-08-15,20.97,18.23,55.83,0,0
2022-02-08-16,35.03,29.95,130.41,0,0
2022-02-08-17,16.15,0.0,124.75,0,1
2022-02-08-18,0.0,0.0,0.0,0,1
2022-02-08-19,0.0,0.0,0.0,0,1
2022-02-08-20,0.0,0.0,0.0,0,1
2022-02-08-21,0.0,0.0,0.0,0,1
2022-02-08-22,0.0,0.0,0.0,0,1
2022-02-08-23,0.0,0.0,0.0,0,1
2022-02-09-0,0.0,0.0,0.0,0,1
2022-02-09-1,0.0,0.0,0.0,0,1
2022-02-09-2,0.0,0.0,0.0,0,1
2022-02-09-3,44.81,42.9,157.99,0,0
2022-02-09-4,27.08,27.13,51.03,0,0
2022-02-09-5,24.39,24.3,205.1,0,0
2022-02-09-6,21.95,22.08,40.86,0,0
2022-02-09-7,20.33,19.51,39.37,0,0
2022-02-09-8,19.25,17.84,41.7,0,0
2022-02-09-9,18.06,16.71,40.8,0,0
2022-02-09-10,16.29,14.91,38.8,0,1
2022-02-09-11,13.63,11.33,38.28,0,1
2022-02-09-12,12.0,8.83,40.62,0,1
2022-02-09-13,10.85,7.18,40.86,0,1
2022-02-09-14,9.94,6.18,38.47,0,1
2022-02-09-15,10.4,6.58,38.7,0,1
2022-02-09-16,31.57,25.0,111.81,0,0
2022-02-09-17,21.58,0.0,224.48,0,1
2022-02-09-18,0.0,0.0,0.0,0,1
2022-02-09-19,0.0,0.0,0.0,0,1
2022-02-09-20,0.0,0.0,0.0,0,1
2022-02-09-21,0.0,0.0,0.0,0,1
2022-02-09-22,0.0,0.0,0.0,0,1
2022-02-09-23,0.0,0.0,0.0,0,1
2022-02-10-0,0.0,0.0,0.0,0,1
2022-02-10-1,0.0,0.0,0.0,0,1
2022-02-10-2,0.0,0.0,0.0,0,1
2022-02-10-3,44.45,43.98,77.12,0,0
2022-02-10-4,28.99,30.14,46.11,0,0
2022-02-10-5,28.08,28.96,47.9,0,0
2022-02-10-6,29.34,29.58,88.4,0,0
2022-02-10-7,28.72,27.26,61.17,0,0
2022-02-10-8,34.37,32.65,66.35,0,0
2022-02-10-9,34.14,32.5,106.34,0,0
2022-02-10-10,34.14,27.48,161.24,0,0
2022-02-10-11,63.93,62.58,219.42,0,0
2022-02-10-12,39.2,37.96,168.73,0,0
2022-02-10-13,18.99,12.85,67.77,0,1
2022-02-10-14,17.51,13.71,47.65,0,1
2022-02-10-15,124.56,123.81,229.58,0,0
2022-02-10-16,139.18,139.81,239.45,0,0
2022-02-10-17,15.29,0.0,222.39,0,1
2022-02-10-18,0.0,0.0,0.0,0,1
2022-02-10-19,0.0,0.0,0.0,0,1
2022-02-10-20,0.0,0.0,0.0,0,1
2022-02-10-21,0.0,0.0,0.0,0,1
2022-02-10-22,0.0,0.0,0.0,0,1
2022-02-10-23,0.0,0.0,0.0,0,1
2022-02-13-0,0.0,0.0,0.0,0,1
2022-02-13-1,0.0,0.0,0.0,0,1
2022-02-13-2,0.0,0.0,0.0,0,1
2022-02-13-3,97.9,64.39,224.48,1,0
2022-02-13-4,76.51,42.75,154.89,1,0
2022-02-13-5,147.87,203.34,211.56,1,0
2022-02-13-6,168.76,206.28,238.56,0,0
2022-02-13-7,85.11,69.28,237.66,1,0
2022-02-13-8,130.28,101.45,230.48,1,0
2022-02-13-9,172.33,208.63,224.48,0,0
2022-02-13-10,172.28,206.28,224.48,0,0
2022-02-13-11,155.63,187.76,224.48,1,0
2022-02-13-12,111.77,92.2,239.45,1,0
2022-02-13-13,145.39,156.29,239.45,1,0
2022-02-13-14,187.87,230.48,239.45,0,0
2022-02-13-15,175.01,185.63,239.45,0,0
2022-02-13-16,97.47,122.46,174.74,0,0
2022-02-13-17,0.0,0.0,0.0,0,1
2022-02-13-18,0.0,0.0,0.0,0,1
2022-02-13-19,0.0,0.0,0.0,0,1
2022-02-13-20,0.0,0.0,0.0,0,1
2022-02-13-21,0.0,0.0,0.0,0,1
2022-02-13-22,0.0,0.0,0.0,0,1
2022-02-13-23,0.0,0.0,0.0,0,1
2022-02-14-0,0.0,0.0,0.0,0,1
2022-02-14-1,0.0,0.0,0.0,0,1
2022-02-14-2,0.0,0.0,0.0,0,1
2022-02-14-3,101.49,81.08,224.48,0,0
2022-02-14-4,106.37,118.66,202.76,1,0
2022-02-14-5,119.06,128.73,224.48,0,0
2022-02-14-6,120.57,121.97,224.48,0,0
2022-02-14-7,123.41,129.27,239.15,0,0
2022-02-14-8,125.73,138.25,239.45,0,0
2022-02-14-9,170.49,203.46,239.45,0,0
2022-02-14-10,171.63,189.54,239.45,1,0
2022-02-14-11,201.18,231.38,239.45,0,0
2022-02-14-12,167.7,167.75,239.45,0,0
2022-02-14-13,155.43,147.92,239.45,0,0
2022-02-14-14,149.34,155.44,239.45,0,0
2022-02-14-15,154.81,154.2,239.45,0,0
2022-02-14-16,107.92,119.56,239.45,0,0
2022-02-14-17,0.0,0.0,0.0,0,1
2022-02-14-18,0.0,0.0,0.0,0,1
2022-02-14-19,0.0,0.0,0.0,0,1
2022-02-14-20,0.0,0.0,0.0,0,1
2022-02-14-21,0.0,0.0,0.0,0,1
2022-02-14-22,0.0,0.0,0.0,0,1
2022-02-14-23,0.0,0.0,0.0,0,1
2022-02-15-0,0.0,0.0,0.0,0,1
2022-02-15-1,0.0,0.0,0.0,0,1
2022-02-15-2,0.0,0.0,0.0,0,1
2022-02-15-3,0.0,0.0,0.0,0,1
2022-02-15-4,0.0,0.0,0.0,0,1
2022-02-15-5,8.58,0.0,224.48,0,1
2022-02-15-6,68.09,92.99,224.48,0,0
2022-02-15-7,0.0,0.0,0.0,0,1
2022-02-15-8,0.0,0.0,0.0,0,1
2022-02-15-9,0.0,0.0,0.0,0,1
2022-02-15-10,0.0,0.0,0.0,0,1
2022-02-15-11,0.0,0.0,0.0,0,1
2022-02-15-12,0.0,0.0,0.0,0,1
2022-02-15-13,0.0,0.0,0.0,0,1
2022-02-15-14,0.0,0.0,0.0,0,1
2022-02-15-15,0.0,0.0,0.0,0,1
2022-02-15-16,0.0,0.0,0.0,0,1
2022-02-15-17,0.0,0.0,0.0,0,1
2022-02-15-18,0.0,0.0,0.0,0,1
2022-02-15-19,0.0,0.0,0.0,0,1
2022-02-15-20,0.0,0.0,0.0,0,1
2022-02-15-21,0.0,0.0,0.0,0,1
2022-02-15-22,0.0,0.0,0.0,0,1
2022-02-15-23,0.0,0.0,0.0,0,1
2022-02-20-0,0.0,0.0,0.0,0,1
2022-02-20-1,0.0,0.0,0.0,0,1
2022-02-20-2,0.0,0.0,0.0,0,1
2022-02-20-3,0.0,0.0,0.0,0,1
2022-02-20-4,56.05,65.26,222.9,0,0
2022-02-20-5,47.33,48.48,222.31,0,0
2022-02-20-6,37.05,35.34,223.89,0,0
2022-02-20-7,42.79,36.63,226.94,0,0
2022-02-20-8,83.99,74.24,248.96,0,0
2022-02-20-9,115.69,109.17,239.04,0,0
2022-02-20-10,155.81,165.88,239.45,0,0
2022-02-20-11,99.8,94.17,230.78,0,0
2022-02-20-12,82.9,67.4,218.13,0,0
2022-02-20-13,66.85,56.09,219.69,0,0
2022-02-20-14,65.52,49.16,225.93,0,0
2022-02-20-15,65.51,53.87,222.71,0,0
2022-02-20-16,21.01,0.0,167.66,0,1
2022-02-20-17,0.0,0.0,0.0,0,1
2022-02-20-18,0.0,0.0,0.0,0,1
2022-02-20-19,0.0,0.0,0.0,0,1
2022-02-20-20,0.0,0.0,0.0,0,1
2022-02-20-21,0.0,0.0,0.0,0,1
2022-02-20-22,0.0,0.0,0.0,0,1
2022-02-20-23,0.0,0.0,0.0,0,1
2022-02-21-0,0.0,0.0,0.0,0,1
2022-02-21-1,0.0,0.0,0.0,0,1
2022-02-21-2,0.0,0.0,0.0,0,1
2022-02-21-3,0.0,0.0,0.0,0,1
2022-02-21-4,0.0,0.0,0.0,0,1
2022-02-21-5,0.0,0.0,0.0,0,1
2022-02-21-6,17.84,16.25,222.71,0,0
2022-02-21-7,37.67,27.41,246.45,0,0
2022-02-21-8,146.52,146.57,249.07,0,0
2022-02-21-9,152.21,150.42,239.95,0,0
2022-02-21-10,139.35,138.0,235.22,0,0
2022-02-21-11,122.22,123.02,224.48,0,0
2022-02-21-12,103.27,106.32,220.74,0,0
2022-02-21-13,118.65,117.08,231.68,0,0
2022-02-21-14,188.65,210.68,231.38,0,0
2022-02-21-15,144.0,144.68,231.38,0,0
2022-02-21-16,60.85,0.0,224.48,0,1
2022-02-21-17,0.0,0.0,0.0,0,1
2022-02-21-18,0.0,0.0,0.0,0,1
2022-02-21-19,0.0,0.0,0.0,0,1
2022-02-21-20,0.0,0.0,0.0,0,1
2022-02-21-21,0.0,0.0,0.0,0,1
2022-02-21-22,0.0,0.0,0.0,0,1
2022-02-21-23,0.0,0.0,0.0,0,1
2022-02-24-0,0.0,0.0,0.0,0,1
2022-02-24-1,0.0,0.0,0.0,0,1
2022-02-24-2,0.0,0.0,0.0,0,1
2022-02-24-3,0.0,0.0,0.0,0,1
2022-02-24-4,89.61,78.0,243.3,0,0
2022-02-24-5,34.05,0.0,241.62,0,1
2022-02-24-6,77.71,75.73,223.3,0,0
2022-02-24-7,98.32,97.68,232.87,0,0
2022-02-24-8,74.89,74.12,224.48,0,0
2022-02-24-9,49.7,47.16,222.13,0,0
2022-02-24-10,56.45,53.95,224.48,0,0
2022-02-24-11,60.69,53.45,219.07,0,0
2022-02-24-12,37.8,27.33,217.48,0,0
2022-02-24-13,27.56,23.55,102.0,0,0
2022-02-24-14,24.42,21.15,221.54,0,0
2022-02-24-15,52.5,46.29,224.48,0,0
2022-02-24-16,6.03,0.0,224.48,0,1
2022-02-24-17,0.0,0.0,0.0,0,1
2022-02-24-18,0.0,0.0,0.0,0,1
2022-02-24-19,0.0,0.0,0.0,0,1
2022-02-24-20,0.0,0.0,0.0,0,1
2022-02-24-21,0.0,0.0,0.0,0,1
2022-02-24-22,0.0,0.0,0.0,0,1
2022-02-24-23,0.0,0.0,0.0,0,1
2022-02-25-0,0.0,0.0,0.0,0,1
2022-02-25-1,0.0,0.0,0.0,0,1
2022-02-25-2,0.0,0.0,0.0,0,1
2022-02-25-3,0.19,0.0,223.3,0,1
2022-02-25-4,0.0,0.0,0.0,0,1
2022-02-25-5,0.0,0.0,0.0,0,1
2022-02-25-6,66.43,14.61,248.96,0,1
2022-02-25-7,174.17,207.46,249.07,0,0
2022-02-25-8,162.73,181.17,248.73,0,0
2022-02-25-9,93.64,92.86,218.89,0,0
2022-02-25-10,107.98,93.54,249.07,0,0
2022-02-25-11,166.89,171.57,240.41,0,0
2022-02-25-12,155.88,161.71,239.45,0,0
2022-02-25-13,62.68,49.11,208.06,0,0
2022-02-25-14,35.67,25.93,190.01,0,0
2022-02-25-15,52.33,51.63,203.93,0,0
2022-02-25-16,8.43,0.0,169.19,0,1
2022-02-25-17,0.0,0.0,0.0,0,1
2022-02-25-18,0.0,0.0,0.0,0,1
2022-02-25-19,0.0,0.0,0.0,0,1
2022-02-25-20,0.0,0.0,0.0,0,1
2022-02-25-21,0.0,0.0,0.0,0,1
2022-02-25-22,0.0,0.0,0.0,0,1
2022-02-25-23,0.0,0.0,0.0,0,1
2022-02-26-0,0.0,0.0,0.0,0,1
2022-02-26-1,0.0,0.0,0.0,0,1
2022-02-26-2,0.0,0.0,0.0,0,1
2022-02-26-3,0.0,0.0,0.0,0,1
2022-02-26-4,11.71,0.0,214.5,0,1
