segment,mean,median,max,sunlight_contamination,dark_segment
2017-01-03-15,25.61,26.03,52.28,0,0
2017-01-03-16,27.88,26.7,62.27,0,0
2017-01-03-17,22.04,19.43,59.96,0,0
2017-01-03-18,10.8,0.0,60.02,0,1
2017-01-03-19,0.0,0.0,0.0,0,1
2017-01-03-20,0.0,0.0,0.0,0,1
2017-01-03-21,0.0,0.0,0.0,0,1
2017-01-03-22,0.0,0.0,0.0,0,1
2017-01-03-23,0.0,0.0,0.0,0,1
2017-01-04-0,0.0,0.0,0.0,0,1
2017-01-04-1,11.14,0.0,42.76,0,1
2017-01-04-2,12.66,11.45,42.74,0,1
2017-01-04-3,7.11,7.37,12.59,0,1
2017-01-04-4,7.64,8.26,12.65,0,1
2017-01-04-5,7.16,7.78,11.46,0,1
2017-01-04-6,7.52,8.08,12.95,0,1
2017-01-04-7,8.92,9.44,16.88,0,1
2017-01-04-8,13.36,13.5,31.38,0,1
2017-01-04-9,28.11,28.09,77.78,0,0
2017-01-04-10,58.19,57.72,137.21,0,0
2017-01-04-11,35.24,33.73,83.76,0,0
2017-01-04-12,24.77,23.84,71.52,0,0
2017-01-04-13,40.57,40.89,78.43,0,0
2017-01-04-14,19.67,19.5,47.32,0,0
2017-01-04-15,10.8,10.71,26.87,0,1
2017-01-04-16,11.58,11.34,29.74,0,1
2017-01-04-17,20.32,18.74,77.46,0,0
2017-01-04-18,7.8,0.0,69.33,0,1
2017-01-04-19,0.0,0.0,0.0,0,1
2017-01-04-20,0.0,0.0,0.0,0,1
2017-01-04-21,0.0,0.0,0.0,0,1
2017-01-04-22,0.0,0.0,0.0,0,1
2017-01-04-23,0.0,0.0,0.0,0,1
2017-01-05-0,0.0,0.0,0.0,0,1
2017-01-05-1,4.44,0.0,37.06,0,1
2017-01-05-2,19.49,19.38,36.72,0,0
2017-01-05-3,13.95,14.77,22.35,0,1
2017-01-05-4,11.94,12.18,21.34,0,1
2017-01-05-5,12.16,12.26,26.92,0,1
2017-01-05-6,15.23,15.54,28.74,0,0
2017-01-05-7,9.07,9.36,18.03,0,1
2017-01-05-8,7.71,8.05,14.81,0,1
2017-01-05-9,7.49,7.75,13.68,0,1
2017-01-05-10,6.39,6.67,11.95,0,1
2017-01-05-11,10.7,10.41,24.3,0,1
2017-01-05-12,37.42,30.74,99.01,0,0
2017-01-05-13,53.26,52.32,110.99,0,0
2017-01-05-14,31.86,30.91,88.06,0,0
2017-01-05-15,49.5,48.83,119.27,0,0
2017-01-05-16,53.63,42.62,241.78,0,0
2017-01-05-17,57.62,53.67,213.15,0,0
2017-01-05-18,20.65,0.0,136.3,0,1
2017-01-05-19,0.0,0.0,0.0,0,1
2017-01-05-20,0.0,0.0,0.0,0,1
2017-01-05-21,0.0,0.0,0.0,0,1
2017-01-05-22,0.0,0.0,0.0,0,1
2017-01-05-23,0.0,0.0,0.0,0,1
2017-01-06-0,0.0,0.0,0.0,0,1
2017-01-06-1,2.28,0.0,34.29,0,1
2017-01-06-2,22.86,23.93,41.55,0,0
2017-01-06-3,19.11,16.98,52.05,0,0
2017-01-06-4,15.09,14.77,31.05,0,1
2017-01-06-5,15.75,13.26,248.96,0,1
2017-01-06-6,18.87,16.7,214.5,0,0
2017-01-06-7,32.52,28.61,209.06,0,0
2017-01-06-8,47.81,35.52,222.71,0,0
2017-01-06-9,38.15,39.79,127.75,0,0
2017-01-06-10,26.51,25.01,114.71,0,0
2017-01-06-11,54.37,53.47,219.42,0,0
2017-01-06-12,53.22,43.52,184.0,0,0
2017-01-06-13,78.47,65.09,195.85,0,0
2017-01-06-14,54.2,44.85,163.61,0,0
2017-01-06-15,24.62,14.97,131.68,0,1
2017-01-06-16,25.32,15.08,118.5,0,0
2017-01-06-17,43.91,32.31,185.45,0,0
2017-01-06-18,18.37,0.0,167.65,0,1
2017-01-06-19,0.0,0.0,0.0,0,1
2017-01-06-20,0.0,0.0,0.0,0,1
2017-01-06-21,0.0,0.0,0.0,0,1
2017-01-06-22,0.0,0.0,0.0,0,1
2017-01-06-23,0.0,0.0,0.0,0,1
2017-01-07-0,0.0,0.0,0.0,0,1
2017-01-07-1,1.84,0.0,31.84,0,1
2017-01-07-2,20.25,21.63,32.2,0,0
2017-01-07-3,18.65,19.61,30.28,0,0
2017-01-07-4,16.66,16.48,74.27,0,0
2017-01-07-5,17.62,13.44,210.44,0,1
2017-01-07-6,33.54,23.0,248.84,0,0
2017-01-07-7,35.84,25.07,234.07,0,0
2017-01-07-8,52.39,44.28,237.96,0,0
2017-01-07-9,42.27,31.47,228.09,0,0
2017-01-07-10,45.65,43.13,193.29,0,0
2017-01-07-11,28.2,25.51,105.03,0,0
2017-01-07-12,91.52,91.55,205.02,0,0
2017-01-07-13,69.83,71.23,185.11,0,0
2017-01-07-14,33.17,27.52,110.02,0,0
2017-01-07-15,24.16,22.87,72.62,0,0
2017-01-07-16,27.87,26.01,117.48,0,0
2017-01-07-17,51.75,46.29,239.45,0,0
2017-01-07-18,18.49,0.0,153.16,0,1
2017-01-07-19,0.0,0.0,0.0,0,1
2017-01-07-20,0.0,0.0,0.0,0,1
2017-01-07-21,0.0,0.0,0.0,0,1
2017-01-07-22,0.0,0.0,0.0,0,1
2017-01-07-23,0.0,0.0,0.0,0,1
2017-01-08-0,0.0,0.0,0.0,0,1
2017-01-08-1,3.11,0.0,213.41,0,1
2017-01-08-2,17.73,15.31,244.49,0,0
2017-01-08-3,14.66,13.45,223.52,0,1
2017-01-08-4,17.91,19.21,32.27,1,0
2017-01-08-5,14.49,15.15,32.16,1,0
2017-01-08-6,29.63,29.19,147.59,0,0
2017-01-08-7,45.98,31.36,249.07,0,0
2017-01-08-8,42.53,42.56,130.08,0,0
2017-01-08-9,86.12,80.52,239.15,0,0
2017-01-08-10,106.1,99.84,239.45,0,0
2017-01-08-11,67.01,66.74,212.05,0,0
2017-01-08-12,70.63,65.51,242.72,0,0
2017-01-08-13,53.08,49.8,183.44,0,0
2017-01-08-14,31.98,29.28,83.51,0,0
2017-01-08-15,38.08,24.6,205.56,0,0
2017-01-08-16,45.88,30.94,209.4,0,0
2017-01-08-17,39.67,35.36,123.55,0,0
2017-01-08-18,7.74,0.0,117.56,0,1
2017-01-08-19,0.0,0.0,0.0,0,1
2017-01-08-20,0.0,0.0,0.0,0,1
2017-01-08-21,0.0,0.0,0.0,0,1
2017-01-08-22,0.0,0.0,0.0,0,1
2017-01-08-23,0.0,0.0,0.0,0,1
2017-01-09-0,0.0,0.0,0.0,0,1
2017-01-09-1,1.17,0.0,35.09,0,1
2017-01-09-2,20.19,20.8,184.68,0,0
2017-01-09-3,21.01,22.75,31.67,0,0
2017-01-09-4,17.63,17.76,32.25,0,0
2017-01-09-5,16.21,14.5,187.56,0,1
2017-01-09-6,21.12,19.19,170.29,0,0
2017-01-09-7,21.71,20.58,96.04,0,0
2017-01-09-8,39.34,27.02,249.07,1,0
2017-01-09-9,34.09,25.88,224.39,0,0
2017-01-09-10,34.68,28.87,108.49,0,0
2017-01-09-11,34.24,33.51,72.79,0,0
2017-01-09-12,29.66,28.42,75.52,0,0
2017-01-09-13,71.4,71.01,173.28,0,0
2017-01-09-14,66.89,64.22,193.64,0,0
2017-01-09-15,32.34,27.81,117.76,0,0
2017-01-09-16,0.0,0.0,0.0,0,1
2017-01-09-17,0.0,0.0,0.0,0,1
2017-01-09-18,0.0,0.0,0.0,0,1
2017-01-09-19,0.0,0.0,0.0,0,1
2017-01-09-20,0.0,0.0,0.0,0,1
2017-01-09-21,0.0,0.0,0.0,0,1
2017-01-09-22,0.0,0.0,0.0,0,1
2017-01-09-23,0.0,0.0,0.0,0,1
2017-01-10-0,0.0,0.0,0.0,0,1
2017-01-10-1,0.42,0.0,66.47,0,1
2017-01-10-2,23.33,22.23,248.96,0,0
2017-01-10-3,15.66,15.27,248.05,0,0
2017-01-10-4,15.08,14.6,37.03,0,1
2017-01-10-5,16.27,15.62,98.41,0,0
2017-01-10-6,20.68,19.12,188.38,0,0
2017-01-10-7,21.52,21.32,119.37,0,0
2017-01-10-8,28.35,25.55,240.75,1,0
2017-01-10-9,91.83,78.04,248.73,1,0
2017-01-10-10,44.31,35.29,205.54,1,0
2017-01-10-11,25.14,19.41,98.32,1,0
2017-01-10-12,49.34,47.71,96.73,0,0
2017-01-10-13,36.45,26.94,112.7,0,0
2017-01-10-14,27.51,19.32,113.85,0,0
2017-01-10-15,14.83,10.29,87.39,0,1
2017-01-10-16,16.61,9.1,131.47,0,1
2017-01-10-17,56.8,55.15,239.45,0,0
2017-01-10-18,11.94,0.0,238.86,0,1
2017-01-10-19,0.0,0.0,0.0,0,1
2017-01-10-20,0.0,0.0,0.0,0,1
2017-01-10-21,0.0,0.0,0.0,0,1
2017-01-10-22,0.0,0.0,0.0,0,1
2017-01-10-23,0.0,0.0,0.0,0,1
2017-01-11-0,0.0,0.0,0.0,0,1
2017-01-11-1,13.09,0.0,247.13,0,1
2017-01-11-2,26.14,20.26,247.13,0,0
2017-01-11-3,18.54,18.18,247.82,0,0
2017-01-11-4,19.71,20.29,121.08,0,0
2017-01-11-5,21.47,20.65,219.7,0,0
2017-01-11-6,25.42,24.36,192.18,0,0
2017-01-11-7,28.59,26.91,189.32,1,0
2017-01-11-8,52.74,22.47,215.36,1,0
2017-01-11-9,17.49,15.76,166.87,1,0
2017-01-11-10,31.31,29.53,56.64,1,0
2017-01-11-11,26.06,25.8,95.97,1,0
2017-01-11-12,24.26,24.21,92.76,1,0
2017-01-11-13,26.94,25.57,87.45,1,0
2017-01-11-14,30.4,21.11,88.85,1,0
2017-01-11-15,20.44,22.28,33.33,0,0
2017-01-11-16,18.39,19.13,34.77,0,0
2017-01-11-17,16.18,13.32,48.02,0,1
2017-01-11-18,4.64,0.0,47.65,0,1
2017-01-11-19,0.0,0.0,0.0,0,1
2017-01-11-20,0.0,0.0,0.0,0,1
2017-01-11-21,0.0,0.0,0.0,0,1
2017-01-11-22,0.0,0.0,0.0,0,1
2017-01-11-23,0.0,0.0,0.0,0,1
2017-01-13-0,0.0,0.0,0.0,0,1
2017-01-13-1,0.0,0.0,0.0,0,1
2017-01-13-2,0.82,0.0,22.53,0,1
2017-01-13-3,15.38,16.07,27.35,0,0
2017-01-13-4,17.43,19.45,27.92,0,0
2017-01-13-5,12.13,8.02,27.8,1,1
2017-01-13-6,7.84,6.0,23.73,1,1
2017-01-13-7,8.5,6.88,25.25,1,1
2017-01-13-8,10.32,8.67,27.9,1,1
2017-01-13-9,12.25,10.58,26.96,1,1
2017-01-13-10,13.19,11.36,28.43,1,1
2017-01-13-11,15.07,14.1,31.68,1,1
2017-01-13-12,20.93,20.12,51.22,1,0
2017-01-13-13,47.2,57.29,95.39,1,0
2017-01-13-14,36.14,31.57,93.51,1,0
2017-01-13-15,25.71,17.53,186.38,1,0
2017-01-13-16,8.02,5.69,30.54,1,1
2017-01-13-17,68.8,75.29,136.99,1,0
2017-01-13-18,10.92,0.0,224.48,0,1
2017-01-13-19,0.0,0.0,0.0,0,1
2017-01-13-20,0.0,0.0,0.0,0,1
2017-01-13-21,0.0,0.0,0.0,0,1
2017-01-13-22,0.0,0.0,0.0,0,1
2017-01-13-23,0.0,0.0,0.0,0,1
2017-01-14-0,0.0,0.0,0.0,0,1
2017-01-14-1,0.8,0.0,21.52,0,1
2017-01-14-2,12.64,9.6,41.49,0,1
2017-01-14-3,4.66,4.88,23.16,0,1
2017-01-14-4,6.97,7.0,14.5,0,1
2017-01-14-5,13.43,13.49,26.42,0,1
2017-01-14-6,17.5,19.0,30.75,0,0
2017-01-14-7,17.48,22.14,30.28,1,0
2017-01-14-8,12.42,8.6,27.35,1,1
2017-01-14-9,6.47,4.89,26.41,1,1
2017-01-14-10,9.3,5.43,25.7,1,1
2017-01-14-11,6.82,5.26,25.13,1,1
2017-01-14-12,7.64,6.19,24.13,1,1
2017-01-14-13,7.56,4.78,24.94,1,1
2017-01-14-14,8.16,5.0,26.06,1,1
2017-01-14-15,15.14,18.79,27.16,1,0
2017-01-14-16,16.64,18.05,27.12,0,0
2017-01-14-17,18.56,19.57,35.53,0,0
2017-01-14-18,1.6,0.0,34.94,0,1
2017-01-14-19,0.0,0.0,0.0,0,1
2017-01-14-20,0.0,0.0,0.0,0,1
2017-01-14-21,0.0,0.0,0.0,0,1
2017-01-14-22,0.0,0.0,0.0,0,1
2017-01-14-23,0.0,0.0,0.0,0,1
2017-01-15-0,0.0,0.0,0.0,0,1
2017-01-15-1,0.0,0.0,0.0,0,1
2017-01-15-2,14.41,12.43,38.42,0,1
2017-01-15-3,3.08,3.21,8.16,0,1
2017-01-15-4,3.34,3.58,23.04,0,1
2017-01-15-5,6.0,6.17,23.6,0,1
2017-01-15-6,11.35,11.82,24.97,0,1
2017-01-15-7,17.27,17.82,37.08,0,0
2017-01-15-8,15.12,13.5,63.25,0,1
2017-01-15-9,20.23,17.19,195.54,0,0
2017-01-15-10,24.31,15.89,181.91,0,0
2017-01-15-11,20.25,16.52,78.89,0,0
2017-01-15-12,18.04,15.69,50.92,0,0
2017-01-15-13,38.15,24.82,239.72,0,0
2017-01-15-14,60.41,54.87,248.96,0,0
2017-01-15-15,34.67,28.06,96.52,0,0
2017-01-15-16,21.08,20.62,74.3,0,0
2017-01-15-17,34.86,34.95,79.91,0,0
2017-01-15-18,1.19,0.0,41.84,0,1
2017-01-15-19,0.0,0.0,0.0,0,1
2017-01-15-20,0.0,0.0,0.0,0,1
2017-01-15-21,0.0,0.0,0.0,0,1
2017-01-15-22,0.0,0.0,0.0,0,1
2017-01-15-23,0.0,0.0,0.0,0,1
2017-01-16-0,0.0,0.0,0.0,0,1
2017-01-16-1,0.0,0.0,0.0,0,1
2017-01-16-2,14.51,14.52,36.42,0,1
2017-01-16-3,5.39,5.19,24.45,0,1
2017-01-16-4,4.66,4.46,23.45,0,1
2017-01-16-5,5.2,4.98,24.15,0,1
2017-01-16-6,8.99,7.66,32.91,0,1
2017-01-16-7,11.86,10.94,41.27,0,1
2017-01-16-8,14.52,15.08,27.38,0,0
2017-01-16-9,17.61,18.36,27.06,0,0
2017-01-16-10,16.86,17.39,26.78,0,0
2017-01-16-11,16.39,17.39,27.59,0,0
2017-01-16-12,17.12,18.41,28.29,0,0
2017-01-16-13,17.55,18.88,28.18,0,0
2017-01-16-14,16.63,17.58,27.0,0,0
2017-01-16-15,17.04,18.22,27.0,0,0
2017-01-16-16,17.24,18.11,26.89,0,0
2017-01-16-17,24.34,24.55,44.41,0,0
2017-01-16-18,0.1,0.0,4.65,0,1
2017-01-16-19,0.0,0.0,0.0,0,1
2017-01-16-20,0.0,0.0,0.0,0,1
2017-01-16-21,0.0,0.0,0.0,0,1
2017-01-16-22,0.0,0.0,0.0,0,1
2017-01-16-23,0.0,0.0,0.0,0,1
2017-01-17-0,0.0,0.0,0.0,0,1
2017-01-17-1,0.0,0.0,0.0,0,1
2017-01-17-2,12.03,10.83,29.83,0,1
2017-01-17-3,3.03,3.09,6.64,0,1
2017-01-17-4,2.96,2.98,6.17,0,1
2017-01-17-5,3.67,3.86,7.36,0,1
2017-01-17-6,4.08,4.29,7.48,0,1
2017-01-17-7,5.29,5.77,23.45,0,1
2017-01-17-8,7.35,7.37,23.74,0,1
2017-01-17-9,10.68,11.0,21.56,0,1
2017-01-17-10,15.25,13.47,96.13,0,1
2017-01-17-11,28.22,24.08,92.58,0,0
2017-01-17-12,40.45,37.77,95.52,0,0
2017-01-17-13,24.33,25.64,44.41,0,0
2017-01-17-14,19.1,20.07,28.77,0,0
2017-01-17-15,22.41,22.73,248.27,0,0
2017-01-17-16,20.84,18.21,248.96,0,0
2017-01-17-17,29.68,27.64,107.44,0,0
2017-01-17-18,0.0,0.0,0.0,0,1
2017-01-17-19,0.0,0.0,0.0,0,1
2017-01-17-20,0.0,0.0,0.0,0,1
2017-01-17-21,0.0,0.0,0.0,0,1
2017-01-17-22,0.0,0.0,0.0,0,1
2017-01-17-23,0.0,0.0,0.0,0,1
2017-01-18-0,0.0,0.0,0.0,0,1
2017-01-18-1,0.0,0.0,0.0,0,1
2017-01-18-2,15.16,15.62,212.05,0,0
2017-01-18-3,6.79,5.66,27.13,0,1
2017-01-18-4,5.58,4.46,29.09,0,1
2017-01-18-5,8.31,6.06,66.25,0,1
2017-01-18-6,21.11,15.18,109.75,0,0
2017-01-18-7,72.77,53.52,237.96,0,0
2017-01-18-8,75.84,75.96,242.08,0,0
2017-01-18-9,70.19,64.7,235.39,0,0
2017-01-18-10,115.0,116.55,246.22,0,0
2017-01-18-11,115.63,118.56,247.88,0,0
2017-01-18-12,94.35,85.13,245.08,0,0
2017-01-18-13,100.97,92.58,235.13,0,0
2017-01-18-14,88.05,79.38,216.93,0,0
2017-01-18-15,77.15,55.55,219.27,0,0
2017-01-18-16,44.52,29.23,248.16,0,0
2017-01-18-17,52.32,47.02,165.29,0,0
2017-01-18-18,0.0,0.0,0.0,0,1
2017-01-18-19,0.0,0.0,0.0,0,1
2017-01-18-20,0.0,0.0,0.0,0,1
2017-01-18-21,0.0,0.0,0.0,0,1
2017-01-18-22,0.0,0.0,0.0,0,1
2017-01-18-23,0.0,0.0,0.0,0,1
2017-01-19-0,0.0,0.0,0.0,0,1
2017-01-19-1,0.0,0.0,0.0,0,1
2017-01-19-2,26.21,26.16,219.62,0,0
2017-01-19-3,21.76,19.87,145.94,0,0
2017-01-19-4,13.38,10.36,49.54,0,1
2017-01-19-5,13.78,10.72,38.04,0,1
2017-01-19-6,15.41,12.12,71.19,0,1
2017-01-19-7,31.85,29.58,139.93,0,0
2017-01-19-8,51.79,44.12,187.62,0,0
2017-01-19-9,104.98,98.81,223.6,0,0
2017-01-19-10,64.73,65.8,151.53,0,0
2017-01-19-11,37.22,36.91,75.39,0,0
2017-01-19-12,35.11,35.14,81.08,0,0
2017-01-19-13,23.71,21.49,48.57,0,0
2017-01-19-14,19.99,20.29,36.63,0,0
2017-01-19-15,24.73,24.46,49.56,0,0
2017-01-19-16,8.25,0.0,45.7,0,1
2017-01-19-17,0.0,0.0,0.0,0,1
2017-01-19-18,0.0,0.0,0.0,0,1
2017-01-19-19,0.0,0.0,0.0,0,1
2017-01-19-20,0.0,0.0,0.0,0,1
2017-01-19-21,0.0,0.0,0.0,0,1
2017-01-19-22,0.0,0.0,0.0,0,1
2017-01-19-23,0.0,0.0,0.0,0,1
2017-01-20-0,0.0,0.0,0.0,0,1
2017-01-20-1,0.0,0.0,0.0,0,1
2017-01-20-2,0.0,0.0,0.0,0,1
2017-01-20-3,0.0,0.0,0.0,0,1
2017-01-20-4,2.89,0.0,24.2,0,1
2017-01-20-5,6.12,6.28,24.67,0,1
2017-01-20-6,14.96,7.64,224.2,0,1
2017-01-20-7,43.47,39.94,208.97,0,0
2017-01-20-8,18.86,17.19,110.32,0,0
2017-01-20-9,23.87,18.34,176.05,0,0
2017-01-20-10,25.74,24.61,62.95,0,0
2017-01-20-11,17.15,15.99,62.45,0,0
2017-01-20-12,22.68,18.73,76.67,0,0
2017-01-20-13,31.96,28.57,85.4,0,0
2017-01-20-14,14.92,14.22,44.84,0,1
2017-01-20-15,10.88,9.88,47.76,0,1
2017-01-20-16,8.27,8.74,25.23,0,1
2017-01-20-17,21.2,19.9,48.33,0,0
2017-01-20-18,0.0,0.0,0.0,0,1
2017-01-20-19,0.0,0.0,0.0,0,1
2017-01-20-20,0.0,0.0,0.0,0,1
2017-01-20-21,0.0,0.0,0.0,0,1
2017-01-20-22,0.0,0.0,0.0,0,1
2017-01-20-23,0.0,0.0,0.0,0,1
2017-01-21-0,0.0,0.0,0.0,0,1
2017-01-21-1,0.0,0.0,0.0,0,1
2017-01-21-2,24.5,21.48,85.97,0,0
2017-01-21-3,7.54,7.59,24.09,0,1
2017-01-21-4,4.08,4.27,22.92,0,1
2017-01-21-5,3.56,3.68,8.28,0,1
2017-01-21-6,5.67,5.28,15.26,0,1
2017-01-21-7,14.87,15.18,28.57,0,0
2017-01-21-8,15.32,15.58,28.64,0,0
2017-01-21-9,45.76,39.43,192.93,0,0
2017-01-21-10,28.94,25.54,85.65,0,0
2017-01-21-11,11.01,11.39,24.76,0,1
2017-01-21-12,14.01,14.41,25.45,0,1
2017-01-21-13,12.36,12.41,24.76,0,1
2017-01-21-14,19.19,15.88,81.74,0,0
2017-01-21-15,25.3,21.9,96.15,0,0
2017-01-21-16,16.09,16.29,35.87,0,0
2017-01-21-17,38.55,30.23,85.58,0,0
2017-01-21-18,0.0,0.0,0.0,0,1
2017-01-21-19,0.0,0.0,0.0,0,1
2017-01-21-20,0.0,0.0,0.0,0,1
2017-01-21-21,0.0,0.0,0.0,0,1
2017-01-21-22,0.0,0.0,0.0,0,1
2017-01-21-23,0.0,0.0,0.0,0,1
2017-01-22-0,0.0,0.0,0.0,0,1
2017-01-22-1,0.0,0.0,0.0,0,1
2017-01-22-2,18.32,21.11,40.07,0,0
2017-01-22-3,12.47,12.65,25.82,0,1
2017-01-22-4,7.57,7.52,24.15,0,1
2017-01-22-5,5.61,5.75,23.16,0,1
2017-01-22-6,6.46,6.46,23.26,0,1
2017-01-22-7,18.2,17.64,38.67,0,0
2017-01-22-8,21.6,20.31,70.32,0,0
2017-01-22-9,23.24,24.29,85.44,0,0
2017-01-22-10,65.69,60.68,231.38,0,0
2017-01-22-11,44.23,42.83,176.75,0,0
2017-01-22-12,63.32,57.49,190.24,0,0
2017-01-22-13,49.98,46.71,131.09,0,0
2017-01-22-14,17.1,14.34,67.95,0,1
2017-01-22-15,12.36,8.04,101.89,0,1
2017-01-22-16,12.53,8.37,78.52,0,1
2017-01-22-17,30.82,28.25,120.21,0,0
2017-01-22-18,0.0,0.0,0.0,0,1
2017-01-22-19,0.0,0.0,0.0,0,1
2017-01-22-20,0.0,0.0,0.0,0,1
2017-01-22-21,0.0,0.0,0.0,0,1
2017-01-22-22,0.0,0.0,0.0,0,1
2017-01-22-23,0.0,0.0,0.0,0,1
2017-01-23-0,0.0,0.0,0.0,0,1
2017-01-23-1,0.0,0.0,0.0,0,1
2017-01-23-2,11.12,9.64,31.92,0,1
2017-01-23-3,7.57,6.4,28.45,0,1
2017-01-23-4,5.13,4.57,24.72,0,1
2017-01-23-5,4.98,4.28,25.02,0,1
2017-01-23-6,5.25,4.74,25.42,0,1
2017-01-23-7,7.51,6.05,65.35,0,1
2017-01-23-8,6.56,6.16,25.49,0,1
2017-01-23-9,14.47,8.75,173.16,0,1
2017-01-23-10,18.86,10.44,139.26,0,1
2017-01-23-11,15.5,9.57,108.04,0,1
2017-01-23-12,18.79,10.82,108.89,0,1
2017-01-23-13,20.12,13.24,127.92,0,1
2017-01-23-14,14.39,10.23,76.0,0,1
2017-01-23-15,9.29,5.85,89.61,0,1
2017-01-23-16,7.23,5.57,42.35,0,1
2017-01-23-17,27.79,27.13,106.0,0,0
2017-01-23-18,0.0,0.0,0.0,0,1
2017-01-23-19,0.0,0.0,0.0,0,1
2017-01-23-20,0.0,0.0,0.0,0,1
2017-01-23-21,0.0,0.0,0.0,0,1
2017-01-23-22,0.0,0.0,0.0,0,1
2017-01-23-23,0.0,0.0,0.0,0,1
2017-01-24-0,0.0,0.0,0.0,0,1
2017-01-24-1,0.0,0.0,0.0,0,1
2017-01-24-2,12.4,11.12,34.44,0,1
2017-01-24-3,7.79,6.88,26.4,0,1
2017-01-24-4,2.34,0.0,25.51,0,1
2017-01-24-5,0.0,0.0,0.0,0,1
2017-01-24-6,0.0,0.0,0.0,0,1
2017-01-24-7,0.0,0.0,0.0,0,1
2017-01-24-8,0.0,0.0,0.0,0,1
2017-01-24-9,0.0,0.0,0.0,0,1
2017-01-24-10,0.0,0.0,0.0,0,1
2017-01-24-11,0.0,0.0,0.0,0,1
2017-01-24-12,0.0,0.0,0.0,0,1
2017-01-24-13,0.0,0.0,0.0,0,1
2017-01-24-14,0.0,0.0,0.0,0,1
2017-01-24-15,0.0,0.0,0.0,0,1
2017-01-24-16,0.0,0.0,0.0,0,1
2017-01-24-17,0.0,0.0,0.0,0,1
2017-01-24-18,0.0,0.0,0.0,0,1
2017-01-24-19,0.0,0.0,0.0,0,1
2017-01-24-20,0.0,0.0,0.0,0,1
2017-01-24-21,0.0,0.0,0.0,0,1
2017-01-24-22,0.0,0.0,0.0,0,1
2017-01-24-23,0.0,0.0,0.0,0,1
2017-01-25-0,0.0,0.0,0.0,0,1
2017-01-25-1,0.0,0.0,0.0,0,1
2017-01-25-2,0.0,0.0,0.0,0,1
2017-01-25-3,0.0,0.0,0.0,0,1
2017-01-25-4,0.0,0.0,0.0,0,1
