segment,mean,median,max,sunlight_contamination,dark_segment
2019-01-12-15,8.72,4.27,161.51,0,1
2019-01-12-18,2.93,0.0,164.4,0,1
2019-01-12-21,0.0,0.0,0.0,0,1
2019-01-13-0,7.6,0.0,72.95,0,1
2019-01-13-3,5.75,6.17,19.77,0,1
2019-01-13-6,4.27,4.39,15.11,0,1
2019-01-13-9,5.07,5.28,9.95,0,1
2019-01-13-12,4.15,4.57,17.7,0,1
2019-01-13-15,9.3,4.15,210.39,0,1
2019-01-13-18,1.68,0.0,170.16,0,1
2019-01-13-21,0.0,0.0,0.0,0,1
2019-01-14-0,8.25,0.0,65.1,0,1
2019-01-14-3,6.46,6.7,21.07,0,1
2019-01-14-6,11.27,9.45,48.2,0,1
2019-01-14-9,11.32,11.89,26.15,0,1
2019-01-14-12,10.65,11.42,26.34,0,1
2019-01-14-15,10.11,7.22,128.44,0,1
2019-01-14-18,0.41,0.0,84.32,0,1
2019-01-14-21,0.0,0.0,0.0,0,1
2019-01-15-0,6.71,0.0,76.43,0,1
2019-01-15-3,7.66,7.4,24.9,0,1
2019-01-15-6,6.93,6.86,25.76,0,1
2019-01-15-9,6.14,5.88,22.96,0,1
2019-01-15-12,12.8,9.96,108.18,0,1
2019-01-15-15,10.49,5.47,220.95,0,1
2019-01-15-18,0.72,0.0,133.15,0,1
2019-01-15-21,0.0,0.0,0.0,0,1
2019-01-16-0,8.89,0.0,131.11,0,1
2019-01-16-3,8.5,8.33,26.5,0,1
2019-01-16-6,15.2,12.51,51.57,0,1
2019-01-16-9,2.72,0.0,25.93,0,1
2019-01-16-12,0.0,0.0,0.0,0,1
2019-01-16-15,6.5,0.0,142.26,0,1
2019-01-16-18,0.23,0.0,71.92,0,1
2019-01-16-21,0.0,0.0,0.0,0,1
2019-01-17-0,4.21,0.0,36.13,0,1
2019-01-17-3,14.74,14.34,29.45,0,1
2019-01-17-6,10.68,10.48,26.8,0,1
2019-01-17-9,10.85,10.23,31.26,0,1
2019-01-17-12,10.44,8.67,247.7,0,1
2019-01-17-15,18.01,15.26,101.04,0,0
2019-01-17-18,0.0,0.0,0.0,0,1
2019-01-17-21,0.0,0.0,0.0,0,1
2019-01-18-0,4.65,0.0,245.99,0,1
2019-01-18-3,17.02,15.73,248.84,0,0
2019-01-18-6,13.53,13.48,28.98,0,1
2019-01-18-9,31.37,18.97,151.83,0,0
2019-01-18-12,11.7,11.4,218.06,0,1
2019-01-18-15,0.0,0.0,0.0,0,1
2019-01-18-18,0.0,0.0,0.0,0,1
2019-01-18-21,0.0,0.0,0.0,0,1
2019-01-19-0,1.28,0.0,29.25,0,1
2019-01-19-3,12.72,11.35,27.46,1,1
2019-01-19-6,12.51,8.37,31.71,1,1
2019-01-19-9,10.5,8.4,27.66,1,1
2019-01-19-12,17.2,19.86,28.27,1,0
2019-01-19-15,14.88,13.26,42.22,0,1
2019-01-19-18,0.0,0.0,0.0,0,1
2019-01-19-21,0.0,0.0,0.0,0,1
2019-01-20-0,4.77,0.0,224.48,0,1
2019-01-20-3,12.39,8.6,28.34,1,1
2019-01-20-6,14.57,13.95,30.74,1,1
2019-01-20-9,14.46,12.84,35.5,1,1
2019-01-20-12,13.59,12.11,35.43,1,1
2019-01-20-15,23.95,26.07,59.05,0,0
2019-01-20-18,0.0,0.0,0.0,0,1
2019-01-20-21,0.0,0.0,0.0,0,1
2019-01-21-0,6.06,0.0,224.48,0,1
2019-01-21-3,5.63,3.28,28.26,0,1
2019-01-21-6,13.36,10.33,225.09,1,1
2019-01-21-9,27.28,28.47,41.7,0,0
2019-01-21-12,25.24,26.66,36.26,0,0
2019-01-21-15,20.89,21.94,223.89,0,0
2019-01-21-18,0.0,0.0,0.0,0,1
2019-01-21-21,0.0,0.0,0.0,0,1
2019-01-22-0,12.57,0.0,240.36,0,1
2019-01-22-3,14.9,14.46,29.15,0,1
2019-01-22-6,26.07,23.65,249.07,0,0
2019-01-22-9,19.7,22.2,30.82,1,0
2019-01-22-12,20.4,20.42,31.22,0,0
2019-01-22-15,17.86,17.58,103.54,0,0
2019-01-22-18,0.0,0.0,0.0,0,1
2019-01-22-21,0.0,0.0,0.0,0,1
2019-01-23-0,6.79,0.0,131.28,0,1
2019-01-23-3,7.86,6.99,28.39,0,1
2019-01-23-6,19.38,18.54,248.73,0,0
2019-01-23-9,74.74,91.27,227.96,0,0
2019-01-23-12,28.23,0.0,162.95,0,1
2019-01-23-15,0.0,0.0,0.0,0,1
2019-01-23-18,0.0,0.0,0.0,0,1
2019-01-23-21,0.0,0.0,0.0,0,1
2019-01-24-0,0.0,0.0,0.0,0,1
2019-01-24-3,7.42,0.0,38.8,0,1
2019-01-24-6,43.04,44.11,248.39,0,0
2019-01-24-9,31.44,31.43,248.96,0,0
2019-01-24-12,22.89,22.8,63.69,0,0
2019-01-24-15,19.16,20.66,60.8,0,0
2019-01-24-18,0.0,0.0,0.0,0,1
2019-01-24-21,0.0,0.0,0.0,0,1
2019-01-25-0,4.19,0.0,34.68,0,1
2019-01-25-3,7.99,7.37,26.54,0,1
2019-01-25-6,24.21,17.46,147.14,0,0
2019-01-25-9,26.02,24.81,79.21,0,0
2019-01-25-12,34.37,27.19,136.0,0,0
2019-01-25-15,18.45,15.03,64.2,0,0
2019-01-25-18,0.0,0.0,0.0,0,1
2019-01-25-21,0.0,0.0,0.0,0,1
2019-01-26-0,3.13,0.0,32.84,0,1
2019-01-26-3,2.0,1.61,18.9,0,1
2019-01-26-6,6.01,4.38,70.98,0,1
2019-01-26-9,20.65,14.83,68.3,0,1
2019-01-26-12,39.98,28.47,126.3,0,0
2019-01-26-15,17.26,16.06,55.72,0,0
2019-01-26-18,0.0,0.0,0.0,0,1
2019-01-26-21,0.0,0.0,0.0,0,1
2019-01-27-0,5.82,0.0,129.06,0,1
2019-01-27-3,4.53,4.38,43.37,0,1
2019-01-27-6,2.92,3.97,12.32,0,1
2019-01-27-9,0.0,0.0,0.0,0,1
2019-01-27-12,0.0,0.0,0.0,0,1
2019-01-27-15,0.0,0.0,0.0,0,1
2019-01-27-18,0.0,0.0,0.0,0,1
2019-01-27-21,0.0,0.0,0.0,0,1
2019-01-28-0,0.0,0.0,0.0,0,1
2019-01-28-3,0.0,0.0,0.0,0,1
2019-01-28-6,2.63,2.98,7.77,0,1
2019-01-28-9,3.94,4.28,7.77,0,1
2019-01-28-12,6.41,6.76,13.83,0,1
2019-01-28-15,9.44,6.17,83.49,0,1
2019-01-28-18,0.0,0.0,0.0,0,1
2019-01-28-21,0.0,0.0,0.0,0,1
2019-01-29-0,3.23,0.0,36.4,0,1
2019-01-29-3,3.08,2.91,16.58,0,1
2019-01-29-6,3.66,4.09,6.59,0,1
2019-01-29-9,5.4,5.16,23.23,0,1
2019-01-29-12,8.56,6.84,25.83,0,1
2019-01-29-15,7.56,2.5,66.65,0,1
2019-01-29-18,0.0,0.0,0.0,0,1
2019-01-29-21,0.0,0.0,0.0,0,1
2019-01-30-0,2.8,0.0,104.91,0,1
2019-01-30-3,4.67,3.58,105.32,0,1
2019-01-30-6,3.7,3.98,8.85,0,1
2019-01-30-9,3.88,4.27,24.22,0,1
2019-01-30-12,3.55,3.68,19.73,0,1
2019-01-30-15,8.19,4.16,140.37,0,1
2019-01-30-18,0.0,0.0,0.0,0,1
2019-01-30-21,0.0,0.0,0.0,0,1
2019-01-31-0,2.23,0.0,71.66,0,1
2019-01-31-3,5.61,4.29,76.14,0,1
2019-01-31-6,4.47,4.58,11.56,0,1
2019-01-31-9,52.61,34.0,238.36,0,0
2019-01-31-12,105.28,106.61,247.13,0,0
2019-01-31-15,57.08,35.78,236.32,0,0
2019-01-31-18,0.0,0.0,0.0,0,1
2019-01-31-21,0.0,0.0,0.0,0,1
2019-02-01-0,1.34,0.0,33.93,0,1
2019-02-01-3,21.7,20.83,67.95,0,0
2019-02-01-6,54.68,45.85,248.73,0,0
2019-02-01-9,51.43,38.63,239.45,0,0
2019-02-01-12,71.36,49.51,237.96,0,0
2019-02-01-15,63.79,48.01,234.37,0,0
2019-02-01-18,0.0,0.0,0.0,0,1
2019-02-01-21,0.0,0.0,0.0,0,1
2019-02-02-0,2.26,0.0,125.94,0,1
2019-02-02-3,9.76,6.88,123.46,0,1
2019-02-02-6,56.07,24.22,239.45,0,0
2019-02-02-9,75.3,65.71,237.66,0,0
2019-02-02-12,66.96,63.5,199.26,0,0
2019-02-02-15,43.34,23.22,204.92,0,0
2019-02-02-18,0.0,0.0,0.0,0,1
2019-02-02-21,0.0,0.0,0.0,0,1
2019-02-03-0,2.09,0.0,38.61,0,1
2019-02-03-3,12.89,11.71,39.83,0,1
2019-02-03-6,13.97,13.08,43.15,0,1
2019-02-03-9,5.74,5.66,15.57,0,1
2019-02-03-12,7.04,7.61,15.17,0,1
2019-02-03-15,7.37,4.97,48.72,0,1
2019-02-03-18,0.0,0.0,0.0,0,1
2019-02-03-21,0.0,0.0,0.0,0,1
2019-02-04-0,1.4,0.0,29.69,0,1
2019-02-04-3,3.34,2.01,30.88,0,1
2019-02-04-6,1.26,1.41,6.46,0,1
2019-02-04-9,1.48,1.6,10.92,0,1
2019-02-04-12,21.91,19.92,92.78,0,0
2019-02-04-15,19.4,20.08,61.92,0,0
2019-02-04-18,0.0,0.0,0.0,0,1
2019-02-04-21,0.0,0.0,0.0,0,1
2019-02-05-0,1.68,0.0,60.45,0,1
2019-02-05-3,8.2,5.86,62.6,0,1
2019-02-05-6,5.26,5.69,11.22,0,1
2019-02-05-9,11.95,12.43,24.95,0,1
2019-02-05-12,5.32,5.09,16.66,0,1
2019-02-05-15,2.37,1.78,12.95,0,1
2019-02-05-18,0.0,0.0,0.0,0,1
2019-02-05-21,0.0,0.0,0.0,0,1
2019-02-07-0,0.13,0.0,40.01,0,1
2019-02-07-3,8.76,5.39,129.94,0,1
2019-02-07-6,4.43,4.86,7.78,0,1
2019-02-07-9,3.71,3.97,7.21,0,1
2019-02-07-12,3.56,3.38,11.26,0,1
2019-02-07-15,12.28,9.63,64.91,0,1
2019-02-07-18,0.0,0.0,0.0,0,1
2019-02-07-21,0.0,0.0,0.0,0,1
2019-02-08-0,0.08,0.0,11.32,0,1
2019-02-08-3,9.46,6.47,63.12,0,1
2019-02-08-6,10.41,7.36,67.55,0,1
2019-02-08-9,24.0,23.7,90.28,0,0
2019-02-08-12,4.95,4.88,19.99,0,1
2019-02-08-15,7.31,4.8,92.93,0,1
2019-02-08-18,0.0,0.0,0.0,0,1
2019-02-08-21,0.0,0.0,0.0,0,1
2019-02-09-0,0.0,0.0,0.0,0,1
2019-02-09-3,5.0,3.38,28.43,0,1
2019-02-09-6,8.2,5.16,49.12,0,1
2019-02-09-9,20.54,17.85,81.77,0,0
2019-02-09-12,18.05,17.06,60.89,0,0
2019-02-09-15,8.7,6.74,119.09,0,1
2019-02-09-18,0.0,0.0,0.0,0,1
2019-02-09-21,0.0,0.0,0.0,0,1
2019-02-10-0,0.0,0.0,0.0,0,1
2019-02-10-3,9.12,5.86,125.47,0,1
2019-02-10-6,5.35,5.45,20.52,0,1
2019-02-10-9,5.01,5.27,24.05,0,1
2019-02-10-12,6.35,5.38,31.59,0,1
2019-02-10-15,7.01,4.09,131.1,0,1
2019-02-10-18,0.0,0.0,0.0,0,1
2019-02-10-21,0.0,0.0,0.0,0,1
2019-02-11-0,0.0,0.0,0.0,0,1
2019-02-11-3,9.06,6.0,45.01,0,1
2019-02-11-6,4.35,4.39,13.83,0,1
2019-02-11-9,6.6,5.45,25.71,0,1
2019-02-11-12,19.98,10.22,191.13,0,1
2019-02-11-15,22.04,23.8,97.94,0,0
2019-02-11-18,0.0,0.0,0.0,0,1
2019-02-11-21,0.0,0.0,0.0,0,1
2019-02-13-0,0.0,0.0,0.0,0,1
2019-02-13-3,14.69,15.8,34.76,0,0
2019-02-13-6,35.3,25.63,164.38,0,0
2019-02-13-9,52.36,48.29,173.7,0,0
2019-02-13-12,50.65,47.33,144.05,0,0
2019-02-13-15,9.56,9.64,41.6,0,1
2019-02-13-18,0.0,0.0,0.0,0,1
2019-02-13-21,0.0,0.0,0.0,0,1
2019-02-14-0,0.0,0.0,0.0,0,1
2019-02-14-3,13.23,16.08,32.3,0,0
2019-02-14-6,21.6,23.93,39.64,0,0
2019-02-14-9,47.1,36.17,205.1,0,0
2019-02-14-12,4.11,3.68,13.38,0,1
2019-02-14-15,6.4,1.9,51.11,0,1
2019-02-14-18,0.0,0.0,0.0,0,1
2019-02-14-21,0.0,0.0,0.0,0,1
2019-02-15-0,0.0,0.0,0.0,0,1
2019-02-15-3,11.11,10.25,130.52,0,1
2019-02-15-6,0.0,0.0,0.0,0,1
2019-02-15-9,0.0,0.0,0.0,0,1
2019-02-15-12,0.0,0.0,0.0,0,1
2019-02-15-15,0.0,0.0,0.0,0,1
2019-02-15-18,0.0,0.0,0.0,0,1
2019-02-15-21,0.0,0.0,0.0,0,1
2019-02-16-0,0.0,0.0,0.0,0,1
2019-02-16-3,4.24,0.0,29.49,0,1
2019-02-16-6,11.94,11.95,28.03,0,1
2019-02-16-9,11.92,11.59,32.02,0,1
2019-02-16-12,14.32,13.92,246.56,0,1
2019-02-16-15,8.89,8.76,75.48,0,1
2019-02-16-18,0.0,0.0,0.0,0,1
2019-02-16-21,0.0,0.0,0.0,0,1
2019-02-17-0,0.0,0.0,0.0,0,1
2019-02-17-3,3.75,0.0,27.93,1,1
2019-02-17-6,15.29,14.59,29.55,1,1
2019-02-17-9,11.4,7.73,26.29,1,1
2019-02-17-12,17.43,19.89,28.63,0,0
2019-02-17-15,10.5,7.69,244.85,0,1
2019-02-17-18,0.0,0.0,0.0,0,1
2019-02-17-21,0.0,0.0,0.0,0,1
2019-02-18-0,0.0,0.0,0.0,0,1
2019-02-18-3,4.82,0.0,238.27,0,1
2019-02-18-6,18.85,23.37,44.69,1,0
2019-02-18-9,15.87,13.73,35.31,1,1
2019-02-18-12,24.01,26.02,43.86,0,0
2019-02-18-15,12.25,12.53,58.09,0,1
2019-02-18-18,0.0,0.0,0.0,0,1
2019-02-18-21,0.0,0.0,0.0,0,1
2019-02-19-0,0.0,0.0,0.0,0,1
2019-02-19-3,0.0,0.0,0.0,0,1
2019-02-19-6,0.0,0.0,0.0,0,1
2019-02-19-9,0.0,0.0,0.0,0,1
2019-02-19-12,0.0,0.0,0.0,0,1
2019-02-19-15,0.0,0.0,0.0,0,1
2019-02-19-18,0.0,0.0,0.0,0,1
2019-02-19-21,0.0,0.0,0.0,0,1
2019-02-20-0,0.0,0.0,0.0,0,1
2019-02-20-3,0.0,0.0,0.0,0,1
2019-02-20-6,5.26,0.0,32.54,0,1
2019-02-20-9,22.31,23.23,34.89,0,0
2019-02-20-12,12.07,8.74,29.79,1,1
2019-02-20-15,10.3,0.0,132.28,0,1
2019-02-20-18,0.0,0.0,0.0,0,1
2019-02-20-21,0.0,0.0,0.0,0,1
2019-02-21-0,0.0,0.0,0.0,0,1
2019-02-21-3,9.91,7.87,45.33,0,1
2019-02-21-6,21.59,20.66,248.84,0,0
2019-02-21-9,55.08,26.14,248.84,0,0
2019-02-21-12,73.05,62.23,235.09,0,0
2019-02-21-15,10.63,0.0,139.93,0,1
2019-02-21-18,0.0,0.0,0.0,0,1
2019-02-21-21,0.0,0.0,0.0,0,1
2019-02-22-0,0.0,0.0,0.0,0,1
2019-02-22-3,7.31,4.68,212.15,0,1
2019-02-22-6,7.61,6.11,248.73,0,1
2019-02-22-9,16.17,15.43,55.16,0,0
2019-02-22-12,11.17,10.83,28.86,0,1
2019-02-22-15,9.28,0.0,156.36,0,1
2019-02-22-18,0.0,0.0,0.0,0,1
2019-02-22-21,0.0,0.0,0.0,0,1
2019-02-23-0,0.0,0.0,0.0,0,1
2019-02-23-3,7.14,3.21,205.1,0,1
2019-02-23-6,3.06,3.09,24.22,0,1
2019-02-23-9,10.99,10.61,27.71,0,1
2019-02-23-12,13.22,13.6,22.98,0,1
2019-02-23-15,8.0,0.0,45.61,0,1
2019-02-23-18,0.0,0.0,0.0,0,1
2019-02-23-21,0.0,0.0,0.0,0,1
2019-02-24-0,0.0,0.0,0.0,0,1
2019-02-24-3,6.26,3.68,213.32,0,1
2019-02-24-6,3.17,3.39,8.18,0,1
2019-02-24-9,3.46,3.21,23.32,0,1
2019-02-24-12,7.25,7.47,16.66,0,1
2019-02-24-15,8.35,0.0,136.74,0,1
2019-02-24-18,0.0,0.0,0.0,0,1
2019-02-24-21,0.0,0.0,0.0,0,1
2019-02-25-0,0.0,0.0,0.0,0,1
2019-02-25-3,6.71,3.39,131.41,0,1
2019-02-25-6,3.13,3.38,6.36,0,1
2019-02-25-9,3.17,3.2,22.24,0,1
2019-02-25-12,3.93,4.03,18.14,0,1
2019-02-25-15,6.58,0.0,152.84,0,1
2019-02-25-18,0.0,0.0,0.0,0,1
2019-02-25-21,0.0,0.0,0.0,0,1
2019-02-26-0,0.0,0.0,0.0,0,1
2019-02-26-3,6.1,3.21,134.63,0,1
2019-02-26-6,2.98,3.28,9.06,0,1
2019-02-26-9,6.74,4.39,39.7,0,1
2019-02-26-12,2.35,2.5,19.04,0,1
2019-02-26-15,6.14,0.0,149.25,0,1
2019-02-26-18,0.0,0.0,0.0,0,1
2019-02-26-21,0.0,0.0,0.0,0,1
2019-02-27-0,0.0,0.0,0.0,0,1
2019-02-27-3,5.59,3.39,231.94,0,1
2019-02-27-6,3.09,3.28,8.69,0,1
2019-02-27-9,13.24,12.2,149.45,0,1
2019-02-27-12,102.33,102.5,246.22,0,0
2019-02-27-15,8.6,0.0,88.42,0,1
2019-02-27-18,0.0,0.0,0.0,0,1
2019-02-27-21,0.0,0.0,0.0,0,1
2019-02-28-0,0.0,0.0,0.0,0,1
2019-02-28-3,7.82,5.1,131.97,0,1
2019-02-28-6,19.04,20.12,72.2,0,0
2019-02-28-9,90.52,82.92,239.45,0,0
2019-02-28-12,76.78,59.58,239.15,0,0
2019-02-28-15,22.72,0.0,205.1,0,1
2019-02-28-18,0.0,0.0,0.0,0,1
2019-02-28-21,0.0,0.0,0.0,0,1
2019-03-01-0,0.0,0.0,0.0,0,1
2019-03-01-3,14.22,10.07,228.63,0,1
2019-03-01-6,38.9,22.81,231.98,0,0
2019-03-01-9,82.17,73.19,228.99,0,0
2019-03-01-12,24.74,22.1,136.94,0,0
2019-03-01-15,21.82,0.0,161.05,0,1
2019-03-01-18,0.0,0.0,0.0,0,1
2019-03-01-21,0.0,0.0,0.0,0,1
2019-03-02-0,0.0,0.0,0.0,0,1
2019-03-02-3,14.19,11.92,227.31,0,1
2019-03-02-6,23.34,23.28,66.97,0,0
2019-03-02-9,50.85,35.81,211.64,0,0
2019-03-02-12,76.92,64.75,226.59,0,0
2019-03-02-15,15.99,0.0,161.06,0,1
2019-03-02-18,0.0,0.0,0.0,0,1
2019-03-02-21,0.0,0.0,0.0,0,1
2019-03-03-0,0.0,0.0,0.0,0,1
2019-03-03-3,4.26,1.9,37.84,0,1
2019-03-03-6,2.05,2.2,9.26,0,1
2019-03-03-9,6.45,6.27,15.64,0,1
2019-03-03-12,6.52,5.48,17.67,0,1
2019-03-03-15,5.3,0.0,80.68,0,1
2019-03-03-18,0.0,0.0,0.0,0,1
2019-03-03-21,0.0,0.0,0.0,0,1
2019-03-04-0,0.0,0.0,0.0,0,1
2019-03-04-3,7.56,5.39,54.51,0,1
2019-03-04-6,11.03,8.36,168.17,0,1
2019-03-04-9,76.49,74.85,215.11,0,0
2019-03-04-12,99.1,97.96,200.88,0,0
2019-03-04-15,11.53,0.0,151.84,0,1
2019-03-04-18,0.0,0.0,0.0,0,1
2019-03-04-21,0.0,0.0,0.0,0,1
2019-03-05-0,0.0,0.0,0.0,0,1
2019-03-05-3,6.62,2.98,223.89,0,1
2019-03-05-6,2.84,2.91,8.02,0,1
2019-03-05-9,2.81,2.72,18.84,0,1
2019-03-05-12,9.66,4.09,50.5,0,1
2019-03-05-15,7.51,0.0,124.98,0,1
2019-03-05-18,0.0,0.0,0.0,0,1
2019-03-05-21,0.0,0.0,0.0,0,1
2019-03-06-0,0.0,0.0,0.0,0,1
2019-03-06-3,5.8,2.31,39.91,0,1
2019-03-06-6,7.53,4.69,33.31,0,1
2019-03-06-9,3.56,3.79,15.49,0,1
2019-03-06-12,22.33,14.75,121.24,0,1
2019-03-06-15,5.32,0.0,43.78,0,1
2019-03-06-18,0.0,0.0,0.0,0,1
2019-03-06-21,0.0,0.0,0.0,0,1
2019-03-07-0,0.0,0.0,0.0,0,1
2019-03-07-3,4.03,1.01,37.37,0,1
2019-03-07-6,1.86,2.01,4.39,0,1
2019-03-07-9,2.07,2.2,6.02,0,1
2019-03-07-12,11.89,3.09,69.35,0,1
2019-03-07-15,10.73,0.0,86.47,0,1
2019-03-07-18,0.0,0.0,0.0,0,1
2019-03-07-21,0.0,0.0,0.0,0,1
2019-03-08-0,0.0,0.0,0.0,0,1
2019-03-08-3,4.64,0.53,29.15,0,1
2019-03-08-6,9.93,5.88,48.6,0,1
2019-03-08-9,23.17,19.92,115.44,0,0
2019-03-08-12,2.55,2.5,8.75,0,1
2019-03-08-15,3.07,0.0,39.48,0,1
2019-03-08-18,0.0,0.0,0.0,0,1
2019-03-08-21,0.0,0.0,0.0,0,1
2019-03-09-0,0.0,0.0,0.0,0,1
2019-03-09-3,4.41,0.0,29.14,0,1
2019-03-09-6,4.66,4.1,22.34,0,1
2019-03-09-9,8.72,6.16,40.07,0,1
2019-03-09-12,19.69,15.58,84.15,0,0
2019-03-09-15,5.42,0.0,112.67,0,1
2019-03-09-18,0.0,0.0,0.0,0,1
2019-03-09-21,0.0,0.0,0.0,0,1
2019-03-10-0,0.0,0.0,0.0,0,1
2019-03-10-3,6.97,0.0,139.84,0,1
2019-03-10-6,5.08,5.57,10.94,0,1
2019-03-10-9,3.74,4.08,9.13,0,1
2019-03-10-12,4.21,4.38,18.4,0,1
2019-03-10-15,5.65,0.0,60.6,0,1
2019-03-10-18,0.0,0.0,0.0,0,1
2019-03-10-21,0.0,0.0,0.0,0,1
2019-03-11-0,0.0,0.0,0.0,0,1
2019-03-11-3,6.73,0.0,223.48,0,1
2019-03-11-6,3.22,3.2,20.71,0,1
2019-03-11-9,20.82,11.68,119.99,0,1
2019-03-11-12,11.79,10.74,33.63,0,1
2019-03-11-15,4.23,0.0,43.33,0,1
2019-03-11-18,0.0,0.0,0.0,0,1
2019-03-11-21,0.0,0.0,0.0,0,1
2019-03-12-0,0.0,0.0,0.0,0,1
2019-03-12-3,6.16,0.0,127.47,0,1
2019-03-12-6,33.84,13.8,201.08,0,1
2019-03-12-9,30.47,31.7,75.56,0,0
2019-03-12-12,20.08,19.04,57.29,0,0
2019-03-12-15,3.99,0.0,49.29,0,1
2019-03-12-18,0.0,0.0,0.0,0,1
2019-03-12-21,0.0,0.0,0.0,0,1
2019-03-13-0,0.0,0.0,0.0,0,1
2019-03-13-3,7.17,0.0,136.1,0,1
2019-03-13-6,8.19,4.8,37.7,0,1
2019-03-13-9,13.43,12.83,248.5,0,1
2019-03-13-12,6.54,5.09,132.56,0,1
2019-03-13-15,4.51,0.0,144.03,0,1
2019-03-13-18,0.0,0.0,0.0,0,1
2019-03-13-21,0.0,0.0,0.0,0,1
2019-03-14-0,0.0,0.0,0.0,0,1
2019-03-14-3,7.97,0.0,37.87,0,1
2019-03-14-6,17.64,17.75,36.51,0,0
2019-03-14-9,23.45,14.7,112.87,0,1
2019-03-14-12,43.49,34.68,172.47,0,0
